External ID,SL No., Acount Internal id,Date,Transaction#,Invoice#,Location,Type,Description,Memo,Party,Entity ID,Debit Amt,Credit Amt
SALES_TAX_PAYABLE_AUG25-38807,95.5,950,08/31/2025,38807,38807,GV,Invoice,AR,Sale Tax Payable Aug-2214,Double Tree,2329,941.90,
SALES_TAX_PAYABLE_AUG25-38809,96,568,08/31/2025,38809,38809,GV,Invoice,AR,Sale Tax Payable Aug-2215,Homewood Suites Fayetteville,2330,,609.40
SALES_TAX_PAYABLE_AUG25-38809,96.5,950,08/31/2025,38809,38809,GV,Invoice,AR,Sale Tax Payable Aug-2216,Homewood Suites Fayetteville,2330,609.40,
SALES_TAX_PAYABLE_AUG25-38815,97,596,08/31/2025,38815,38815,GV,Invoice,NM,Sale Tax Payable Aug-2217,Hampton Inn & Suite - NM,2048,,307.15
SALES_TAX_PAYABLE_AUG25-38815,97.5,950,08/31/2025,38815,38815,GV,Invoice,NM,Sale Tax Payable Aug-2218,Hampton Inn & Suite - NM,2048,307.15,
SALES_TAX_PAYABLE_AUG25-38818,98,215,08/31/2025,38818,38818,GV,Invoice,TX,Sale Tax Payable Aug-2219,ALPHA REMODELING,2386,,63.94
SALES_TAX_PAYABLE_AUG25-38818,98.5,950,08/31/2025,38818,38818,GV,Invoice,TX,Sale Tax Payable Aug-2220,ALPHA REMODELING,2386,63.94,
SALES_TAX_PAYABLE_AUG25-38820,99,215,08/31/2025,38820,38820,GV,Invoice,TX,Sale Tax Payable Aug-2221,Iannacone Residence,2347,,8456.27
SALES_TAX_PAYABLE_AUG25-38820,99.5,950,08/31/2025,38820,38820,GV,Invoice,TX,Sale Tax Payable Aug-2222,Iannacone Residence,2347,8456.27,
SALES_TAX_PAYABLE_AUG25-38820/3,100,215,08/31/2025,38820/3,38820/3,GV,Invoice,TX,Sale Tax Payable Aug-2223,Iannacone Residence,2347,,33.27
SALES_TAX_PAYABLE_AUG25-38820/3,100.5,950,08/31/2025,38820/3,38820/3,GV,Invoice,TX,Sale Tax Payable Aug-2224,Iannacone Residence,2347,33.27,
SALES_TAX_PAYABLE_AUG25-38835,101,575,08/31/2025,38835,38835,GV,Invoice,GA,Sale Tax Payable Aug-2225,Specialty Tile Products Inc.,3566,,122.97
SALES_TAX_PAYABLE_AUG25-38835,101.5,950,08/31/2025,38835,38835,GV,Invoice,GA,Sale Tax Payable Aug-2226,Specialty Tile Products Inc.,3566,122.97,
SALES_TAX_PAYABLE_AUG25-38842,102,586,08/31/2025,38842,38842,GV,Invoice,MA,Sale Tax Payable Aug-2227,Auburn Lodging LLC,2577,,3664.38
SALES_TAX_PAYABLE_AUG25-38842,102.5,950,08/31/2025,38842,38842,GV,Invoice,MA,Sale Tax Payable Aug-2228,Auburn Lodging LLC,2577,3664.38,
SALES_TAX_PAYABLE_AUG25-38852,103,598,08/31/2025,38852,38852,GV,Invoice,NC,Sale Tax Payable Aug-2229,Springhill Greensboro NC,2450,,196.82
SALES_TAX_PAYABLE_AUG25-38852,103.5,950,08/31/2025,38852,38852,GV,Invoice,NC,Sale Tax Payable Aug-2230,Springhill Greensboro NC,2450,196.82,
SALES_TAX_PAYABLE_AUG25-38853,104,608,08/31/2025,38853,38853,GV,Invoice,TN,Sale Tax Payable Aug-2231,"L Peters Construction, Inc.",2524,,117.94
SALES_TAX_PAYABLE_AUG25-38853,104.5,950,08/31/2025,38853,38853,GV,Invoice,TN,Sale Tax Payable Aug-2232,"L Peters Construction, Inc.",2524,117.94,
SALES_TAX_PAYABLE_AUG25-38854,105,215,08/31/2025,38854,38854,GV,Invoice,TX,Sale Tax Payable Aug-2233,Days Inn in Georgetown,2441,,2763.75
SALES_TAX_PAYABLE_AUG25-38854,105.5,950,08/31/2025,38854,38854,GV,Invoice,TX,Sale Tax Payable Aug-2234,Days Inn in Georgetown,2441,2763.75,
SALES_TAX_PAYABLE_AUG25-38856,106,215,08/31/2025,38856,38856,GV,Invoice,TX,Sale Tax Payable Aug-2235,Soma construction,2306,,74.25
SALES_TAX_PAYABLE_AUG25-38856,106.5,950,08/31/2025,38856,38856,GV,Invoice,TX,Sale Tax Payable Aug-2236,Soma construction,2306,74.25,
SALES_TAX_PAYABLE_AUG25-38865,107,215,08/31/2025,38865,38865,GV,Invoice,TX,Sale Tax Payable Aug-2237,PRIME SAY LLC,2455,,28.88
SALES_TAX_PAYABLE_AUG25-38865,107.5,950,08/31/2025,38865,38865,GV,Invoice,TX,Sale Tax Payable Aug-2238,PRIME SAY LLC,2455,28.88,
SALES_TAX_PAYABLE_AUG25-38867,108,215,08/31/2025,38867,38867,GV,Invoice,TX,Sale Tax Payable Aug-2239,CONTEMPO builders,2456,,34.08
SALES_TAX_PAYABLE_AUG25-38867,108.5,950,08/31/2025,38867,38867,GV,Invoice,TX,Sale Tax Payable Aug-2240,CONTEMPO builders,2456,34.08,
SALES_TAX_PAYABLE_AUG25-38873,109,215,08/31/2025,38873,38873,GV,Invoice,TX,Sale Tax Payable Aug-2241,ALPHA REMODELING,2386,,62.64
SALES_TAX_PAYABLE_AUG25-38873,109.5,950,08/31/2025,38873,38873,GV,Invoice,TX,Sale Tax Payable Aug-2242,ALPHA REMODELING,2386,62.64,
SALES_TAX_PAYABLE_AUG25-38880,110,578,08/31/2025,38880,38880,GV,Invoice,IL,Sale Tax Payable Aug-2243,"Holiday Inn Express - Zion, IL",3343,,86.40
SALES_TAX_PAYABLE_AUG25-38880,110.5,950,08/31/2025,38880,38880,GV,Invoice,IL,Sale Tax Payable Aug-2244,"Holiday Inn Express - Zion, IL",3343,86.40,
SALES_TAX_PAYABLE_AUG25-38884,111,215,08/31/2025,38884,38884,GV,Invoice,TX,Sale Tax Payable Aug-2245,Soma construction,2306,,37.13
SALES_TAX_PAYABLE_AUG25-38884,111.5,950,08/31/2025,38884,38884,GV,Invoice,TX,Sale Tax Payable Aug-2246,Soma construction,2306,37.13,
SALES_TAX_PAYABLE_AUG25-38904,112,215,08/31/2025,38904,38904,GV,Invoice,TX,Sale Tax Payable Aug-2247,Davaco - Chilies Restroom remodel Woodlands. TX,3568,,102.94
SALES_TAX_PAYABLE_AUG25-38904,112.5,950,08/31/2025,38904,38904,GV,Invoice,TX,Sale Tax Payable Aug-2248,Davaco - Chilies Restroom remodel Woodlands. TX,3568,102.94,
SALES_TAX_PAYABLE_AUG25-38911,113,215,08/31/2025,38911,38911,GV,Invoice,TX,Sale Tax Payable Aug-2249,Treco Enterprises Inc.,2185,,72.60
SALES_TAX_PAYABLE_AUG25-38911,113.5,950,08/31/2025,38911,38911,GV,Invoice,TX,Sale Tax Payable Aug-2250,Treco Enterprises Inc.,2185,72.60,
SALES_TAX_PAYABLE_AUG25-38913,114,210,08/31/2025,38913,38913,GV,Invoice,AL,Sale Tax Payable Aug-2251,Home 2 Suite by Hilton,2186,,19.21
SALES_TAX_PAYABLE_AUG25-38913,114.5,950,08/31/2025,38913,38913,GV,Invoice,AL,Sale Tax Payable Aug-2252,Home 2 Suite by Hilton,2186,19.21,
SALES_TAX_PAYABLE_AUG25-38915,115,583,08/31/2025,38915,38915,GV,Invoice,LA,Sale Tax Payable Aug-2253,"Gulf Coast Hotel Group,LLC DBA Doubletree by Hilton",2193,,56.13
SALES_TAX_PAYABLE_AUG25-38915,115.5,950,08/31/2025,38915,38915,GV,Invoice,LA,Sale Tax Payable Aug-2254,"Gulf Coast Hotel Group,LLC DBA Doubletree by Hilton",2193,56.13,
SALES_TAX_PAYABLE_AUG25-38916,116,569,08/31/2025,38916,38916,GV,Invoice,CA,Sale Tax Payable Aug-2255,Apex Imaging Services,452,,58.11
SALES_TAX_PAYABLE_AUG25-38916,116.5,950,08/31/2025,38916,38916,GV,Invoice,CA,Sale Tax Payable Aug-2256,Apex Imaging Services,452,58.11,
SALES_TAX_PAYABLE_AUG25-38921,117,578,08/31/2025,38921,38921,GV,Invoice,IL,Sale Tax Payable Aug-2257,Rock River Valley Flooring Inc,2288,,3.80
SALES_TAX_PAYABLE_AUG25-38921,117.5,950,08/31/2025,38921,38921,GV,Invoice,IL,Sale Tax Payable Aug-2258,Rock River Valley Flooring Inc,2288,3.80,
SALES_TAX_PAYABLE_AUG25-38942,118,601,08/31/2025,38942,38942,GV,Invoice,OK,Sale Tax Payable Aug-2259,Anish Patel,2413,,39.91
SALES_TAX_PAYABLE_AUG25-38942,118.5,950,08/31/2025,38942,38942,GV,Invoice,OK,Sale Tax Payable Aug-2260,Anish Patel,2413,39.91,
SALES_TAX_PAYABLE_AUG25-38946,119,590,08/31/2025,38946,38946,GV,Invoice,MO,Sale Tax Payable Aug-2261,Queen City Winnelson,2336,,293.66
SALES_TAX_PAYABLE_AUG25-38946,119.5,950,08/31/2025,38946,38946,GV,Invoice,MO,Sale Tax Payable Aug-2262,Queen City Winnelson,2336,293.66,
SALES_TAX_PAYABLE_AUG25-38957,120,215,08/31/2025,38957,38957,GV,Invoice,TX,Sale Tax Payable Aug-2263,Total Floors,2210,,46.99
SALES_TAX_PAYABLE_AUG25-38957,120.5,950,08/31/2025,38957,38957,GV,Invoice,TX,Sale Tax Payable Aug-2264,Total Floors,2210,46.99,
SALES_TAX_PAYABLE_AUG25-38959,121,215,08/31/2025,38959,38959,GV,Invoice,TX,Sale Tax Payable Aug-2265,Mehr Consultancy,1934,,67.27
SALES_TAX_PAYABLE_AUG25-38959,121.5,950,08/31/2025,38959,38959,GV,Invoice,TX,Sale Tax Payable Aug-2266,Mehr Consultancy,1934,67.27,
SALES_TAX_PAYABLE_AUG25-38962,122,215,08/31/2025,38962,38962,GV,Invoice,TX,Sale Tax Payable Aug-2267,Kevin Sims,577,,7.62
SALES_TAX_PAYABLE_AUG25-38962,122.5,950,08/31/2025,38962,38962,GV,Invoice,TX,Sale Tax Payable Aug-2268,Kevin Sims,577,7.62,
SALES_TAX_PAYABLE_AUG25-38963,123,215,08/31/2025,38963,38963,GV,Invoice,TX,Sale Tax Payable Aug-2269,Contempo Builder,2456,,8.52
SALES_TAX_PAYABLE_AUG25-38963,123.5,950,08/31/2025,38963,38963,GV,Invoice,TX,Sale Tax Payable Aug-2270,Contempo Builder,2456,8.52,
SALES_TAX_PAYABLE_AUG25-38985,124,580,08/31/2025,38985,38985,GV,Invoice,IA,Sale Tax Payable Aug-2271,Apple Investments LLC,453,,98.07
SALES_TAX_PAYABLE_AUG25-38985,124.5,950,08/31/2025,38985,38985,GV,Invoice,IA,Sale Tax Payable Aug-2272,Apple Investments LLC,453,98.07,
SALES_TAX_PAYABLE_AUG25-38987,125,215,08/31/2025,38987,38987,GV,Invoice,TX,Sale Tax Payable Aug-2273,Homewood Suites Beaumont,2348,,42.44
SALES_TAX_PAYABLE_AUG25-38987,125.5,950,08/31/2025,38987,38987,GV,Invoice,TX,Sale Tax Payable Aug-2274,Homewood Suites Beaumont,2348,42.44,
SALES_TAX_PAYABLE_AUG25-38992,126,215,08/31/2025,38992,38992,GV,Invoice,TX,Sale Tax Payable Aug-2275,Nick Platt Construction,2457,,1161.58
SALES_TAX_PAYABLE_AUG25-38992,126.5,950,08/31/2025,38992,38992,GV,Invoice,TX,Sale Tax Payable Aug-2276,Nick Platt Construction,2457,1161.58,
SALES_TAX_PAYABLE_AUG25-38997,127,210,08/31/2025,38997,38997,GV,Invoice,AL,Sale Tax Payable Aug-2277,La Quinta Athens Alabama,2442,,1547.20
SALES_TAX_PAYABLE_AUG25-38997,127.5,950,08/31/2025,38997,38997,GV,Invoice,AL,Sale Tax Payable Aug-2278,La Quinta Athens Alabama,2442,1547.20,
SALES_TAX_PAYABLE_AUG25-39009,128,600,08/31/2025,39009,39009,GV,Invoice,OH,Sale Tax Payable Aug-2279,"Jerry Osborne & Associates, LLC",575,,571.27
SALES_TAX_PAYABLE_AUG25-39009,128.5,950,08/31/2025,39009,39009,GV,Invoice,OH,Sale Tax Payable Aug-2280,"Jerry Osborne & Associates, LLC",575,571.27,
SALES_TAX_PAYABLE_AUG25-39084,129,569,08/31/2025,39084,39084,GV,Invoice,CA,Sale Tax Payable Aug-2281,Two one two,3397,,1477.75
SALES_TAX_PAYABLE_AUG25-39084,129.5,950,08/31/2025,39084,39084,GV,Invoice,CA,Sale Tax Payable Aug-2282,Two one two,3397,1477.75,
SALES_TAX_PAYABLE_AUG25-39088,130,596,08/31/2025,39088,39088,GV,Invoice,NM,Sale Tax Payable Aug-2283,PREDOCK,2162,,489.62
SALES_TAX_PAYABLE_AUG25-39088,130.5,950,08/31/2025,39088,39088,GV,Invoice,NM,Sale Tax Payable Aug-2284,PREDOCK,2162,489.62,
