External ID,Sl no,Debit Acc,DEBIT ACC ID/BANK ACC ID,Credit Account,CREDIT ACC ID,Days,Customer,Entity Internal ID,Date,Advance Ref#,Debit Amt,Credit Amt,Memo,Description
CUST_DEPOSIT-10088,88,A21001,968,20020,,438,Fairfield Inn - Indianapolis,3549,01/10/2025,SO# 37487,,8009.75,Customer Deposits,
CUST_DEPOSIT-10088,88.5,A10003,616,20020,616,438,Fairfield Inn - Indianapolis,3549,01/10/2025,SO# 37487,8009.75,,Customer Deposits,
CUST_DEPOSIT-10089,89,A21001,968,20020,,278,Fairfield Inn and Suites - Oklahoma City - Andy Patel,3672,06/19/2025,SO# 39069,,3793.39,Customer Deposits,
CUST_DEPOSIT-10089,89.5,A10003,616,20020,616,278,Fairfield Inn and Suites - Oklahoma City - Andy Patel,3672,06/19/2025,SO# 39069,3793.39,,Customer Deposits,
CUST_DEPOSIT-10090,90,A21001,968,20020,,461,Fairfield Inn Gadsden AL,3333,12/18/2024,SO# 38283,,195447.97,Customer Deposits,
CUST_DEPOSIT-10090,90.5,A10003,616,20020,616,461,Fairfield Inn Gadsden AL,3333,12/18/2024,SO# 38283,195447.97,,Customer Deposits,
CUST_DEPOSIT-10091,91,A21001,968,20020,,718,Fairfield Townplace East Hartford,3335,04/05/2024,,,402351.33,Customer Deposits,35793
CUST_DEPOSIT-10091,91.5,A10003,616,20020,616,718,Fairfield Townplace East Hartford,3335,04/05/2024,,402351.33,,Customer Deposits,35793
CUST_DEPOSIT-10092,92,A21001,968,20020,,778,Fairfield Townplace East Hartford,3335,02/05/2024,SO# 35793,,938381.33,Customer Deposits,35793
CUST_DEPOSIT-10092,92.5,A10003,616,20020,616,778,Fairfield Townplace East Hartford,3335,02/05/2024,SO# 35793,938381.33,,Customer Deposits,35793
CUST_DEPOSIT-10093,93,A21001,968,20020,,306,Fairfield Townplace East Hartford,3335,05/22/2025,SO# 38993,,41979,Customer Deposits,
CUST_DEPOSIT-10093,93.5,A10003,616,20020,616,306,Fairfield Townplace East Hartford,3335,05/22/2025,SO# 38993,41979,,Customer Deposits,
CUST_DEPOSIT-10094,94,A21001,968,20020,,305,Fairfield Townplace East Hartford,3335,05/23/2025,SO# 35793,,125000,Customer Deposits,
CUST_DEPOSIT-10094,94.5,A10003,616,20020,616,305,Fairfield Townplace East Hartford,3335,05/23/2025,SO# 35793,125000,,Customer Deposits,
CUST_DEPOSIT-10095,95,A21001,968,20020,,495,Fat Tuesday,535,11/14/2024,SO# 37442,,0.02,Customer Deposits,271
CUST_DEPOSIT-10095,95.5,A10003,616,20020,616,495,Fat Tuesday,535,11/14/2024,SO# 37442,0.02,,Customer Deposits,271
CUST_DEPOSIT-10096,96,A21001,968,20020,,309,First Capital Advisors,2485,05/19/2025,SO# 38881,,634.17,Customer Deposits,
CUST_DEPOSIT-10096,96.5,A10003,616,20020,616,309,First Capital Advisors,2485,05/19/2025,SO# 38881,634.17,,Customer Deposits,
CUST_DEPOSIT-10097,97,A21001,968,20020,,300,First Capital Advisors,2485,05/28/2025,SO# 38893,,1660.02,Customer Deposits,
CUST_DEPOSIT-10097,97.5,A10003,616,20020,616,300,First Capital Advisors,2485,05/28/2025,SO# 38893,1660.02,,Customer Deposits,
CUST_DEPOSIT-10098,98,A21001,968,20020,,313,Five Star Imperial Group Hospitality LLC,2534,05/15/2025,SO# 38903,,59741.26,Customer Deposits,
CUST_DEPOSIT-10098,98.5,A10003,616,20020,616,313,Five Star Imperial Group Hospitality LLC,2534,05/15/2025,SO# 38903,59741.26,,Customer Deposits,
CUST_DEPOSIT-10099,99,A21001,968,20020,,305,FLOOR INSPIRATIONS,2458,05/23/2025,SO# 38891,,613.85,Customer Deposits,
CUST_DEPOSIT-10099,99.5,A10003,616,20020,616,305,FLOOR INSPIRATIONS,2458,05/23/2025,SO# 38891,613.85,,Customer Deposits,
CUST_DEPOSIT-100100,100,A21001,968,20020,,349,Floor Source,2307,04/09/2025,SO# 38791,,4207.11,Customer Deposits,
CUST_DEPOSIT-100100,100.5,A10003,616,20020,616,349,Floor Source,2307,04/09/2025,SO# 38791,4207.11,,Customer Deposits,
CUST_DEPOSIT-100101,101,A21001,968,20020,,358,Floor Source,2307,03/31/2025,SO# 38953,,3040.26,Customer Deposits,
CUST_DEPOSIT-100101,101.5,A10003,616,20020,616,358,Floor Source,2307,03/31/2025,SO# 38953,3040.26,,Customer Deposits,
CUST_DEPOSIT-100102,102,A21001,968,20020,,314,Floor Source,2307,05/14/2025,SO# 38981,,1228.7,Customer Deposits,
CUST_DEPOSIT-100102,102.5,A10003,616,20020,616,314,Floor Source,2307,05/14/2025,SO# 38981,1228.7,,Customer Deposits,
CUST_DEPOSIT-100103,103,A21001,968,20020,,375,FLOORSCAPES,2172,03/14/2025,SO# 38909,,12532.78,Customer Deposits,
CUST_DEPOSIT-100103,103.5,A10003,616,20020,616,375,FLOORSCAPES,2172,03/14/2025,SO# 38909,12532.78,,Customer Deposits,
CUST_DEPOSIT-100104,104,A21001,968,20020,,466,Gaurang Gary Patel,540,12/13/2024,SO# 38527,,2540,Customer Deposits,
CUST_DEPOSIT-100104,104.5,A10003,616,20020,616,466,Gaurang Gary Patel,540,12/13/2024,SO# 38527,2540,,Customer Deposits,
CUST_DEPOSIT-100105,105,A21001,968,20020,,531,Gene Cathey,541,10/09/2024,SO# 38011,,0.02,Customer Deposits,728
CUST_DEPOSIT-100105,105.5,A10003,616,20020,616,531,Gene Cathey,541,10/09/2024,SO# 38011,0.02,,Customer Deposits,728
CUST_DEPOSIT-100106,106,A21001,968,20020,,608,Goodall Distributors,544,07/24/2024,SO# 37354,,11353.32,Customer Deposits,
CUST_DEPOSIT-100106,106.5,A10003,616,20020,616,608,Goodall Distributors,544,07/24/2024,SO# 37354,11353.32,,Customer Deposits,
CUST_DEPOSIT-100107,107,A21001,968,20020,,557,Grand Sierra Resort & Casino,546,09/13/2024,,,1882.74,Customer Deposits,
CUST_DEPOSIT-100107,107.5,A10003,616,20020,616,557,Grand Sierra Resort & Casino,546,09/13/2024,,1882.74,,Customer Deposits,
CUST_DEPOSIT-100108,108,A21001,968,20020,,593,Grand Sierra Resort & Casino,546,08/08/2024,SO#32175,,860,Customer Deposits,
CUST_DEPOSIT-100108,108.5,A10003,616,20020,616,593,Grand Sierra Resort & Casino,546,08/08/2024,SO#32175,860,,Customer Deposits,
CUST_DEPOSIT-100109,109,A21001,968,20020,,301,Grand Sierra Resort & Casino,546,05/27/2025,SO# 38892,,866.05,Customer Deposits,
CUST_DEPOSIT-100109,109.5,A10003,616,20020,616,301,Grand Sierra Resort & Casino,546,05/27/2025,SO# 38892,866.05,,Customer Deposits,
CUST_DEPOSIT-100110,110,A21001,968,20020,,431,Grand Sierra Resort & Casino,546,01/17/2025,SO# 32178,,27069.17,Customer Deposits,
CUST_DEPOSIT-100110,110.5,A10003,616,20020,616,431,Grand Sierra Resort & Casino,546,01/17/2025,SO# 32178,27069.17,,Customer Deposits,
CUST_DEPOSIT-100111,111,A21001,968,20020,,586,Grand Sierra Resort & Casino,546,08/15/2024,,,149785.67,Customer Deposits,
CUST_DEPOSIT-100111,111.5,A10003,616,20020,616,586,Grand Sierra Resort & Casino,546,08/15/2024,,149785.67,,Customer Deposits,
CUST_DEPOSIT-100112,112,A21001,968,20020,,293,Grand Sierra Resort & Casino,546,06/04/2025,SO# 38606,,152.46,Customer Deposits,318
CUST_DEPOSIT-100112,112.5,A10003,616,20020,616,293,Grand Sierra Resort & Casino,546,06/04/2025,SO# 38606,152.46,,Customer Deposits,318
CUST_DEPOSIT-100113,113,A21001,968,20020,,554,Grand Sierra Resort & Casino,546,09/16/2024,SO# 32179,,37321.21,Customer Deposits,
CUST_DEPOSIT-100113,113.5,A10003,616,20020,616,554,Grand Sierra Resort & Casino,546,09/16/2024,SO# 32179,37321.21,,Customer Deposits,
CUST_DEPOSIT-100114,114,A21001,968,20020,,355,GROSE & MANZ BUILDERS LLC,1553,04/03/2025,SO# 38607,,6016.5,Customer Deposits,
CUST_DEPOSIT-100114,114.5,A10003,616,20020,616,355,GROSE & MANZ BUILDERS LLC,1553,04/03/2025,SO# 38607,6016.5,,Customer Deposits,
CUST_DEPOSIT-100115,115,A21001,968,20020,,267,GROSE & MANZ BUILDERS LLC,1553,06/30/2025,SO# 38317,,45745.59,Customer Deposits,
CUST_DEPOSIT-100115,115.5,A10003,616,20020,616,267,GROSE & MANZ BUILDERS LLC,1553,06/30/2025,SO# 38317,45745.59,,Customer Deposits,
CUST_DEPOSIT-100116,116,A21001,968,20020,,369,"Gulf Coast Hotel Group,LLC DBA Doubletree by Hilton",2193,03/20/2025,SO# 38915,,661.94,Customer Deposits,
CUST_DEPOSIT-100116,116.5,A10003,616,20020,616,369,"Gulf Coast Hotel Group,LLC DBA Doubletree by Hilton",2193,03/20/2025,SO# 38915,661.94,,Customer Deposits,
CUST_DEPOSIT-100117,117,A21001,968,20020,,316,"H-M Tile, Marble and Hardwood Floor",2417,05/12/2025,SO# 38684,,0.01,Customer Deposits,782
CUST_DEPOSIT-100117,117.5,A10003,616,20020,616,316,"H-M Tile, Marble and Hardwood Floor",2417,05/12/2025,SO# 38684,0.01,,Customer Deposits,782
CUST_DEPOSIT-100118,118,A21001,968,20020,,1366,Hampton 801 Walnut,3569,06/27/2022,SO#39102,,4326.62,Customer Deposits,
CUST_DEPOSIT-100118,118.5,A10003,616,20020,616,1366,Hampton 801 Walnut,3569,06/27/2022,SO#39102,4326.62,,Customer Deposits,
CUST_DEPOSIT-100119,119,A21001,968,20020,,364,Hampton Downtown Montgomery,2761,03/25/2025,SO# 35516,,101344,Customer Deposits,
CUST_DEPOSIT-100119,119.5,A10003,616,20020,616,364,Hampton Downtown Montgomery,2761,03/25/2025,SO# 35516,101344,,Customer Deposits,
CUST_DEPOSIT-100120,120,A21001,968,20020,,918,Hampton Downtown Montgomery,2761,09/18/2023,SO# 35516,,200000,Customer Deposits,
CUST_DEPOSIT-100120,120.5,A10003,616,20020,616,918,Hampton Downtown Montgomery,2761,09/18/2023,SO# 35516,200000,,Customer Deposits,
CUST_DEPOSIT-100121,121,A21001,968,20020,,340,Hampton Downtown Montgomery,2761,04/18/2025,SO# 35516,,129031,Customer Deposits,
CUST_DEPOSIT-100121,121.5,A10003,616,20020,616,340,Hampton Downtown Montgomery,2761,04/18/2025,SO# 35516,129031,,Customer Deposits,
CUST_DEPOSIT-100122,122,A21001,968,20020,,349,Hampton Inn & Suite - NM,2048,04/09/2025,SO# 38815,,4310.35,Customer Deposits,
CUST_DEPOSIT-100122,122.5,A10003,616,20020,616,349,Hampton Inn & Suite - NM,2048,04/09/2025,SO# 38815,4310.35,,Customer Deposits,
CUST_DEPOSIT-100123,123,A21001,968,20020,,393,Hampton Inn Corpus Christi,1933,02/24/2025,SO# 38726,,3483.22,Customer Deposits,CD13/ SO21
CUST_DEPOSIT-100123,123.5,A10003,616,20020,616,393,Hampton Inn Corpus Christi,1933,02/24/2025,SO# 38726,3483.22,,Customer Deposits,CD13/ SO21
CUST_DEPOSIT-100124,124,A21001,968,20020,,417,Hampton Inn Nashville,3338,01/31/2025,SO# 37736,,151011.08,Customer Deposits,
CUST_DEPOSIT-100124,124.5,A10003,616,20020,616,417,Hampton Inn Nashville,3338,01/31/2025,SO# 37736,151011.08,,Customer Deposits,
CUST_DEPOSIT-100125,125,A21001,968,20020,,887,HAMPTON INN PEARLAND,3339,10/19/2023,SO# 34551,,7576.62,Customer Deposits,
CUST_DEPOSIT-100125,125.5,A10003,616,20020,616,887,HAMPTON INN PEARLAND,3339,10/19/2023,SO# 34551,7576.62,,Customer Deposits,
CUST_DEPOSIT-100126,126,A21001,968,20020,,887,HAMPTON INN PEARLAND,3339,10/19/2023,SO# 34547,,4376.69,Customer Deposits,
CUST_DEPOSIT-100126,126.5,A10003,616,20020,616,887,HAMPTON INN PEARLAND,3339,10/19/2023,SO# 34547,4376.69,,Customer Deposits,
CUST_DEPOSIT-100127,127,A21001,968,20020,,1033,HAMPTON INN PEARLAND,3339,05/26/2023,SO# 34553,,1157.3,Customer Deposits,
CUST_DEPOSIT-100127,127.5,A10003,616,20020,616,1033,HAMPTON INN PEARLAND,3339,05/26/2023,SO# 34553,1157.3,,Customer Deposits,
CUST_DEPOSIT-100128,128,A21001,968,20020,,788,Hampton Inn Rosenberg,2520,01/26/2024,SO# 34035,,1538.28,Customer Deposits,
CUST_DEPOSIT-100128,128.5,A10003,616,20020,616,788,Hampton Inn Rosenberg,2520,01/26/2024,SO# 34035,1538.28,,Customer Deposits,
CUST_DEPOSIT-100129,129,A21001,968,20020,,788,Hampton Inn Rosenberg,2520,01/26/2024,SO# 35076,,0.01,Customer Deposits,
CUST_DEPOSIT-100129,129.5,A10003,616,20020,616,788,Hampton Inn Rosenberg,2520,01/26/2024,SO# 35076,0.01,,Customer Deposits,
CUST_DEPOSIT-100130,130,A21001,968,20020,,788,Hampton Inn Rosenberg,2520,01/26/2024,SO# 35081,,41.35,Customer Deposits,
CUST_DEPOSIT-100130,130.5,A10003,616,20020,616,788,Hampton Inn Rosenberg,2520,01/26/2024,SO# 35081,41.35,,Customer Deposits,
CUST_DEPOSIT-100131,131,A21001,968,20020,,526,Hawthorne Suites- Alpine WY,2710,10/14/2024,SO# 37340,,14299.76,Customer Deposits,
CUST_DEPOSIT-100131,131.5,A10003,616,20020,616,526,Hawthorne Suites- Alpine WY,2710,10/14/2024,SO# 37340,14299.76,,Customer Deposits,
CUST_DEPOSIT-100132,132,A21001,968,20020,,526,Hawthorne Suites- Alpine WY,2710,10/14/2024,SO# 37843,,15079.76,Customer Deposits,
CUST_DEPOSIT-100132,132.5,A10003,616,20020,616,526,Hawthorne Suites- Alpine WY,2710,10/14/2024,SO# 37843,15079.76,,Customer Deposits,
CUST_DEPOSIT-100133,133,A21001,968,20020,,421,HB Ca,2593,01/27/2025,SO# 37966,,64.22,Customer Deposits,571
CUST_DEPOSIT-100133,133.5,A10003,616,20020,616,421,HB Ca,2593,01/27/2025,SO# 37966,64.22,,Customer Deposits,571
CUST_DEPOSIT-100134,134,A21001,968,20020,,306,Hestan Winery,2519,05/22/2025,SO# 38473,,13522.46,Customer Deposits,
CUST_DEPOSIT-100134,134.5,A10003,616,20020,616,306,Hestan Winery,2519,05/22/2025,SO# 38473,13522.46,,Customer Deposits,
CUST_DEPOSIT-100135,135,A21001,968,20020,,467,Hestan Winery,2519,12/12/2024,SO#38473,,13522.46,Customer Deposits,
CUST_DEPOSIT-100135,135.5,A10003,616,20020,616,467,Hestan Winery,2519,12/12/2024,SO#38473,13522.46,,Customer Deposits,
CUST_DEPOSIT-100136,136,A21001,968,20020,,403,"HFD HAWTHORN/LA QUINTA, MEBANE, NC",2623,02/14/2025,SO# 38636,,8770,Customer Deposits,
CUST_DEPOSIT-100136,136.5,A10003,616,20020,616,403,"HFD HAWTHORN/LA QUINTA, MEBANE, NC",2623,02/14/2025,SO# 38636,8770,,Customer Deposits,
CUST_DEPOSIT-100137,137,A21001,968,20020,,370,Highland Stores LLC,557,03/19/2025,SO# 38960,,39367.06,Customer Deposits,
CUST_DEPOSIT-100137,137.5,A10003,616,20020,616,370,Highland Stores LLC,557,03/19/2025,SO# 38960,39367.06,,Customer Deposits,
CUST_DEPOSIT-100138,138,A21001,968,20020,,368,Highland Stores LLC,557,03/21/2025,SO# 38958,,28186.49,Customer Deposits,
CUST_DEPOSIT-100138,138.5,A10003,616,20020,616,368,Highland Stores LLC,557,03/21/2025,SO# 38958,28186.49,,Customer Deposits,
CUST_DEPOSIT-100139,139,A21001,968,20020,,313,"Holiday Inn Express - Zion, IL",3343,05/15/2025,SO# 38880,,2220.64,Customer Deposits,
CUST_DEPOSIT-100139,139.5,A10003,616,20020,616,313,"Holiday Inn Express - Zion, IL",3343,05/15/2025,SO# 38880,2220.64,,Customer Deposits,
CUST_DEPOSIT-100140,140,A21001,968,20020,,385,Holiday Inn Express and Suites,2159,03/04/2025,SO# 38721,,222.94,Customer Deposits,
CUST_DEPOSIT-100140,140.5,A10003,616,20020,616,385,Holiday Inn Express and Suites,2159,03/04/2025,SO# 38721,222.94,,Customer Deposits,
CUST_DEPOSIT-100141,141,A21001,968,20020,,370,Home 2 Suite by Hilton,2186,03/19/2025,SO# 38913,,253.16,Customer Deposits,
CUST_DEPOSIT-100141,141.5,A10003,616,20020,616,370,Home 2 Suite by Hilton,2186,03/19/2025,SO# 38913,253.16,,Customer Deposits,
CUST_DEPOSIT-100142,142,A21001,968,20020,,501,HOME2 SOMERSET,3526,11/08/2024,SO# 38246,,290230.64,Customer Deposits,
CUST_DEPOSIT-100142,142.5,A10003,616,20020,616,501,HOME2 SOMERSET,3526,11/08/2024,SO# 38246,290230.64,,Customer Deposits,
CUST_DEPOSIT-100143,143,A21001,968,20020,,357,HOME2 SOMERSET,3526,04/01/2025,SO# 38246,,556178.42,Customer Deposits,
CUST_DEPOSIT-100143,143.5,A10003,616,20020,616,357,HOME2 SOMERSET,3526,04/01/2025,SO# 38246,556178.42,,Customer Deposits,
CUST_DEPOSIT-100144,144,A21001,968,20020,,600,"Hometown Inn & Suites, Memphis TN",3346,08/01/2024,SO# 36296,,26673.09,Customer Deposits,
CUST_DEPOSIT-100144,144.5,A10003,616,20020,616,600,"Hometown Inn & Suites, Memphis TN",3346,08/01/2024,SO# 36296,26673.09,,Customer Deposits,
CUST_DEPOSIT-100145,145,A21001,968,20020,,512,Homewood Suites Beaumont,2348,10/28/2024,SO# 34976,,1296.94,Customer Deposits,
CUST_DEPOSIT-100145,145.5,A10003,616,20020,616,512,Homewood Suites Beaumont,2348,10/28/2024,SO# 34976,1296.94,,Customer Deposits,
CUST_DEPOSIT-100146,146,A21001,968,20020,,603,Homewood Suites Beaumont,2348,07/29/2024,SO# 37327,,0.01,Customer Deposits,
CUST_DEPOSIT-100146,146.5,A10003,616,20020,616,603,Homewood Suites Beaumont,2348,07/29/2024,SO# 37327,0.01,,Customer Deposits,
CUST_DEPOSIT-100147,147,A21001,968,20020,,629,Homewood Suites Beaumont,2348,07/03/2024,,,0,Customer Deposits,
CUST_DEPOSIT-100147,147.5,A10003,616,20020,616,629,Homewood Suites Beaumont,2348,07/03/2024,,0,,Customer Deposits,
CUST_DEPOSIT-100148,148,A21001,968,20020,,344,Homewood Suites Beaumont,2348,04/14/2025,SO# 38987,,528.62,Customer Deposits,
CUST_DEPOSIT-100148,148.5,A10003,616,20020,616,344,Homewood Suites Beaumont,2348,04/14/2025,SO# 38987,528.62,,Customer Deposits,
CUST_DEPOSIT-100149,149,A21001,968,20020,,288,Homewood Suites Corpus Christi,2302,06/09/2025,SO# 39004,,500000,Customer Deposits,
CUST_DEPOSIT-100149,149.5,A10003,616,20020,616,288,Homewood Suites Corpus Christi,2302,06/09/2025,SO# 39004,500000,,Customer Deposits,
CUST_DEPOSIT-100150,150,A21001,968,20020,,350,Homewood Suites Fayetteville,2330,04/08/2025,SO# 38809,,8183.25,Customer Deposits,
CUST_DEPOSIT-100150,150.5,A10003,616,20020,616,350,Homewood Suites Fayetteville,2330,04/08/2025,SO# 38809,8183.25,,Customer Deposits,
CUST_DEPOSIT-100151,151,A21001,968,20020,,292,Homewood Suites Fayetteville,2330,06/05/2025,SO#38809 SO#39105,,1529.19,Customer Deposits,
CUST_DEPOSIT-100151,151.5,A10003,616,20020,616,292,Homewood Suites Fayetteville,2330,06/05/2025,SO#38809 SO#39105,1529.19,,Customer Deposits,
CUST_DEPOSIT-100152,152,A21001,968,20020,,477,HSI Design Group,3562,12/02/2024,SO# 38021,,250,Customer Deposits,
CUST_DEPOSIT-100152,152.5,A10003,616,20020,616,477,HSI Design Group,3562,12/02/2024,SO# 38021,250,,Customer Deposits,
CUST_DEPOSIT-100153,153,A21001,968,20020,,336,Iannacone Residence,2347,04/22/2025,SO# 38820,,38311.33,Customer Deposits,
CUST_DEPOSIT-100153,153.5,A10003,616,20020,616,336,Iannacone Residence,2347,04/22/2025,SO# 38820,38311.33,,Customer Deposits,
CUST_DEPOSIT-100154,154,A21001,968,20020,,673,Imagine Porcelain Co. IPC.,567,05/20/2024,SO# 36849,,8037.57,Customer Deposits,36849
CUST_DEPOSIT-100154,154.5,A10003,616,20020,616,673,Imagine Porcelain Co. IPC.,567,05/20/2024,SO# 36849,8037.57,,Customer Deposits,36849
CUST_DEPOSIT-100155,155,A21001,968,20020,,589,Imagine Porcelain Co. IPC.,567,08/12/2024,SO# 36849,,5045.77,Customer Deposits,
CUST_DEPOSIT-100155,155.5,A10003,616,20020,616,589,Imagine Porcelain Co. IPC.,567,08/12/2024,SO# 36849,5045.77,,Customer Deposits,
CUST_DEPOSIT-100156,156,A21001,968,20020,,799,Imagine Porcelain Co. IPC.,567,01/15/2024,SO# 35789,,711.91,Customer Deposits,
CUST_DEPOSIT-100156,156.5,A10003,616,20020,616,799,Imagine Porcelain Co. IPC.,567,01/15/2024,SO# 35789,711.91,,Customer Deposits,
CUST_DEPOSIT-100157,157,A21001,968,20020,,748,Imagine Porcelain Co. IPC.,567,03/06/2024,SO# 36261,,425.64,Customer Deposits,36261
CUST_DEPOSIT-100157,157.5,A10003,616,20020,616,748,Imagine Porcelain Co. IPC.,567,03/06/2024,SO# 36261,425.64,,Customer Deposits,36261
CUST_DEPOSIT-100158,158,A21001,968,20020,,510,"Installations Plus, Inc.",1555,10/30/2024,SO# 38216,,10702.4,Customer Deposits,5885
CUST_DEPOSIT-100158,158.5,A10003,616,20020,616,510,"Installations Plus, Inc.",1555,10/30/2024,SO# 38216,10702.4,,Customer Deposits,5885
CUST_DEPOSIT-100159,159,A21001,968,20020,,462,Interior Dezyn,3413,12/17/2024,SO# 38525,,1523.93,Customer Deposits,
CUST_DEPOSIT-100159,159.5,A10003,616,20020,616,462,Interior Dezyn,3413,12/17/2024,SO# 38525,1523.93,,Customer Deposits,
CUST_DEPOSIT-100160,160,A21001,968,20020,,536,Interstate Construction Corp.,569,10/04/2024,SO# 35485,,9000,Customer Deposits,
CUST_DEPOSIT-100160,160.5,A10003,616,20020,616,536,Interstate Construction Corp.,569,10/04/2024,SO# 35485,9000,,Customer Deposits,
CUST_DEPOSIT-100161,161,A21001,968,20020,,371,Intertech Flooring,2191,03/18/2025,SO# 38871,,5335.05,Customer Deposits,
CUST_DEPOSIT-100161,161.5,A10003,616,20020,616,371,Intertech Flooring,2191,03/18/2025,SO# 38871,5335.05,,Customer Deposits,
CUST_DEPOSIT-100162,162,A21001,968,20020,,319,Intertech Flooring,2191,05/09/2025,SO# 38871,,555.95,Customer Deposits,
CUST_DEPOSIT-100162,162.5,A10003,616,20020,616,319,Intertech Flooring,2191,05/09/2025,SO# 38871,555.95,,Customer Deposits,
CUST_DEPOSIT-100163,163,A21001,968,20020,,279,Intertech Flooring,2191,06/18/2025,SO# 38839,,1998.38,Customer Deposits,
CUST_DEPOSIT-100163,163.5,A10003,616,20020,616,279,Intertech Flooring,2191,06/18/2025,SO# 38839,1998.38,,Customer Deposits,
CUST_DEPOSIT-100164,164,A21001,968,20020,,720,"Jay Sun Hospitality LLC / La Quinta La Habra,CA",3351,04/03/2024,SO# 35427,,142697.44,Customer Deposits,
CUST_DEPOSIT-100164,164.5,A10003,616,20020,616,720,"Jay Sun Hospitality LLC / La Quinta La Habra,CA",3351,04/03/2024,SO# 35427,142697.44,,Customer Deposits,
CUST_DEPOSIT-100165,165,A21001,968,20020,,446,JDL Flooring Solutions Inc,2616,01/02/2025,SO# 38592,,93.11,Customer Deposits,
CUST_DEPOSIT-100165,165.5,A10003,616,20020,616,446,JDL Flooring Solutions Inc,2616,01/02/2025,SO# 38592,93.11,,Customer Deposits,
CUST_DEPOSIT-100166,166,A21001,968,20020,,358,"Jenkins Contract Flooring, LLC",2300,03/31/2025,SO# 38805,,0.06,Customer Deposits,
CUST_DEPOSIT-100166,166.5,A10003,616,20020,616,358,"Jenkins Contract Flooring, LLC",2300,03/31/2025,SO# 38805,0.06,,Customer Deposits,
CUST_DEPOSIT-100167,167,A21001,968,20020,,298,"Jerry Osborne & Associates, LLC",575,05/30/2025,SO# 38998,,1748.8,Customer Deposits,
CUST_DEPOSIT-100167,167.5,A10003,616,20020,616,298,"Jerry Osborne & Associates, LLC",575,05/30/2025,SO# 38998,1748.8,,Customer Deposits,
CUST_DEPOSIT-100168,168,A21001,968,20020,,281,"Jerry Osborne & Associates, LLC",575,06/16/2025,SO# 39009,,6687.31,Customer Deposits,
CUST_DEPOSIT-100168,168.5,A10003,616,20020,616,281,"Jerry Osborne & Associates, LLC",575,06/16/2025,SO# 39009,6687.31,,Customer Deposits,
CUST_DEPOSIT-100169,169,A21001,968,20020,,277,"Jerry Osborne & Associates, LLC",575,06/20/2025,SO#39009,,6687.31,Customer Deposits,
CUST_DEPOSIT-100169,169.5,A10003,616,20020,616,277,"Jerry Osborne & Associates, LLC",575,06/20/2025,SO#39009,6687.31,,Customer Deposits,
CUST_DEPOSIT-100170,170,A21001,968,20020,,306,Kenner Hospitality LLC,2473,05/22/2025,SO# 38994,,251930.03,Customer Deposits,
CUST_DEPOSIT-100170,170.5,A10003,616,20020,616,306,Kenner Hospitality LLC,2473,05/22/2025,SO# 38994,251930.03,,Customer Deposits,
CUST_DEPOSIT-100171,171,A21001,968,20020,,372,Kevin Sims,577,03/17/2025,SO# 38962,,100.02,Customer Deposits,
CUST_DEPOSIT-100171,171.5,A10003,616,20020,616,372,Kevin Sims,577,03/17/2025,SO# 38962,100.02,,Customer Deposits,
CUST_DEPOSIT-100172,172,A21001,968,20020,,413,Kian Hotels LLC,1585,02/04/2025,,,448182.42,Customer Deposits,CD02/SO04
CUST_DEPOSIT-100172,172.5,A10003,616,20020,616,413,Kian Hotels LLC,1585,02/04/2025,,448182.42,,Customer Deposits,CD02/SO04
CUST_DEPOSIT-100173,173,A21001,968,20020,,378,Kings Bay Coastal Hotel Management LLC / Wingate Kingsland,3354,03/11/2025,SO# 36238,,10772.6,Customer Deposits,
CUST_DEPOSIT-100173,173.5,A10003,616,20020,616,378,Kings Bay Coastal Hotel Management LLC / Wingate Kingsland,3354,03/11/2025,SO# 36238,10772.6,,Customer Deposits,
CUST_DEPOSIT-100174,174,A21001,968,20020,,425,Kings Bay Coastal Hotel Management LLC / Wingate Kingsland,3354,01/23/2025,SO# 38414,,8164.05,Customer Deposits,
CUST_DEPOSIT-100174,174.5,A10003,616,20020,616,425,Kings Bay Coastal Hotel Management LLC / Wingate Kingsland,3354,01/23/2025,SO# 38414,8164.05,,Customer Deposits,
CUST_DEPOSIT-100175,175,A21001,968,20020,,343,Kings Construction,580,04/15/2025,SO# 38829,,1950,Customer Deposits,
CUST_DEPOSIT-100175,175.5,A10003,616,20020,616,343,Kings Construction,580,04/15/2025,SO# 38829,1950,,Customer Deposits,
CUST_DEPOSIT-100176,176,A21001,968,20020,,342,Kings Construction,580,04/16/2025,SO# 38984,,1950,Customer Deposits,
CUST_DEPOSIT-100176,176.5,A10003,616,20020,616,342,Kings Construction,580,04/16/2025,SO# 38984,1950,,Customer Deposits,
CUST_DEPOSIT-100177,177,A21001,968,20020,,279,Kings Construction,580,06/18/2025,,,2677.89,Customer Deposits,cd158
CUST_DEPOSIT-100177,177.5,A10003,616,20020,616,279,Kings Construction,580,06/18/2025,,2677.89,,Customer Deposits,cd158
CUST_DEPOSIT-100178,178,A21001,968,20020,,608,"Krushiker Hospitality Group, Inc/ Homewood Suites- Fayetteville, AR",3542,07/24/2024,SO# 35486,,386.49,Customer Deposits,
CUST_DEPOSIT-100178,178.5,A10003,616,20020,616,608,"Krushiker Hospitality Group, Inc/ Homewood Suites- Fayetteville, AR",3542,07/24/2024,SO# 35486,386.49,,Customer Deposits,
