External ID,Sl no,Debit Acc,DEBIT ACC ID/BANK ACC ID,Credit Account,CREDIT ACC ID,Days,Customer,Entity Internal ID,Date,Advance Ref#,Debit Amt,Credit Amt,Memo,Description
CUST_DEPOSIT-100179,179,A21001,968,20020,,490,KVA MANAGEMENT,3674,11/19/2024,SO# 38223,,-2149.59,Customer Deposits,
CUST_DEPOSIT-100179,179.5,A10003,616,20020,616,490,KVA MANAGEMENT,3674,11/19/2024,SO# 38223,-2149.59,,Customer Deposits,
CUST_DEPOSIT-100180,180,A21001,968,20020,,509,KVA MANAGEMENT,3674,10/31/2024,SO# 38223,,2149.59,Customer Deposits,
CUST_DEPOSIT-100180,180.5,A10003,616,20020,616,509,KVA MANAGEMENT,3674,10/31/2024,SO# 38223,2149.59,,Customer Deposits,
CUST_DEPOSIT-100181,181,A21001,968,20020,,585,Kyle Hicks,583,08/16/2024,SO# 36292,,1415.3,Customer Deposits,6011
CUST_DEPOSIT-100181,181.5,A10003,616,20020,616,585,Kyle Hicks,583,08/16/2024,SO# 36292,1415.3,,Customer Deposits,6011
CUST_DEPOSIT-100182,182,A21001,968,20020,,643,Kyle Hicks,583,06/19/2024,SO# 36163,,-1055.98,Customer Deposits,36163
CUST_DEPOSIT-100182,182.5,A10003,616,20020,616,643,Kyle Hicks,583,06/19/2024,SO# 36163,-1055.98,,Customer Deposits,36163
CUST_DEPOSIT-100183,183,A21001,968,20020,,288,"L Peters Construction, Inc.",2524,06/09/2025,SO# 38853,,2055.21,Customer Deposits,
CUST_DEPOSIT-100183,183.5,A10003,616,20020,616,288,"L Peters Construction, Inc.",2524,06/09/2025,SO# 38853,2055.21,,Customer Deposits,
CUST_DEPOSIT-100184,184,A21001,968,20020,,875,"La Quinta - Chelsea,AL",3355,10/31/2023,SO# 35238,,605.76,Customer Deposits,
CUST_DEPOSIT-100184,184.5,A10003,616,20020,616,875,"La Quinta - Chelsea,AL",3355,10/31/2023,SO# 35238,605.76,,Customer Deposits,
CUST_DEPOSIT-100185,185,A21001,968,20020,,875,"La Quinta - Chelsea,AL",3355,10/31/2023,SO# 35226,,824.27,Customer Deposits,
CUST_DEPOSIT-100185,185.5,A10003,616,20020,616,875,"La Quinta - Chelsea,AL",3355,10/31/2023,SO# 35226,824.27,,Customer Deposits,
CUST_DEPOSIT-100186,186,A21001,968,20020,,762,"La Quinta - Chelsea,AL",3355,02/21/2024,,,2105.76,Customer Deposits,35219
CUST_DEPOSIT-100186,186.5,A10003,616,20020,616,762,"La Quinta - Chelsea,AL",3355,02/21/2024,,2105.76,,Customer Deposits,35219
CUST_DEPOSIT-100187,187,A21001,968,20020,,875,"La Quinta - Chelsea,AL",3355,10/31/2023,SO# 35225,,8123.69,Customer Deposits,
CUST_DEPOSIT-100187,187.5,A10003,616,20020,616,875,"La Quinta - Chelsea,AL",3355,10/31/2023,SO# 35225,8123.69,,Customer Deposits,
CUST_DEPOSIT-100188,188,A21001,968,20020,,875,"La Quinta - Chelsea,AL",3355,10/31/2023,SO#37459,,7953.31,Customer Deposits,
CUST_DEPOSIT-100188,188.5,A10003,616,20020,616,875,"La Quinta - Chelsea,AL",3355,10/31/2023,SO#37459,7953.31,,Customer Deposits,
CUST_DEPOSIT-100189,189,A21001,968,20020,,875,"La Quinta - Chelsea,AL",3355,10/31/2023,SO# 35240,,2550.1,Customer Deposits,
CUST_DEPOSIT-100189,189.5,A10003,616,20020,616,875,"La Quinta - Chelsea,AL",3355,10/31/2023,SO# 35240,2550.1,,Customer Deposits,
CUST_DEPOSIT-100190,190,A21001,968,20020,,795,La Quinta - Fort Lauderdale - FL - Rob Song,3630,01/19/2024,SO# 36064,,11923,Customer Deposits,36064
CUST_DEPOSIT-100190,190.5,A10003,616,20020,616,795,La Quinta - Fort Lauderdale - FL - Rob Song,3630,01/19/2024,SO# 36064,11923,,Customer Deposits,36064
CUST_DEPOSIT-100191,191,A21001,968,20020,,372,La Quinta Albq West,2188,03/17/2025,SO# 38910,,28946.81,Customer Deposits,
CUST_DEPOSIT-100191,191.5,A10003,616,20020,616,372,La Quinta Albq West,2188,03/17/2025,SO# 38910,28946.81,,Customer Deposits,
CUST_DEPOSIT-100192,192,A21001,968,20020,,403,La Quinta Athens Alabama,2442,02/14/2025,SO# 36750,,9207.46,Customer Deposits,
CUST_DEPOSIT-100192,192.5,A10003,616,20020,616,403,La Quinta Athens Alabama,2442,02/14/2025,SO# 36750,9207.46,,Customer Deposits,
CUST_DEPOSIT-100193,193,A21001,968,20020,,299,La Quinta Athens Alabama,2442,05/29/2025,SO# 38997,,19840.41,Customer Deposits,
CUST_DEPOSIT-100193,193.5,A10003,616,20020,616,299,La Quinta Athens Alabama,2442,05/29/2025,SO# 38997,19840.41,,Customer Deposits,
CUST_DEPOSIT-100194,194,A21001,968,20020,,299,La Quinta Athens Alabama,2442,05/29/2025,SO# 38996,,2287.48,Customer Deposits,
CUST_DEPOSIT-100194,194.5,A10003,616,20020,616,299,La Quinta Athens Alabama,2442,05/29/2025,SO# 38996,2287.48,,Customer Deposits,
CUST_DEPOSIT-100195,195,A21001,968,20020,,379,La Quinta Auburn AL,2171,03/10/2025,SO# 38964,,365000,Customer Deposits,
CUST_DEPOSIT-100195,195.5,A10003,616,20020,616,379,La Quinta Auburn AL,2171,03/10/2025,SO# 38964,365000,,Customer Deposits,
CUST_DEPOSIT-100196,196,A21001,968,20020,,616,La Quinta by Wyndham Dallas DFW Airport N,3357,07/16/2024,SO# 34792,,110519.68,Customer Deposits,
CUST_DEPOSIT-100196,196.5,A10003,616,20020,616,616,La Quinta by Wyndham Dallas DFW Airport N,3357,07/16/2024,SO# 34792,110519.68,,Customer Deposits,
CUST_DEPOSIT-100197,197,A21001,968,20020,,837,"La Quinta Hawthorn - Miamisburg, OH",3358,12/08/2023,SO# 35755,,16125.28,Customer Deposits,
CUST_DEPOSIT-100197,197.5,A10003,616,20020,616,837,"La Quinta Hawthorn - Miamisburg, OH",3358,12/08/2023,SO# 35755,16125.28,,Customer Deposits,
CUST_DEPOSIT-100198,198,A21001,968,20020,,837,"La Quinta Hawthorn - Miamisburg, OH",3358,12/08/2023,SO# 35758,,4012.41,Customer Deposits,
CUST_DEPOSIT-100198,198.5,A10003,616,20020,616,837,"La Quinta Hawthorn - Miamisburg, OH",3358,12/08/2023,SO# 35758,4012.41,,Customer Deposits,
CUST_DEPOSIT-100199,199,A21001,968,20020,,837,"La Quinta Hawthorn - Miamisburg, OH",3358,12/08/2023,SO# 35756,,4676.63,Customer Deposits,
CUST_DEPOSIT-100199,199.5,A10003,616,20020,616,837,"La Quinta Hawthorn - Miamisburg, OH",3358,12/08/2023,SO# 35756,4676.63,,Customer Deposits,
CUST_DEPOSIT-100200,200,A21001,968,20020,,336,"La Quinta Hawthorn - Miamisburg, OH",3358,04/22/2025,SO# 38376,,16019.34,Customer Deposits,
CUST_DEPOSIT-100200,200.5,A10003,616,20020,616,336,"La Quinta Hawthorn - Miamisburg, OH",3358,04/22/2025,SO# 38376,16019.34,,Customer Deposits,
CUST_DEPOSIT-100201,201,A21001,968,20020,,561,"La Quinta Hawthorn - Miamisburg, OH",3358,09/09/2024,SO# 35754,,125992.99,Customer Deposits,
CUST_DEPOSIT-100201,201.5,A10003,616,20020,616,561,"La Quinta Hawthorn - Miamisburg, OH",3358,09/09/2024,SO# 35754,125992.99,,Customer Deposits,
CUST_DEPOSIT-100202,202,A21001,968,20020,,837,"La Quinta Hawthorn - Miamisburg, OH",3358,12/08/2023,SO# 35764,,7844.17,Customer Deposits,
CUST_DEPOSIT-100202,202.5,A10003,616,20020,616,837,"La Quinta Hawthorn - Miamisburg, OH",3358,12/08/2023,SO# 35764,7844.17,,Customer Deposits,
CUST_DEPOSIT-100203,203,A21001,968,20020,,837,"La Quinta Hawthorn - Miamisburg, OH",3358,12/08/2023,SO# 35766,,54396.65,Customer Deposits,
CUST_DEPOSIT-100203,203.5,A10003,616,20020,616,837,"La Quinta Hawthorn - Miamisburg, OH",3358,12/08/2023,SO# 35766,54396.65,,Customer Deposits,
CUST_DEPOSIT-100204,204,A21001,968,20020,,837,"La Quinta Hawthorn - Miamisburg, OH",3358,12/08/2023,SO# 35765,,925.75,Customer Deposits,
CUST_DEPOSIT-100204,204.5,A10003,616,20020,616,837,"La Quinta Hawthorn - Miamisburg, OH",3358,12/08/2023,SO# 35765,925.75,,Customer Deposits,
CUST_DEPOSIT-100205,205,A21001,968,20020,,501,"La Quinta Hawthorn - Miamisburg, OH",3358,11/08/2024,SO# 37260,,17687.73,Customer Deposits,
CUST_DEPOSIT-100205,205.5,A10003,616,20020,616,501,"La Quinta Hawthorn - Miamisburg, OH",3358,11/08/2024,SO# 37260,17687.73,,Customer Deposits,
CUST_DEPOSIT-100206,206,A21001,968,20020,,391,"La Quinta Hawthorn - Miamisburg, OH",3358,02/26/2025,SO# 37260,,55232.84,Customer Deposits,
CUST_DEPOSIT-100206,206.5,A10003,616,20020,616,391,"La Quinta Hawthorn - Miamisburg, OH",3358,02/26/2025,SO# 37260,55232.84,,Customer Deposits,
CUST_DEPOSIT-100207,207,A21001,968,20020,,1231,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,11/09/2022,,,57014.8,Customer Deposits,33505
CUST_DEPOSIT-100207,207.5,A10003,616,20020,616,1231,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,11/09/2022,,57014.8,,Customer Deposits,33505
CUST_DEPOSIT-100208,208,A21001,968,20020,,342,"La Quinta Inn & Suites-Mansfield, OH",2349,04/16/2025,SO# 38803,,5158.84,Customer Deposits,
CUST_DEPOSIT-100208,208.5,A10003,616,20020,616,342,"La Quinta Inn & Suites-Mansfield, OH",2349,04/16/2025,SO# 38803,5158.84,,Customer Deposits,
CUST_DEPOSIT-100209,209,A21001,968,20020,,756,LA QUINTA ORLANDO,2678,02/27/2024,SO# 33564,,176474.6,Customer Deposits,33564
CUST_DEPOSIT-100209,209.5,A10003,616,20020,616,756,LA QUINTA ORLANDO,2678,02/27/2024,SO# 33564,176474.6,,Customer Deposits,33564
CUST_DEPOSIT-100210,210,A21001,968,20020,,887,La Quinta San Antonio 1,2618,10/19/2023,SO# 34399,,976.22,Customer Deposits,
CUST_DEPOSIT-100210,210.5,A10003,616,20020,616,887,La Quinta San Antonio 1,2618,10/19/2023,SO# 34399,976.22,,Customer Deposits,
CUST_DEPOSIT-100211,211,A21001,968,20020,,887,La Quinta San Antonio 1,2618,10/19/2023,SO# 34400,,2367.3,Customer Deposits,
CUST_DEPOSIT-100211,211.5,A10003,616,20020,616,887,La Quinta San Antonio 1,2618,10/19/2023,SO# 34400,2367.3,,Customer Deposits,
CUST_DEPOSIT-100212,212,A21001,968,20020,,887,La Quinta San Antonio 1,2618,10/19/2023,SO# 34410,,1027.1,Customer Deposits,
CUST_DEPOSIT-100212,212.5,A10003,616,20020,616,887,La Quinta San Antonio 1,2618,10/19/2023,SO# 34410,1027.1,,Customer Deposits,
CUST_DEPOSIT-100213,213,A21001,968,20020,,498,LA QUINTA SHONTO AZ,3360,11/11/2024,,,10742.29,Customer Deposits,
CUST_DEPOSIT-100213,213.5,A10003,616,20020,616,498,LA QUINTA SHONTO AZ,3360,11/11/2024,,10742.29,,Customer Deposits,
CUST_DEPOSIT-100214,214,A21001,968,20020,,621,LA QUINTA SHONTO AZ,3360,07/11/2024,,,22989.96,Customer Deposits,
CUST_DEPOSIT-100214,214.5,A10003,616,20020,616,621,LA QUINTA SHONTO AZ,3360,07/11/2024,,22989.96,,Customer Deposits,
CUST_DEPOSIT-100215,215,A21001,968,20020,,1337,"La Quinta, Huntsville AL",3362,07/26/2022,SO# 32702,,3278.72,Customer Deposits,
CUST_DEPOSIT-100215,215.5,A10003,616,20020,616,1337,"La Quinta, Huntsville AL",3362,07/26/2022,SO# 32702,3278.72,,Customer Deposits,
CUST_DEPOSIT-100216,216,A21001,968,20020,,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32692,,7657.62,Customer Deposits,
CUST_DEPOSIT-100216,216.5,A10003,616,20020,616,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32692,7657.62,,Customer Deposits,
CUST_DEPOSIT-100217,217,A21001,968,20020,,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32699,,1380.42,Customer Deposits,
CUST_DEPOSIT-100217,217.5,A10003,616,20020,616,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32699,1380.42,,Customer Deposits,
CUST_DEPOSIT-100218,218,A21001,968,20020,,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32694,,5344.63,Customer Deposits,
CUST_DEPOSIT-100218,218.5,A10003,616,20020,616,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32694,5344.63,,Customer Deposits,
CUST_DEPOSIT-100219,219,A21001,968,20020,,1337,"La Quinta, Huntsville AL",3362,07/26/2022,SO# 32697,,340,Customer Deposits,
CUST_DEPOSIT-100219,219.5,A10003,616,20020,616,1337,"La Quinta, Huntsville AL",3362,07/26/2022,SO# 32697,340,,Customer Deposits,
CUST_DEPOSIT-100220,220,A21001,968,20020,,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32693,,6819.94,Customer Deposits,
CUST_DEPOSIT-100220,220.5,A10003,616,20020,616,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32693,6819.94,,Customer Deposits,
CUST_DEPOSIT-100221,221,A21001,968,20020,,1337,"La Quinta, Huntsville AL",3362,07/26/2022,SO# 32698,,5788.39,Customer Deposits,
CUST_DEPOSIT-100221,221.5,A10003,616,20020,616,1337,"La Quinta, Huntsville AL",3362,07/26/2022,SO# 32698,5788.39,,Customer Deposits,
CUST_DEPOSIT-100222,222,A21001,968,20020,,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32697,,18969.36,Customer Deposits,
CUST_DEPOSIT-100222,222.5,A10003,616,20020,616,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32697,18969.36,,Customer Deposits,
CUST_DEPOSIT-100223,223,A21001,968,20020,,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32698,,4210.86,Customer Deposits,
CUST_DEPOSIT-100223,223.5,A10003,616,20020,616,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32698,4210.86,,Customer Deposits,
CUST_DEPOSIT-100224,224,A21001,968,20020,,1337,"La Quinta, Huntsville AL",3362,07/26/2022,SO# 32693,,9374.91,Customer Deposits,
CUST_DEPOSIT-100224,224.5,A10003,616,20020,616,1337,"La Quinta, Huntsville AL",3362,07/26/2022,SO# 32693,9374.91,,Customer Deposits,
CUST_DEPOSIT-100225,225,A21001,968,20020,,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32695,,4196.33,Customer Deposits,
CUST_DEPOSIT-100225,225.5,A10003,616,20020,616,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32695,4196.33,,Customer Deposits,
CUST_DEPOSIT-100226,226,A21001,968,20020,,1337,"La Quinta, Huntsville AL",3362,07/26/2022,SO# 32692,,256.46,Customer Deposits,
CUST_DEPOSIT-100226,226.5,A10003,616,20020,616,1337,"La Quinta, Huntsville AL",3362,07/26/2022,SO# 32692,256.46,,Customer Deposits,
CUST_DEPOSIT-100227,227,A21001,968,20020,,1337,"La Quinta, Huntsville AL",3362,07/26/2022,SO# 32699,,1897.57,Customer Deposits,
CUST_DEPOSIT-100227,227.5,A10003,616,20020,616,1337,"La Quinta, Huntsville AL",3362,07/26/2022,SO# 32699,1897.57,,Customer Deposits,
CUST_DEPOSIT-100228,228,A21001,968,20020,,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32696,,1853.27,Customer Deposits,
CUST_DEPOSIT-100228,228.5,A10003,616,20020,616,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32696,1853.27,,Customer Deposits,
CUST_DEPOSIT-100229,229,A21001,968,20020,,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32702,,2385.16,Customer Deposits,
CUST_DEPOSIT-100229,229.5,A10003,616,20020,616,1155,"La Quinta, Huntsville AL",3362,01/24/2023,SO# 32702,2385.16,,Customer Deposits,
CUST_DEPOSIT-100230,230,A21001,968,20020,,1337,"La Quinta, Huntsville AL",3362,07/26/2022,SO# 32696,,3592,Customer Deposits,
CUST_DEPOSIT-100230,230.5,A10003,616,20020,616,1337,"La Quinta, Huntsville AL",3362,07/26/2022,SO# 32696,3592,,Customer Deposits,
CUST_DEPOSIT-100231,231,A21001,968,20020,,1337,"La Quinta, Huntsville AL",3362,07/26/2022,SO# 32694,,7346.91,Customer Deposits,
CUST_DEPOSIT-100231,231.5,A10003,616,20020,616,1337,"La Quinta, Huntsville AL",3362,07/26/2022,SO# 32694,7346.91,,Customer Deposits,
CUST_DEPOSIT-100232,232,A21001,968,20020,,386,"La Quinta- Santa Rosa, CA",2645,03/03/2025,SO# 38742,,1247.88,Customer Deposits,
CUST_DEPOSIT-100232,232.5,A10003,616,20020,616,386,"La Quinta- Santa Rosa, CA",2645,03/03/2025,SO# 38742,1247.88,,Customer Deposits,
CUST_DEPOSIT-100233,233,A21001,968,20020,,326,Landrys,2499,05/02/2025,SO# 38970,,477.68,Customer Deposits,
CUST_DEPOSIT-100233,233.5,A10003,616,20020,616,326,Landrys,2499,05/02/2025,SO# 38970,477.68,,Customer Deposits,
CUST_DEPOSIT-100234,234,A21001,968,20020,,538,LaQuinta Inn & Suites Oxford AL,2752,10/02/2024,,,6643.72,Customer Deposits,
CUST_DEPOSIT-100234,234.5,A10003,616,20020,616,538,LaQuinta Inn & Suites Oxford AL,2752,10/02/2024,,6643.72,,Customer Deposits,
CUST_DEPOSIT-100235,235,A21001,968,20020,,595,LaQuinta Inn Pharr TX,3365,08/06/2024,SO# 36008,,329.6,Customer Deposits,
CUST_DEPOSIT-100235,235.5,A10003,616,20020,616,595,LaQuinta Inn Pharr TX,3365,08/06/2024,SO# 36008,329.6,,Customer Deposits,
CUST_DEPOSIT-100236,236,A21001,968,20020,,726,LaQuinta Yakima WA,2619,03/28/2024,SO# 36351,,689,Customer Deposits,36351
CUST_DEPOSIT-100236,236.5,A10003,616,20020,616,726,LaQuinta Yakima WA,2619,03/28/2024,SO# 36351,689,,Customer Deposits,36351
CUST_DEPOSIT-100237,237,A21001,968,20020,,1191,LaQuinta/Hawthone - Knoxville TN - AMit,3367,12/19/2022,SO# 33728,,506.98,Customer Deposits,
CUST_DEPOSIT-100237,237.5,A10003,616,20020,616,1191,LaQuinta/Hawthone - Knoxville TN - AMit,3367,12/19/2022,SO# 33728,506.98,,Customer Deposits,
CUST_DEPOSIT-100238,238,A21001,968,20020,,455,"Las Vegas Resort Holdings, LLC",3368,12/24/2024,SO# 37903,,1995,Customer Deposits,
CUST_DEPOSIT-100238,238.5,A10003,616,20020,616,455,"Las Vegas Resort Holdings, LLC",3368,12/24/2024,SO# 37903,1995,,Customer Deposits,
CUST_DEPOSIT-100239,239,A21001,968,20020,,305,"Las Vegas Resort Holdings, LLC",3368,05/23/2025,SO# 38890,,346648.83,Customer Deposits,
CUST_DEPOSIT-100239,239.5,A10003,616,20020,616,305,"Las Vegas Resort Holdings, LLC",3368,05/23/2025,SO# 38890,346648.83,,Customer Deposits,
CUST_DEPOSIT-100240,240,A21001,968,20020,,404,"Las Vegas Resort Holdings, LLC",3368,02/13/2025,SO# 38627,,3975.37,Customer Deposits,
CUST_DEPOSIT-100240,240.5,A10003,616,20020,616,404,"Las Vegas Resort Holdings, LLC",3368,02/13/2025,SO# 38627,3975.37,,Customer Deposits,
CUST_DEPOSIT-100241,241,A21001,968,20020,,1958,"Las Vegas Resort Holdings, LLC",3368,11/12/2020,SO#39117,,11048.62,Customer Deposits,"29254 (2021) ORDER CANCELLED and moved the deposit to SO#29080. 29080 IS PAID IN FULL, put credit on main account"
CUST_DEPOSIT-100241,241.5,A10003,616,20020,616,1958,"Las Vegas Resort Holdings, LLC",3368,11/12/2020,SO#39117,11048.62,,Customer Deposits,"29254 (2021) ORDER CANCELLED and moved the deposit to SO#29080. 29080 IS PAID IN FULL, put credit on main account"
CUST_DEPOSIT-100242,242,A21001,968,20020,,463,Link Floors,3564,12/16/2024,SO# 38515,,14924.64,Customer Deposits,
CUST_DEPOSIT-100242,242.5,A10003,616,20020,616,463,Link Floors,3564,12/16/2024,SO# 38515,14924.64,,Customer Deposits,
CUST_DEPOSIT-100243,243,A21001,968,20020,,372,LQ Brownsville,2178,03/17/2025,SO# 38912,,41797.64,Customer Deposits,
CUST_DEPOSIT-100243,243.5,A10003,616,20020,616,372,LQ Brownsville,2178,03/17/2025,SO# 38912,41797.64,,Customer Deposits,
CUST_DEPOSIT-100244,244,A21001,968,20020,,505,LQ Hawthorne Leavenworth,3412,11/04/2024,SO# 38183,,44614.29,Customer Deposits,
CUST_DEPOSIT-100244,244.5,A10003,616,20020,616,505,LQ Hawthorne Leavenworth,3412,11/04/2024,SO# 38183,44614.29,,Customer Deposits,
CUST_DEPOSIT-100245,245,A21001,968,20020,,305,LQ Hawthorne Leavenworth,3412,05/23/2025,SO# 38183,,177412.72,Customer Deposits,
CUST_DEPOSIT-100245,245.5,A10003,616,20020,616,305,LQ Hawthorne Leavenworth,3412,05/23/2025,SO# 38183,177412.72,,Customer Deposits,
CUST_DEPOSIT-100246,246,A21001,968,20020,,348,LQ Kingston,2358,04/10/2025,SO# 38793,,247.37,Customer Deposits,647
CUST_DEPOSIT-100246,246.5,A10003,616,20020,616,348,LQ Kingston,2358,04/10/2025,SO# 38793,247.37,,Customer Deposits,647
CUST_DEPOSIT-100247,247,A21001,968,20020,,351,LQ Laredo,2337,04/07/2025,SO# 39071,,88140.03,Customer Deposits,
CUST_DEPOSIT-100247,247.5,A10003,616,20020,616,351,LQ Laredo,2337,04/07/2025,SO# 39071,88140.03,,Customer Deposits,
CUST_DEPOSIT-100248,248,A21001,968,20020,,355,Marino Construction,2335,04/03/2025,SO#38733/3,,461.84,Customer Deposits,
CUST_DEPOSIT-100248,248.5,A10003,616,20020,616,355,Marino Construction,2335,04/03/2025,SO#38733/3,461.84,,Customer Deposits,
CUST_DEPOSIT-100249,249,A21001,968,20020,,279,MCP Group,596,06/18/2025,SO# 38843,,642.18,Customer Deposits,
CUST_DEPOSIT-100249,249.5,A10003,616,20020,616,279,MCP Group,596,06/18/2025,SO# 38843,642.18,,Customer Deposits,
CUST_DEPOSIT-100250,250,A21001,968,20020,,272,MCP Group,596,06/25/2025,SO# 39012,,36000,Customer Deposits,
CUST_DEPOSIT-100250,250.5,A10003,616,20020,616,272,MCP Group,596,06/25/2025,SO# 39012,36000,,Customer Deposits,
CUST_DEPOSIT-100251,251,A21001,968,20020,,330,MCP Group,596,04/28/2025,SO# 38806,,40720,Customer Deposits,
CUST_DEPOSIT-100251,251.5,A10003,616,20020,616,330,MCP Group,596,04/28/2025,SO# 38806,40720,,Customer Deposits,
CUST_DEPOSIT-100252,252,A21001,968,20020,,321,Medallion Hospitality,2445,05/07/2025,SO# 38974,,937.85,Customer Deposits,
CUST_DEPOSIT-100252,252.5,A10003,616,20020,616,321,Medallion Hospitality,2445,05/07/2025,SO# 38974,937.85,,Customer Deposits,
CUST_DEPOSIT-100253,253,A21001,968,20020,,315,Mehr Consultancy,1934,05/13/2025,SO# 38980,,13250.94,Customer Deposits,
CUST_DEPOSIT-100253,253.5,A10003,616,20020,616,315,Mehr Consultancy,1934,05/13/2025,SO# 38980,13250.94,,Customer Deposits,
CUST_DEPOSIT-100254,254,A21001,968,20020,,438,Mehr Consultancy,1934,01/10/2025,,,8145.33,Customer Deposits,
CUST_DEPOSIT-100254,254.5,A10003,616,20020,616,438,Mehr Consultancy,1934,01/10/2025,,8145.33,,Customer Deposits,
CUST_DEPOSIT-100255,255,A21001,968,20020,,368,Mehr Consultancy,1934,03/21/2025,SO# 38959,,2811.65,Customer Deposits,
CUST_DEPOSIT-100255,255.5,A10003,616,20020,616,368,Mehr Consultancy,1934,03/21/2025,SO# 38959,2811.65,,Customer Deposits,
CUST_DEPOSIT-100256,256,A21001,968,20020,,307,Mesquite Gaming,1554,05/21/2025,SO#39077,,3015.86,Customer Deposits,
CUST_DEPOSIT-100256,256.5,A10003,616,20020,616,307,Mesquite Gaming,1554,05/21/2025,SO#39077,3015.86,,Customer Deposits,
CUST_DEPOSIT-100257,257,A21001,968,20020,,356,Mesquite Gaming,1554,04/02/2025,SO# 38563,,2918.06,Customer Deposits,
CUST_DEPOSIT-100257,257.5,A10003,616,20020,616,356,Mesquite Gaming,1554,04/02/2025,SO# 38563,2918.06,,Customer Deposits,
CUST_DEPOSIT-100258,258,A21001,968,20020,,368,Mesquite Gaming,1554,03/21/2025,SO#39077,,24977.25,Customer Deposits,
CUST_DEPOSIT-100258,258.5,A10003,616,20020,616,368,Mesquite Gaming,1554,03/21/2025,SO#39077,24977.25,,Customer Deposits,
CUST_DEPOSIT-100259,259,A21001,968,20020,,566,Monsoon Flower LLC,1720,09/04/2024,SO# 37734,,229426.76,Customer Deposits,
CUST_DEPOSIT-100259,259.5,A10003,616,20020,616,566,Monsoon Flower LLC,1720,09/04/2024,SO# 37734,229426.76,,Customer Deposits,
CUST_DEPOSIT-100260,260,A21001,968,20020,,378,Monsoon Flower LLC,1720,03/11/2025,SO# 37734,,144265.55,Customer Deposits,
CUST_DEPOSIT-100260,260.5,A10003,616,20020,616,378,Monsoon Flower LLC,1720,03/11/2025,SO# 37734,144265.55,,Customer Deposits,
CUST_DEPOSIT-100261,261,A21001,968,20020,,273,Monsoon Flower LLC,1720,06/24/2025,SO# 37734,,167862.47,Customer Deposits,
CUST_DEPOSIT-100261,261.5,A10003,616,20020,616,273,Monsoon Flower LLC,1720,06/24/2025,SO# 37734,167862.47,,Customer Deposits,
CUST_DEPOSIT-100262,262,A21001,968,20020,,457,Monsoon Flower LLC,1720,12/22/2024,SO# 37734,,151960.56,Customer Deposits,
CUST_DEPOSIT-100262,262.5,A10003,616,20020,616,457,Monsoon Flower LLC,1720,12/22/2024,SO# 37734,151960.56,,Customer Deposits,
CUST_DEPOSIT-100263,263,A21001,968,20020,,452,Monsoon Flower LLC,1720,12/27/2024,SO# 37734,,151960.56,Customer Deposits,
CUST_DEPOSIT-100263,263.5,A10003,616,20020,616,452,Monsoon Flower LLC,1720,12/27/2024,SO# 37734,151960.56,,Customer Deposits,
CUST_DEPOSIT-100264,264,A21001,968,20020,,417,Monsoon Flower LLC,1720,01/31/2025,SO# 38671,,60599.53,Customer Deposits,
CUST_DEPOSIT-100264,264.5,A10003,616,20020,616,417,Monsoon Flower LLC,1720,01/31/2025,SO# 38671,60599.53,,Customer Deposits,
CUST_DEPOSIT-100265,265,A21001,968,20020,,288,MTZ Tile Stone LLC,2357,06/09/2025,SO# 39003,,14459.3,Customer Deposits,
CUST_DEPOSIT-100265,265.5,A10003,616,20020,616,288,MTZ Tile Stone LLC,2357,06/09/2025,SO# 39003,14459.3,,Customer Deposits,
CUST_DEPOSIT-100266,266,A21001,968,20020,,271,Mukesh ‘Mike’ Patel,2443,06/26/2025,,,15346.06,Customer Deposits,
CUST_DEPOSIT-100266,266.5,A10003,616,20020,616,271,Mukesh ‘Mike’ Patel,2443,06/26/2025,,15346.06,,Customer Deposits,
CUST_DEPOSIT-100267,267,A21001,968,20020,,347,My Grout Guyz Inc,2377,04/11/2025,SO# 38795,,460.8,Customer Deposits,
CUST_DEPOSIT-100267,267.5,A10003,616,20020,616,347,My Grout Guyz Inc,2377,04/11/2025,SO# 38795,460.8,,Customer Deposits,
CUST_DEPOSIT-100268,268,A21001,968,20020,,498,Namou Hotels,2894,11/11/2024,,,400000,Customer Deposits,
