External ID,No,Debit Acc,Account Internal ID,Credit Acc #,Date,Entity,Entity ID,Invoice #,Memo,Debit Amt,Credit Amt
AUGCOGS-34445/2,166.5,,953,A12001 - Inventory (New),08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34445/2,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,,591.04
AUGCOGS-34445/3,167,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34445/3,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,6010.72,
AUGCOGS-34445/3,167.5,,953,A12001 - Inventory (New),08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34445/3,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,,6010.72
AUGCOGS-34449/2,168,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34449/2,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,1005.74,
AUGCOGS-34449/2,168.5,,953,A12001 - Inventory (New),08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34449/2,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,,1005.74
AUGCOGS-34452/4,169,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34452/4,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,14376.23,
AUGCOGS-34452/4,169.5,,953,A12001 - Inventory (New),08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34452/4,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,,14376.23
AUGCOGS-34479/4,170,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Jaimin Patel,571,34479/4,Jaimin Patel - Aug  material cost transferred from sps,26117.84,
AUGCOGS-34479/4,170.5,,953,A12001 - Inventory (New),08/30/2025,Jaimin Patel,571,34479/4,Jaimin Patel - Aug  material cost transferred from sps,,26117.84
AUGCOGS-34482/2,171,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Jaimin Patel,571,34482/2,Jaimin Patel - Aug  material cost transferred from sps,3776.83,
AUGCOGS-34482/2,171.5,,953,A12001 - Inventory (New),08/30/2025,Jaimin Patel,571,34482/2,Jaimin Patel - Aug  material cost transferred from sps,,3776.83
AUGCOGS-34502/8,172,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,The Eden,3395,34502/8,The Eden - Aug  material cost transferred from sps,52732.73,
AUGCOGS-34502/8,172.5,,953,A12001 - Inventory (New),08/30/2025,The Eden,3395,34502/8,The Eden - Aug  material cost transferred from sps,,52732.73
AUGCOGS-34502/9,173,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,The Eden,3395,34502/9,The Eden - Aug  material cost transferred from sps,2330.04,
AUGCOGS-34502/9,173.5,,953,A12001 - Inventory (New),08/30/2025,The Eden,3395,34502/9,The Eden - Aug  material cost transferred from sps,,2330.04
AUGCOGS-34514/4,174,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Kanti kusum Inc,576,34514/4,Kanti kusum Inc - Aug  material cost transferred from sps,3545.19,
AUGCOGS-34514/4,174.5,,953,A12001 - Inventory (New),08/30/2025,Kanti kusum Inc,576,34514/4,Kanti kusum Inc - Aug  material cost transferred from sps,,3545.19
AUGCOGS-34521/6,175,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Kanti kusum Inc,576,34521/6,Kanti kusum Inc - Aug  material cost transferred from sps,4550.32,
AUGCOGS-34521/6,175.5,,953,A12001 - Inventory (New),08/30/2025,Kanti kusum Inc,576,34521/6,Kanti kusum Inc - Aug  material cost transferred from sps,,4550.32
AUGCOGS-34559/10,176,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,HAMPTON INN PEARLAND,3339,34559/10,HAMPTON INN PEARLAND - Aug  material cost transferred from sps,56.51,
AUGCOGS-34559/10,176.5,,953,A12001 - Inventory (New),08/30/2025,HAMPTON INN PEARLAND,3339,34559/10,HAMPTON INN PEARLAND - Aug  material cost transferred from sps,,56.51
AUGCOGS-34559/11,177,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,HAMPTON INN PEARLAND,3339,34559/11,HAMPTON INN PEARLAND - Aug  material cost transferred from sps,217.56,
AUGCOGS-34559/11,177.5,,953,A12001 - Inventory (New),08/30/2025,HAMPTON INN PEARLAND,3339,34559/11,HAMPTON INN PEARLAND - Aug  material cost transferred from sps,,217.56
AUGCOGS-34559/8,178,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,HAMPTON INN PEARLAND,3339,34559/8,HAMPTON INN PEARLAND - Aug  material cost transferred from sps,1465.92,
AUGCOGS-34559/8,178.5,,953,A12001 - Inventory (New),08/30/2025,HAMPTON INN PEARLAND,3339,34559/8,HAMPTON INN PEARLAND - Aug  material cost transferred from sps,,1465.92
AUGCOGS-34559/9,179,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,HAMPTON INN PEARLAND,3339,34559/9,HAMPTON INN PEARLAND - Aug  material cost transferred from sps,118.02,
AUGCOGS-34559/9,179.5,,953,A12001 - Inventory (New),08/30/2025,HAMPTON INN PEARLAND,3339,34559/9,HAMPTON INN PEARLAND - Aug  material cost transferred from sps,,118.02
AUGCOGS-34560/2,180,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,HAMPTON INN PEARLAND,3339,34560/2,HAMPTON INN PEARLAND - Aug  material cost transferred from sps,306.81,
AUGCOGS-34560/2,180.5,,953,A12001 - Inventory (New),08/30/2025,HAMPTON INN PEARLAND,3339,34560/2,HAMPTON INN PEARLAND - Aug  material cost transferred from sps,,306.81
AUGCOGS-34601/2,181,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,CANDLEWOOD EASTRIDGE TN,3323,34601/2,CANDLEWOOD EASTRIDGE TN - Aug  material cost transferred from sps,193.07,
AUGCOGS-34601/2,181.5,,953,A12001 - Inventory (New),08/30/2025,CANDLEWOOD EASTRIDGE TN,3323,34601/2,CANDLEWOOD EASTRIDGE TN - Aug  material cost transferred from sps,,193.07
AUGCOGS-34602/10,182,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,CANDLEWOOD EASTRIDGE TN,3323,34602/10,CANDLEWOOD EASTRIDGE TN - Aug  material cost transferred from sps,21.76,
AUGCOGS-34602/10,182.5,,953,A12001 - Inventory (New),08/30/2025,CANDLEWOOD EASTRIDGE TN,3323,34602/10,CANDLEWOOD EASTRIDGE TN - Aug  material cost transferred from sps,,21.76
AUGCOGS-34602/11,183,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,CANDLEWOOD EASTRIDGE TN,3323,34602/11,CANDLEWOOD EASTRIDGE TN - Aug  material cost transferred from sps,833.29,
AUGCOGS-34602/11,183.5,,953,A12001 - Inventory (New),08/30/2025,CANDLEWOOD EASTRIDGE TN,3323,34602/11,CANDLEWOOD EASTRIDGE TN - Aug  material cost transferred from sps,,833.29
AUGCOGS-34649/3,186,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34649/3,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,2162.00,
AUGCOGS-34649/3,186.5,,953,A12001 - Inventory (New),08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34649/3,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,,2162.00
AUGCOGS-34657/6,187,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34657/6,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,17661.96,
AUGCOGS-34657/6,187.5,,953,A12001 - Inventory (New),08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34657/6,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,,17661.96
AUGCOGS-34658/3,188,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34658/3,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,546.30,
AUGCOGS-34658/3,188.5,,953,A12001 - Inventory (New),08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34658/3,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,,546.30
AUGCOGS-34660/11,189,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34660/11,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,401.45,
AUGCOGS-34660/11,189.5,,953,A12001 - Inventory (New),08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34660/11,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,,401.45
AUGCOGS-34660/12,190,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34660/12,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,1312.14,
AUGCOGS-34660/12,190.5,,953,A12001 - Inventory (New),08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34660/12,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,,1312.14
AUGCOGS-34660/13,191,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34660/13,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,211.33,
AUGCOGS-34660/13,191.5,,953,A12001 - Inventory (New),08/30/2025,Stay Bridge - Manteca - CA - Aman Dhillon,3389,34660/13,Stay Bridge - Manteca - CA - Aman Dhillon - Aug  material cost transferred from sps,,211.33
AUGCOGS-34675,192,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,BMK Construction LLC,474,34675,BMK Construction LLC - Aug  material cost transferred from sps,1685.53,
AUGCOGS-34675,192.5,,953,A12001 - Inventory (New),08/30/2025,BMK Construction LLC,474,34675,BMK Construction LLC - Aug  material cost transferred from sps,,1685.53
AUGCOGS-34697/19,193,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/19,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,85.27,
AUGCOGS-34697/19,193.5,,953,A12001 - Inventory (New),08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/19,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,,85.27
AUGCOGS-34697/20,194,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/20,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,405.91,
AUGCOGS-34697/20,194.5,,953,A12001 - Inventory (New),08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/20,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,,405.91
AUGCOGS-34697/21,195,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/21,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,64.16,
AUGCOGS-34697/21,195.5,,953,A12001 - Inventory (New),08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/21,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,,64.16
AUGCOGS-34697/22,196,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/22,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,265.00,
AUGCOGS-34697/22,196.5,,953,A12001 - Inventory (New),08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/22,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,,265.00
AUGCOGS-34697/23,197,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/23,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,11.00,
AUGCOGS-34697/23,197.5,,953,A12001 - Inventory (New),08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/23,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,,11.00
AUGCOGS-34697/24,198,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/24,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,10.02,
AUGCOGS-34697/24,198.5,,953,A12001 - Inventory (New),08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/24,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,,10.02
AUGCOGS-34697/25,199,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/25,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,335.77,
AUGCOGS-34697/25,199.5,,953,A12001 - Inventory (New),08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/25,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,,335.77
AUGCOGS-34697/26,200,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/26,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,799.03,
AUGCOGS-34697/26,200.5,,953,A12001 - Inventory (New),08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/26,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,,799.03
AUGCOGS-34697/27,201,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/27,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,129.89,
AUGCOGS-34697/27,201.5,,953,A12001 - Inventory (New),08/30/2025,Ascent Hospitality Tribute Carmel Indiana,2628,34697/27,Ascent Hospitality Tribute Carmel Indiana - Aug  material cost transferred from sps,,129.89
AUGCOGS-34731/3,203,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,WYNDHAM D&C CONFERENCE BOOTH / WYNDHAM BRAND,3402,34731/3,WYNDHAM D&C CONFERENCE BOOTH / WYNDHAM BRAND - Aug  material cost transferred from sps,884.36,
AUGCOGS-34731/3,203.5,,953,A12001 - Inventory (New),08/30/2025,WYNDHAM D&C CONFERENCE BOOTH / WYNDHAM BRAND,3402,34731/3,WYNDHAM D&C CONFERENCE BOOTH / WYNDHAM BRAND - Aug  material cost transferred from sps,,884.36
AUGCOGS-34758/7,204,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Graniti Vicentia,1938,34758/7,Graniti Vicentia - Aug  material cost transferred from sps,566.08,
AUGCOGS-34758/7,204.5,,953,A12001 - Inventory (New),08/30/2025,Graniti Vicentia,1938,34758/7,Graniti Vicentia - Aug  material cost transferred from sps,,566.08
AUGCOGS-34758/8,205,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Graniti Vicentia,1938,34758/8,Graniti Vicentia - Aug  material cost transferred from sps,410.37,
AUGCOGS-34758/8,205.5,,953,A12001 - Inventory (New),08/30/2025,Graniti Vicentia,1938,34758/8,Graniti Vicentia - Aug  material cost transferred from sps,,410.37
AUGCOGS-34807/10,206,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,La Quinta by Wyndham Dallas DFW Airport N,3357,34807/10,La Quinta by Wyndham Dallas DFW Airport N - Aug  material cost transferred from sps,26.60,
AUGCOGS-34807/10,206.5,,953,A12001 - Inventory (New),08/30/2025,La Quinta by Wyndham Dallas DFW Airport N,3357,34807/10,La Quinta by Wyndham Dallas DFW Airport N - Aug  material cost transferred from sps,,26.60
AUGCOGS-34807/11,207,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,La Quinta by Wyndham Dallas DFW Airport N,3357,34807/11,La Quinta by Wyndham Dallas DFW Airport N - Aug  material cost transferred from sps,382.50,
AUGCOGS-34807/11,207.5,,953,A12001 - Inventory (New),08/30/2025,La Quinta by Wyndham Dallas DFW Airport N,3357,34807/11,La Quinta by Wyndham Dallas DFW Airport N - Aug  material cost transferred from sps,,382.50
AUGCOGS-34809/16,208,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,La Quinta by Wyndham Dallas DFW Airport N,3357,34809/16,La Quinta by Wyndham Dallas DFW Airport N - Aug  material cost transferred from sps,116.48,
AUGCOGS-34809/16,208.5,,953,A12001 - Inventory (New),08/30/2025,La Quinta by Wyndham Dallas DFW Airport N,3357,34809/16,La Quinta by Wyndham Dallas DFW Airport N - Aug  material cost transferred from sps,,116.48
AUGCOGS-34843/6,209,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Sunray Group / Holiday Inn Burlington Hotel & Conference Centre CANADA,3392,34843/6,Sunray Group / Holiday Inn Burlington Hotel & Conference Centre CANADA - Aug  material cost transferred from sps,53.20,
AUGCOGS-34843/6,209.5,,953,A12001 - Inventory (New),08/30/2025,Sunray Group / Holiday Inn Burlington Hotel & Conference Centre CANADA,3392,34843/6,Sunray Group / Holiday Inn Burlington Hotel & Conference Centre CANADA - Aug  material cost transferred from sps,,53.20
AUGCOGS-34853/5,210,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Kanti kusum Inc,576,34853/5,Kanti kusum Inc - Aug  material cost transferred from sps,105.54,
AUGCOGS-34853/5,210.5,,953,A12001 - Inventory (New),08/30/2025,Kanti kusum Inc,576,34853/5,Kanti kusum Inc - Aug  material cost transferred from sps,,105.54
AUGCOGS-34853/6,211,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Kanti kusum Inc,576,34853/6,Kanti kusum Inc - Aug  material cost transferred from sps,1639.76,
AUGCOGS-34853/6,211.5,,953,A12001 - Inventory (New),08/30/2025,Kanti kusum Inc,576,34853/6,Kanti kusum Inc - Aug  material cost transferred from sps,,1639.76
AUGCOGS-34913/2,212,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Wingate/ Hawthorne Kingman,3401,34913/2,Wingate/ Hawthorne Kingman - Aug  material cost transferred from sps,711.17,
AUGCOGS-34913/2,212.5,,953,A12001 - Inventory (New),08/30/2025,Wingate/ Hawthorne Kingman,3401,34913/2,Wingate/ Hawthorne Kingman - Aug  material cost transferred from sps,,711.17
AUGCOGS-34916/3,213,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Wingate/ Hawthorne Kingman,3401,34916/3,Wingate/ Hawthorne Kingman - Aug  material cost transferred from sps,2051.90,
AUGCOGS-34916/3,213.5,,953,A12001 - Inventory (New),08/30/2025,Wingate/ Hawthorne Kingman,3401,34916/3,Wingate/ Hawthorne Kingman - Aug  material cost transferred from sps,,2051.90
AUGCOGS-34959,214,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,CAMBRIA NASHVILLE,3322,34959,CAMBRIA NASHVILLE - Aug  material cost transferred from sps,206.57,
AUGCOGS-34959,214.5,,953,A12001 - Inventory (New),08/30/2025,CAMBRIA NASHVILLE,3322,34959,CAMBRIA NASHVILLE - Aug  material cost transferred from sps,,206.57
AUGCOGS-34970/3,215,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,LaQuinta Inn & Suites Oxford AL,2752,34970/3,LaQuinta Inn & Suites Oxford AL - Aug  material cost transferred from sps,28.55,
AUGCOGS-34970/3,215.5,,953,A12001 - Inventory (New),08/30/2025,LaQuinta Inn & Suites Oxford AL,2752,34970/3,LaQuinta Inn & Suites Oxford AL - Aug  material cost transferred from sps,,28.55
AUGCOGS-35012/12,216,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Jaimin Patel,571,35012/12,Jaimin Patel - Aug  material cost transferred from sps,102.87,
AUGCOGS-35012/12,216.5,,953,A12001 - Inventory (New),08/30/2025,Jaimin Patel,571,35012/12,Jaimin Patel - Aug  material cost transferred from sps,,102.87
AUGCOGS-35065/7,218,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Jaimin Patel,571,35065/7,Jaimin Patel - Aug  material cost transferred from sps,1165.34,
AUGCOGS-35065/7,218.5,,953,A12001 - Inventory (New),08/30/2025,Jaimin Patel,571,35065/7,Jaimin Patel - Aug  material cost transferred from sps,,1165.34
AUGCOGS-35066/2,219,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Jaimin Patel,571,35066/2,Jaimin Patel - Aug  material cost transferred from sps,2395.50,
AUGCOGS-35066/2,219.5,,953,A12001 - Inventory (New),08/30/2025,Jaimin Patel,571,35066/2,Jaimin Patel - Aug  material cost transferred from sps,,2395.50
AUGCOGS-35082/6,220,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Hampton Inn Rosenberg,2520,35082/6,Hampton Inn Rosenberg - Aug  material cost transferred from sps,293.53,
AUGCOGS-35082/6,220.5,,953,A12001 - Inventory (New),08/30/2025,Hampton Inn Rosenberg,2520,35082/6,Hampton Inn Rosenberg - Aug  material cost transferred from sps,,293.53
AUGCOGS-35101/10,221,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Sonder,690,35101/10,Sonder - Aug  material cost transferred from sps,7045.86,
AUGCOGS-35101/10,221.5,,953,A12001 - Inventory (New),08/30/2025,Sonder,690,35101/10,Sonder - Aug  material cost transferred from sps,,7045.86
AUGCOGS-35101/9,222,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Sonder,690,35101/9,Sonder - Aug  material cost transferred from sps,48239.52,
AUGCOGS-35101/9,222.5,,953,A12001 - Inventory (New),08/30/2025,Sonder,690,35101/9,Sonder - Aug  material cost transferred from sps,,48239.52
AUGCOGS-35121/3,225,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,LAQUINTA TRINIDAD CO,2707,35121/3,LAQUINTA TRINIDAD CO - Aug  material cost transferred from sps,8.14,
AUGCOGS-35121/3,225.5,,953,A12001 - Inventory (New),08/30/2025,LAQUINTA TRINIDAD CO,2707,35121/3,LAQUINTA TRINIDAD CO - Aug  material cost transferred from sps,,8.14
AUGCOGS-35162/3,227,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,La Quinta Inn - Sarasota FL - Raj Mukkirla,2607,35162/3,La Quinta Inn - Sarasota FL - Raj Mukkirla - Aug  material cost transferred from sps,70.75,
AUGCOGS-35162/3,227.5,,953,A12001 - Inventory (New),08/30/2025,La Quinta Inn - Sarasota FL - Raj Mukkirla,2607,35162/3,La Quinta Inn - Sarasota FL - Raj Mukkirla - Aug  material cost transferred from sps,,70.75
AUGCOGS-35224/2,229,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,"La Quinta - Chelsea,AL",3355,35224/2,"La Quinta - Chelsea,AL - Aug  material cost transferred from sps",695.48,
AUGCOGS-35224/2,229.5,,953,A12001 - Inventory (New),08/30/2025,"La Quinta - Chelsea,AL",3355,35224/2,"La Quinta - Chelsea,AL - Aug  material cost transferred from sps",,695.48
AUGCOGS-35234/3,230,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,"La Quinta - Chelsea,AL",3355,35234/3,"La Quinta - Chelsea,AL - Aug  material cost transferred from sps",1187.88,
AUGCOGS-35234/3,230.5,,953,A12001 - Inventory (New),08/30/2025,"La Quinta - Chelsea,AL",3355,35234/3,"La Quinta - Chelsea,AL - Aug  material cost transferred from sps",,1187.88
AUGCOGS-35235/5,231,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,"La Quinta - Chelsea,AL",3355,35235/5,"La Quinta - Chelsea,AL - Aug  material cost transferred from sps",5.24,
AUGCOGS-35235/5,231.5,,953,A12001 - Inventory (New),08/30/2025,"La Quinta - Chelsea,AL",3355,35235/5,"La Quinta - Chelsea,AL - Aug  material cost transferred from sps",,5.24
AUGCOGS-35235/8,232,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,"La Quinta - Chelsea,AL",3355,35235/8,"La Quinta - Chelsea,AL - Aug  material cost transferred from sps",80.02,
AUGCOGS-35235/8,232.5,,953,A12001 - Inventory (New),08/30/2025,"La Quinta - Chelsea,AL",3355,35235/8,"La Quinta - Chelsea,AL - Aug  material cost transferred from sps",,80.02
AUGCOGS-35266/14,233,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Graniti Vicentia,1938,35266/14,Graniti Vicentia - Aug  material cost transferred from sps,324.33,
AUGCOGS-35266/14,233.5,,953,A12001 - Inventory (New),08/30/2025,Graniti Vicentia,1938,35266/14,Graniti Vicentia - Aug  material cost transferred from sps,,324.33
AUGCOGS-35266/15,234,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Graniti Vicentia,1938,35266/15,Graniti Vicentia - Aug  material cost transferred from sps,139.40,
AUGCOGS-35266/15,234.5,,953,A12001 - Inventory (New),08/30/2025,Graniti Vicentia,1938,35266/15,Graniti Vicentia - Aug  material cost transferred from sps,,139.40
AUGCOGS-35289/5,235,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Kanti kusum Inc,576,35289/5,Kanti kusum Inc - Aug  material cost transferred from sps,2960.30,
AUGCOGS-35289/5,235.5,,953,A12001 - Inventory (New),08/30/2025,Kanti kusum Inc,576,35289/5,Kanti kusum Inc - Aug  material cost transferred from sps,,2960.30
AUGCOGS-35309/3,236,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Ascent Hospitality- Autograph Huntsville,3318,35309/3,Ascent Hospitality- Autograph Huntsville - Aug  material cost transferred from sps,277.94,
AUGCOGS-35309/3,236.5,,953,A12001 - Inventory (New),08/30/2025,Ascent Hospitality- Autograph Huntsville,3318,35309/3,Ascent Hospitality- Autograph Huntsville - Aug  material cost transferred from sps,,277.94
AUGCOGS-35322/10,237,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Ascent Hospitality Element Carmel Indiana,3314,35322/10,Ascent Hospitality Element Carmel Indiana - Aug  material cost transferred from sps,119.31,
AUGCOGS-35322/10,237.5,,953,A12001 - Inventory (New),08/30/2025,Ascent Hospitality Element Carmel Indiana,3314,35322/10,Ascent Hospitality Element Carmel Indiana - Aug  material cost transferred from sps,,119.31
AUGCOGS-35322/11,238,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,Ascent Hospitality Element Carmel Indiana,3314,35322/11,Ascent Hospitality Element Carmel Indiana - Aug  material cost transferred from sps,362.45,
AUGCOGS-35322/11,238.5,,953,A12001 - Inventory (New),08/30/2025,Ascent Hospitality Element Carmel Indiana,3314,35322/11,Ascent Hospitality Element Carmel Indiana - Aug  material cost transferred from sps,,362.45
AUGCOGS-35327/5,239,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,"Candlewood Suites -Columbus,Oh-Kautilya group",3324,35327/5,"Candlewood Suites -Columbus,Oh-Kautilya group - Aug  material cost transferred from sps",2904.92,
AUGCOGS-35327/5,239.5,,953,A12001 - Inventory (New),08/30/2025,"Candlewood Suites -Columbus,Oh-Kautilya group",3324,35327/5,"Candlewood Suites -Columbus,Oh-Kautilya group - Aug  material cost transferred from sps",,2904.92
AUGCOGS-35333/7,240,A50001 - Cost Of Goods Sold (New),977,,08/30/2025,"Candlewood Suites -Columbus,Oh-Kautilya group",3324,35333/7,"Candlewood Suites -Columbus,Oh-Kautilya group - Aug  material cost transferred from sps",558.23,
AUGCOGS-35333/7,240.5,,953,A12001 - Inventory (New),08/30/2025,"Candlewood Suites -Columbus,Oh-Kautilya group",3324,35333/7,"Candlewood Suites -Columbus,Oh-Kautilya group - Aug  material cost transferred from sps",,558.23
