External ID,S.no,Debit,Account ID,Credit ,Date,Entity,Entity ID,Invoice #,Memo,Debit Amt,Credit Amt
AUGCOGS-14658649/2,60,A51001 - Freight - Out - Expense (New),981,,08/31/2025,Milliken,1269,14658649,Milliken - Aug  material cost transferred from sps,96.75,
AUGCOGS-14658649/2,60.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/31/2025,Milliken,1269,14658649,Milliken - Aug  material cost transferred from sps,,96.75
