EXTERNAL ID,S.no,Debit,Acount ID,Credit,Credit Internal ID,Date,Customer,Entity ID,Invoice#,Memo,Description,Debit Amt,Credit Amt,0
EXTERNAL -SR382-3 - Inventory,141,A12001 - Inventory (New),953,,,07/09/2025,RICHWOOD HOSPITALITY CO LTD,1285,SR382-3 - Inventory,RICHWOOD HOSPITALITY CO LTDImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,40449.97,,
EXTERNAL -SR382-3 - Inventory,141.5,,981,A51001 - Freight - Out - Expense (New),981,07/09/2025,RICHWOOD HOSPITALITY CO LTD,1285,SR382-3 - Inventory,RICHWOOD HOSPITALITY CO LTDImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,40449.97,
EXTERNAL -SR405-2S,142,A51001 - Freight - Out - Expense (New),981,,,07/09/2025,HARMONY HOSPITALITY CO LTD,2517,SR405-2S,HARMONY HOSPITALITY CO LTDImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,487.50,,
EXTERNAL -SR405-2S,142.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),966,07/09/2025,HARMONY HOSPITALITY CO LTD,2517,SR405-2S,HARMONY HOSPITALITY CO LTDImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,487.50,
"EXTERNAL -SR173-5C,SR173-5K,SR382-3",143,A12001 - Inventory (New),953,,,7/14/2025,RICHWOOD HOSPITALITY CO LTD,1285,"SR173-5C,SR173-5K,SR382-3",RICHWOOD HOSPITALITY CO LTDImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,2600.00,,
"EXTERNAL -SR173-5C,SR173-5K,SR382-3",143.5,,981,A51001 - Freight - Out - Expense (New),981,7/14/2025,RICHWOOD HOSPITALITY CO LTD,1285,"SR173-5C,SR173-5K,SR382-3",RICHWOOD HOSPITALITY CO LTDImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,2600.00,
EXTERNAL -SR173-5K,144,A12001 - Inventory (New),953,,,7/14/2025,RICHWOOD HOSPITALITY CO LTD,1285,SR173-5K,RICHWOOD HOSPITALITY CO LTDImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,41907.90,,
EXTERNAL -SR173-5K,144.5,,981,A51001 - Freight - Out - Expense (New),981,7/14/2025,RICHWOOD HOSPITALITY CO LTD,1285,SR173-5K,RICHWOOD HOSPITALITY CO LTDImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,41907.90,
EXTERNAL -29975/VE,145,A12001 - Inventory (New),953,,,7/16/2025,ATLAS CONCORDE S.p.A,1232,29975/VE,ATLAS CONCORDE S.p.AImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,3115.34,,
EXTERNAL -29975/VE,145.5,,981,A51001 - Freight - Out - Expense (New),981,7/16/2025,ATLAS CONCORDE S.p.A,1232,29975/VE,ATLAS CONCORDE S.p.AImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,3115.34,
EXTERNAL -18,146,A51001 - Freight - Out - Expense (New),981,,,7/17/2025,Pantarei,1280,18,PantareiImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,33.13,,
EXTERNAL -18,146.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/17/2025,Pantarei,1280,18,PantareiImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,33.13,
EXTERNAL -18,147,A12001 - Inventory (New),953,,,7/17/2025,Pantarei,1280,18,PantareiImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,33.13,,
EXTERNAL -18,147.5,,981,A51001 - Freight - Out - Expense (New),981,7/17/2025,Pantarei,1280,18,PantareiImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,33.13,
EXTERNAL -DO24-00152 - AP,148,A51001 - Freight - Out - Expense (New),981,,,7/18/2025,HEBEI VINCENTAA SCULPTURE ENGINEER CO LTD,2039,DO24-00152 - AP,HEBEI VINCENTAA SCULPTURE ENGINEER CO LTDImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,15525.00,,
EXTERNAL -DO24-00152 - AP,148.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/18/2025,HEBEI VINCENTAA SCULPTURE ENGINEER CO LTD,2039,DO24-00152 - AP,HEBEI VINCENTAA SCULPTURE ENGINEER CO LTDImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,15525.00,
EXTERNAL -DO24-00152 - Inventory,149,A12001 - Inventory (New),953,,,7/18/2025,HEBEI VINCENTAA SCULPTURE ENGINEER CO LTD,2039,DO24-00152 - Inventory,HEBEI VINCENTAA SCULPTURE ENGINEER CO LTDImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,53050.00,,
EXTERNAL -DO24-00152 - Inventory,149.5,,981,A51001 - Freight - Out - Expense (New),981,7/18/2025,HEBEI VINCENTAA SCULPTURE ENGINEER CO LTD,2039,DO24-00152 - Inventory,HEBEI VINCENTAA SCULPTURE ENGINEER CO LTDImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,53050.00,
EXTERNAL -ZB202501005USA,150,A51001 - Freight - Out - Expense (New),981,,,7/18/2025,ZBOM Cabinets Crop.,1297,ZB202501005USA,ZBOM Cabinets Crop.Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,3801.40,,
EXTERNAL -ZB202501005USA,150.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/18/2025,ZBOM Cabinets Crop.,1297,ZB202501005USA,ZBOM Cabinets Crop.Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,3801.40,
EXTERNAL -SR350-13,151,A51001 - Freight - Out - Expense (New),981,,,7/21/2025,HARMONY HOSPITALITY CO LTD,2517,SR350-13,HARMONY HOSPITALITY CO LTDImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,39.27,,
EXTERNAL -SR350-13,151.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/21/2025,HARMONY HOSPITALITY CO LTD,2517,SR350-13,HARMONY HOSPITALITY CO LTDImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,39.27,
EXTERNAL -SR350-9,152,A51001 - Freight - Out - Expense (New),981,,,7/21/2025,HARMONY HOSPITALITY CO LTD,2517,SR350-9,HARMONY HOSPITALITY CO LTDImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,1072.00,,
EXTERNAL -SR350-9,152.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/21/2025,HARMONY HOSPITALITY CO LTD,2517,SR350-9,HARMONY HOSPITALITY CO LTDImport July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,1072.00,
