External ID,S.no,Debit,Account ID,Debit Internal ID,Credit,Credit Internal ID,Date,Customer,Entity ID,Invoice#,Memo,Description,Debit AMT,Credit AMT
EXTERNAL - 24JSF09030-Inventory,642,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF09030-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,64.00,
EXTERNAL - 24JSF09030-Inventory,642.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF09030-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,64.00
EXTERNAL - 24RT102506-Inventory,643,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT102506-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,35.00,
EXTERNAL - 24RT102506-Inventory,643.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24RT102506-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,35.00
EXTERNAL - 22530969-E-Inventory,644,A12001 - Inventory (New),953,953,,,7/29/2025,Fama Sofas S.L.U,1248,22530969-E-Inventory,Fama Sofas S.L.U - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,118.00,
EXTERNAL - 22530969-E-Inventory,644.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,Fama Sofas S.L.U,1248,22530969-E-Inventory,Fama Sofas S.L.U - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,118.00
EXTERNAL - 24JSF08020-Inventory,645,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF08020-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,77.00,
EXTERNAL - 24JSF08020-Inventory,645.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF08020-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,77.00
EXTERNAL - 24RT051002-Inventory,646,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT051002-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,39.00,
EXTERNAL - 24RT051002-Inventory,646.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24RT051002-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,39.00
EXTERNAL - 24JSF10049-Inventory,647,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF10049-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,32.00,
EXTERNAL - 24JSF10049-Inventory,647.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF10049-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,32.00
EXTERNAL - 24RT102510-Inventory,648,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT102510-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,39.00,
EXTERNAL - 24RT102510-Inventory,648.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24RT102510-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,39.00
EXTERNAL - 24RT102509-Inventory,649,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT102509-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,40.00,
EXTERNAL - 24RT102509-Inventory,649.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24RT102509-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,40.00
EXTERNAL - 24RT102511-Inventory,650,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT102511-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,77.00,
EXTERNAL - 24RT102511-Inventory,650.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24RT102511-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,77.00
EXTERNAL - 24JSF10008-Inventory,651,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF10008-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,34.00,
EXTERNAL - 24JSF10008-Inventory,651.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF10008-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,34.00
EXTERNAL - 24RT092304-Inventory,652,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT092304-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,32.00,
EXTERNAL - 24RT092304-Inventory,652.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24RT092304-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,32.00
EXTERNAL - 24JS103001-Inventory,653,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JS103001-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,43.00,
EXTERNAL - 24JS103001-Inventory,653.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JS103001-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,43.00
EXTERNAL - 24JS101706-Inventory,654,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JS101706-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,44.00,
EXTERNAL - 24JS101706-Inventory,654.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JS101706-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,44.00
EXTERNAL - 24BL11010824-Inventory,655,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24BL11010824-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,33.00,
EXTERNAL - 24BL11010824-Inventory,655.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24BL11010824-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,33.00
EXTERNAL - 24JS110108-Inventory,656,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JS110108-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,43.00,
EXTERNAL - 24JS110108-Inventory,656.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JS110108-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,43.00
EXTERNAL - 24JSF11005-Inventory,657,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11005-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,65.00,
EXTERNAL - 24JSF11005-Inventory,657.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11005-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,65.00
EXTERNAL - 24RT110105-Inventory,658,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT110105-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,39.00,
EXTERNAL - 24RT110105-Inventory,658.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24RT110105-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,39.00
EXTERNAL - 24JS110808-Inventory,659,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JS110808-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,86.00,
EXTERNAL - 24JS110808-Inventory,659.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JS110808-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,86.00
EXTERNAL - 24BL102902-Inventory,660,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24BL102902-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,39.00,
EXTERNAL - 24BL102902-Inventory,660.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24BL102902-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,39.00
EXTERNAL - 24JSF11006-Inventory,661,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11006-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,35.00,
EXTERNAL - 24JSF11006-Inventory,661.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11006-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,35.00
EXTERNAL - 24JSF09020-Inventory,662,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF09020-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,64.00,
EXTERNAL - 24JSF09020-Inventory,662.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF09020-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,64.00
EXTERNAL - 24JSF10064-Inventory,663,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF10064-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,177.00,
EXTERNAL - 24JSF10064-Inventory,663.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF10064-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,177.00
EXTERNAL - 72500017-Inventory,664,A12001 - Inventory (New),953,953,,,7/29/2025,TMLeade,1957,72500017-Inventory,TMLeade - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,116.00,
EXTERNAL - 72500017-Inventory,664.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,TMLeade,1957,72500017-Inventory,TMLeade - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,116.00
EXTERNAL - 24JSF11016-Inventory,665,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11016-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,77.00,
EXTERNAL - 24JSF11016-Inventory,665.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11016-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,77.00
EXTERNAL - 24BL110703-Inventory,666,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24BL110703-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,33.00,
EXTERNAL - 24BL110703-Inventory,666.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24BL110703-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,33.00
EXTERNAL - 24JSF11002-Inventory,667,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11002-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,64.00,
EXTERNAL - 24JSF11002-Inventory,667.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11002-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,64.00
EXTERNAL - 24RT110701-Inventory,668,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT110701-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,39.00,
EXTERNAL - 24RT110701-Inventory,668.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24RT110701-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,39.00
EXTERNAL - 23BL121204-Inventory,669,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,23BL121204-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,39.00,
EXTERNAL - 23BL121204-Inventory,669.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,23BL121204-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,39.00
EXTERNAL - 24JSF10071-Inventory,670,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF10071-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,154.00,
EXTERNAL - 24JSF10071-Inventory,670.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF10071-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,154.00
EXTERNAL - GV2024083-Inventory,671,A12001 - Inventory (New),953,953,,,7/29/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024083-Inventory,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,162.00,
EXTERNAL - GV2024083-Inventory,671.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024083-Inventory,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,162.00
EXTERNAL - 24JSF11011-Inventory,672,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11011-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,65.00,
EXTERNAL - 24JSF11011-Inventory,672.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11011-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,65.00
EXTERNAL - 24RT110801-Inventory,673,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT110801-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,32.00,
EXTERNAL - 24RT110801-Inventory,673.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24RT110801-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,32.00
EXTERNAL - 24JSF08010-Inventory,674,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF08010-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,64.00,
EXTERNAL - 24JSF08010-Inventory,674.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF08010-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,64.00
EXTERNAL - 24JS112001-Inventory,675,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JS112001-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,33.00,
EXTERNAL - 24JS112001-Inventory,675.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JS112001-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,33.00
EXTERNAL - 24JSF11029-Inventory,676,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11029-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,104.00,
EXTERNAL - 24JSF11029-Inventory,676.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11029-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,104.00
EXTERNAL - GV2024082-Inventory,677,A12001 - Inventory (New),953,953,,,7/29/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024082-Inventory,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,162.00,
EXTERNAL - GV2024082-Inventory,677.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024082-Inventory,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,162.00
EXTERNAL - 24RT111102-Inventory,678,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT111102-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,39.00,
EXTERNAL - 24RT111102-Inventory,678.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24RT111102-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,39.00
EXTERNAL - 24JSF11022-Inventory,679,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11022-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,68.00,
EXTERNAL - 24JSF11022-Inventory,679.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11022-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,68.00
EXTERNAL - 24RT111407-Inventory,680,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT111407-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,40.00,
EXTERNAL - 24RT111407-Inventory,680.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24RT111407-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,40.00
EXTERNAL - 24JSF11033-Inventory,681,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11033-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,35.00,
EXTERNAL - 24JSF11033-Inventory,681.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11033-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,35.00
EXTERNAL - 24RT111405-Inventory,682,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT111405-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,32.00,
EXTERNAL - 24RT111405-Inventory,682.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24RT111405-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,32.00
EXTERNAL - 24JS111101-Inventory,683,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JS111101-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,44.00,
EXTERNAL - 24JS111101-Inventory,683.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JS111101-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,44.00
EXTERNAL - 24RT112701-Inventory,684,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT112701-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,34.00,
EXTERNAL - 24RT112701-Inventory,684.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24RT112701-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,34.00
EXTERNAL - 24JS111304-Inventory,685,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JS111304-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,43.00,
EXTERNAL - 24JS111304-Inventory,685.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JS111304-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,43.00
EXTERNAL - 24JSF12012-Inventory,686,A12001 - Inventory (New),953,953,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF12012-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,34.00,
EXTERNAL - 24JSF12012-Inventory,686.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF12012-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,34.00
EXTERNAL - GV2024098-Inventory,687,A12001 - Inventory (New),953,953,,,7/29/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024098-Inventory,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,243.00,
EXTERNAL - GV2024098-Inventory,687.5,,981,,A51001 - Freight - Out - Expense (New),981,7/29/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024098-Inventory,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,243.00
EXTERNAL - GV2024105-Inventory,688,A12001 - Inventory (New),953,953,,,7/29/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024105-Inventory,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,81.00,
