External ID,S.no,Debit,Account ID,Debit Internal ID,Credit,Credit Internal ID,Date,Customer,Entity ID,Invoice#,Memo,Description,Debit AMT,Credit AMT
EXTERNAL - 24JSF08047-AP,325,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF08047-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,65.00,
EXTERNAL - 24JSF08047-AP,325.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF08047-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,65.00
EXTERNAL - 24JS101909-AP,326,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JS101909-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,87.00,
EXTERNAL - 24JS101909-AP,326.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24JS101909-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,87.00
EXTERNAL - PI-25AG329GRV-V-AP,327,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,PI-25AG329GRV-V-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,2640.00,
EXTERNAL - PI-25AG329GRV-V-AP,327.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,PI-25AG329GRV-V-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,2640.00
EXTERNAL - 24JS100904-AP,328,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JS100904-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,218.00,
EXTERNAL - 24JS100904-AP,328.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24JS100904-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,218.00
EXTERNAL - SR407-5-AP,329,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,Richwood Hospitality Co. LTD,1285,SR407-5-AP,Richwood Hospitality Co. LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,234.00,
EXTERNAL - SR407-5-AP,329.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,Richwood Hospitality Co. LTD,1285,SR407-5-AP,Richwood Hospitality Co. LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,234.00
EXTERNAL - 24AR100901-AP,330,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24AR100901-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,1320.00,
EXTERNAL - 24AR100901-AP,330.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24AR100901-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,1320.00
EXTERNAL - 24JSF07074-AP,331,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF07074-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,64.00,
EXTERNAL - 24JSF07074-AP,331.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF07074-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,64.00
EXTERNAL - 24ISF10034-AP,332,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24ISF10034-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,258.00,
EXTERNAL - 24ISF10034-AP,332.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24ISF10034-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,258.00
EXTERNAL - 24JSF09052-AP,333,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF09052-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,65.00,
EXTERNAL - 24JSF09052-AP,333.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF09052-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,65.00
EXTERNAL - SR253-3-AP,334,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,Richwood Hospitality Co. LTD,1285,SR253-3-AP,Richwood Hospitality Co. LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,234.00,
EXTERNAL - SR253-3-AP,334.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,Richwood Hospitality Co. LTD,1285,SR253-3-AP,Richwood Hospitality Co. LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,234.00
EXTERNAL - SR253-9-AP,335,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,Richwood Hospitality Co. LTD,1285,SR253-9-AP,Richwood Hospitality Co. LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,234.00,
EXTERNAL - SR253-9-AP,335.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,Richwood Hospitality Co. LTD,1285,SR253-9-AP,Richwood Hospitality Co. LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,234.00
EXTERNAL - 24JS102401-AP,336,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JS102401-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,87.00,
EXTERNAL - 24JS102401-AP,336.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24JS102401-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,87.00
EXTERNAL - 24JSF07018-AP,337,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF07018-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,292.00,
EXTERNAL - 24JSF07018-AP,337.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF07018-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,292.00
"EXTERNAL - SR382-4,ctnr1,2,3-AP",338,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,Richwood Hospitality Co. LTD,1285,"SR382-4,ctnr1,2,3-AP",Richwood Hospitality Co. LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,3230.00,
"EXTERNAL - SR382-4,ctnr1,2,3-AP",338.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,Richwood Hospitality Co. LTD,1285,"SR382-4,ctnr1,2,3-AP",Richwood Hospitality Co. LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,3230.00
EXTERNAL - 24BL101801-AP,339,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24BL101801-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,69.00,
EXTERNAL - 24BL101801-AP,339.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24BL101801-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,69.00
EXTERNAL - 24JSF07051-AP,340,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF07051-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,422.00,
EXTERNAL - 24JSF07051-AP,340.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF07051-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,422.00
"EXTERNAL - SR407-12,ctnr9-AP",341,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,Richwood Hospitality Co. LTD,1285,"SR407-12,ctnr9-AP",Richwood Hospitality Co. LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,234.00,
"EXTERNAL - SR407-12,ctnr9-AP",341.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,Richwood Hospitality Co. LTD,1285,"SR407-12,ctnr9-AP",Richwood Hospitality Co. LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,234.00
EXTERNAL - 24RT110504-AP,342,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24RT110504-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,1490.00,
EXTERNAL - 24RT110504-AP,342.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24RT110504-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,1490.00
EXTERNAL - 24RT110203-AP,343,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24RT110203-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,229.00,
EXTERNAL - 24RT110203-AP,343.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24RT110203-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,229.00
EXTERNAL - 24JSF04008-AP,344,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF04008-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,228.00,
EXTERNAL - 24JSF04008-AP,344.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF04008-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,228.00
EXTERNAL - 24JSF10034-AP,345,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF10034-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,259.00,
EXTERNAL - 24JSF10034-AP,345.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF10034-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,259.00
EXTERNAL - 24BL110102-AP,346,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24BL110102-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,101.00,
EXTERNAL - 24BL110102-AP,346.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24BL110102-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,101.00
EXTERNAL - 24JS110405-AP,347,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JS110405-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,87.00,
EXTERNAL - 24JS110405-AP,347.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24JS110405-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,87.00
EXTERNAL - GV2024074-AP,348,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024074-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,323.00,
EXTERNAL - GV2024074-AP,348.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024074-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,323.00
EXTERNAL - 24JS102903-AP,349,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JS102903-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,228.00,
EXTERNAL - 24JS102903-AP,349.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24JS102903-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,228.00
EXTERNAL - GV047-AP,350,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,Richwood Hospitality Co. LTD,1285,GV047-AP,Richwood Hospitality Co. LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,6280.00,
EXTERNAL - GV047-AP,350.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,Richwood Hospitality Co. LTD,1285,GV047-AP,Richwood Hospitality Co. LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,6280.00
EXTERNAL - 24JSF09055-AP,351,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF09055-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,1944.00,
EXTERNAL - 24JSF09055-AP,351.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF09055-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,1944.00
EXTERNAL - SR411-9-AP,352,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,Richwood Hospitality Co. LTD,1285,SR411-9-AP,Richwood Hospitality Co. LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,1450.00,
EXTERNAL - SR411-9-AP,352.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,Richwood Hospitality Co. LTD,1285,SR411-9-AP,Richwood Hospitality Co. LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,1450.00
EXTERNAL - GV2024087-AP,353,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024087-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,271.00,
EXTERNAL - GV2024087-AP,353.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024087-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,271.00
EXTERNAL - 24JSF07072-AP,354,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF07072-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,64.00,
EXTERNAL - 24JSF07072-AP,354.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF07072-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,64.00
EXTERNAL - 20250136-AP,355,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,An Cuong Wood-Working,1542,20250136-AP,An Cuong Wood-Working - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,1640.00,
EXTERNAL - 20250136-AP,355.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,An Cuong Wood-Working,1542,20250136-AP,An Cuong Wood-Working - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,1640.00
EXTERNAL - 24JS110803-AP,356,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JS110803-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,87.00,
EXTERNAL - 24JS110803-AP,356.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24JS110803-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,87.00
EXTERNAL - 24RT110602-AP,357,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24RT110602-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,40.00,
EXTERNAL - 24RT110602-AP,357.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24RT110602-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,40.00
EXTERNAL - GV2024084-AP,358,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024084-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,323.00,
EXTERNAL - GV2024084-AP,358.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024084-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,323.00
EXTERNAL - GV2024099-AP,359,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024099-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,324.00,
EXTERNAL - GV2024099-AP,359.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024099-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,324.00
EXTERNAL - 24JS111306-AP,360,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JS111306-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,136.00,
EXTERNAL - 24JS111306-AP,360.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Jasfer Industry Co., Limited",137,24JS111306-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,136.00
EXTERNAL - GV2024089-AP,361,A51001 - Freight - Out - Expense (New),981,981,,,7/28/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024089-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,271.00,
EXTERNAL - GV2024089-AP,361.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/28/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024089-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,271.00
EXTERNAL - 25BL052802-Inventory,362,A12001 - Inventory (New),953,953,,,7/25/2025,"Jasfer Industry Co., Limited",137,25BL052802-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,0.00,
EXTERNAL - 25BL052802-Inventory,362.5,,981,,A51001 - Freight - Out - Expense (New),981,7/25/2025,"Jasfer Industry Co., Limited",137,25BL052802-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,0.00
EXTERNAL - 23JSF10033-Inventory,363,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,23JSF10033-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,5.00,
EXTERNAL - 23JSF10033-Inventory,363.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,23JSF10033-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,5.00
EXTERNAL - 24BL111011-Inventory,364,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24BL111011-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,1115.16,
EXTERNAL - 24BL111011-Inventory,364.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24BL111011-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,1115.16
EXTERNAL - 24BL111108-Inventory,365,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24BL111108-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,38.00,
EXTERNAL - 24BL111108-Inventory,365.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24BL111108-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,38.00
EXTERNAL - 24BL110405-Inventory,366,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24BL110405-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,4.00,
EXTERNAL - 24BL110405-Inventory,366.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24BL110405-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,4.00
EXTERNAL - 24JS10707-Inventory,367,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24JS10707-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,4.00,
EXTERNAL - 24JS10707-Inventory,367.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24JS10707-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,4.00
EXTERNAL - 24BL110706-Inventory,368,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24BL110706-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,5.00,
EXTERNAL - 24BL110706-Inventory,368.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24BL110706-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,5.00
EXTERNAL - 4BL111402-Inventory,369,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,4BL111402-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,5.00,
EXTERNAL - 4BL111402-Inventory,369.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,4BL111402-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,5.00
EXTERNAL - 24BL111403-Inventory,370,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24BL111403-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,5.00,
