External ID,SL.NO,Date, Acc ID,Credit Acc,Invoice#,Location,Type,Memo,Party,Entity ID,Debit,Credit
ACC_REG-33252/3,1,01/01/2024,974,,33252/3,GV,Invoice,Import of sales discount from SPS,LaQuinta Yakima WA,2619,14850.00,
ACC_REG-33252/3,1.5,01/01/2024,950,950,33252/3,GV,Invoice,Import of sales discount from SPS,LaQuinta Yakima WA,2619,,14850.00
ACC_REG-34063/2,2,01/01/2024,974,,34063/2,GV,Invoice,Import of sales discount from SPS,Laquinta Homewood Alabama,3364,9946.71,
ACC_REG-34063/2,2.5,01/01/2024,950,950,34063/2,GV,Invoice,Import of sales discount from SPS,Laquinta Homewood Alabama,3364,,9946.71
ACC_REG-34803/3,3,01/03/2024,974,,34803/3,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,3357,2031.68,
ACC_REG-34803/3,3.5,01/03/2024,950,950,34803/3,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,3357,,2031.68
ACC_REG-34585,4,01/09/2024,974,,34585,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3323,7993.66,
ACC_REG-34585,4.5,01/09/2024,950,950,34585,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3323,,7993.66
ACC_REG-34586,5,01/09/2024,974,,34586,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3323,2277.17,
ACC_REG-34586,5.5,01/09/2024,950,950,34586,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3323,,2277.17
ACC_REG-34587,6,01/09/2024,974,,34587,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3323,3955.40,
ACC_REG-34587,6.5,01/09/2024,950,950,34587,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3323,,3955.40
ACC_REG-34598,7,01/09/2024,974,,34598,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3323,700.97,
ACC_REG-34598,7.5,01/09/2024,950,950,34598,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3323,,700.97
ACC_REG-34794/3,8,01/09/2024,974,,34794/3,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,3357,4158.87,
ACC_REG-34794/3,8.5,01/09/2024,950,950,34794/3,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,3357,,4158.87
ACC_REG-34796/2,9,01/09/2024,974,,34796/2,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,3357,1430.01,
ACC_REG-34796/2,9.5,01/09/2024,950,950,34796/2,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,3357,,1430.01
ACC_REG-34805,10,01/09/2024,974,,34805,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,3357,393.77,
ACC_REG-34805,10.5,01/09/2024,950,950,34805,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,3357,,393.77
ACC_REG-34807,11,01/09/2024,974,,34807,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,3357,597.46,
ACC_REG-34807,11.5,01/09/2024,950,950,34807,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,3357,,597.46
ACC_REG-34966/2,12,01/09/2024,974,,34966/2,GV,Invoice,Import of sales discount from SPS,LaQuinta Inn & Suites Oxford AL,2752,8911.58,
ACC_REG-34966/2,12.5,01/09/2024,950,950,34966/2,GV,Invoice,Import of sales discount from SPS,LaQuinta Inn & Suites Oxford AL,2752,,8911.58
ACC_REG-35599/2,13,01/09/2024,974,,35599/2,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,3314,11382.77,
ACC_REG-35599/2,13.5,01/09/2024,950,950,35599/2,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,3314,,11382.77
ACC_REG-35645/6,14,01/09/2024,974,,35645/6,GV,Invoice,Import of sales discount from SPS,Wyndham Trademark Fredericksburg,3404,7322.67,
ACC_REG-35645/6,14.5,01/09/2024,950,950,35645/6,GV,Invoice,Import of sales discount from SPS,Wyndham Trademark Fredericksburg,3404,,7322.67
ACC_REG-34589,15,01/10/2024,974,,34589,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3323,618.01,
ACC_REG-34589,15.5,01/10/2024,950,950,34589,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3323,,618.01
ACC_REG-34597,16,01/12/2024,974,,34597,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3323,1796.39,
ACC_REG-34597,16.5,01/12/2024,950,950,34597,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3323,,1796.39
ACC_REG-34599,17,01/12/2024,974,,34599,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3323,832.66,
ACC_REG-34599,17.5,01/12/2024,950,950,34599,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3323,,832.66
ACC_REG-34601,18,01/16/2024,974,,34601,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3323,62.94,
ACC_REG-34601,18.5,01/16/2024,950,950,34601,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3323,,62.94
ACC_REG-34346,19,01/19/2024,974,,34346,GV,Invoice,Import of sales discount from SPS,"Ascent Hospitality Hampton Inn & Suites Montgomery-South Airport,AL",3315,1797.43,
ACC_REG-34346,19.5,01/19/2024,950,950,34346,GV,Invoice,Import of sales discount from SPS,"Ascent Hospitality Hampton Inn & Suites Montgomery-South Airport,AL",3315,,1797.43
ACC_REG-34348,20,01/19/2024,974,,34348,GV,Invoice,Import of sales discount from SPS,"Ascent Hospitality Hampton Inn & Suites Montgomery-South Airport,AL",3315,4040.35,
ACC_REG-34348,20.5,01/19/2024,950,950,34348,GV,Invoice,Import of sales discount from SPS,"Ascent Hospitality Hampton Inn & Suites Montgomery-South Airport,AL",3315,,4040.35
ACC_REG-34349,21,01/19/2024,974,,34349,GV,Invoice,Import of sales discount from SPS,"Ascent Hospitality Hampton Inn & Suites Montgomery-South Airport,AL",3315,2560.28,
ACC_REG-34349,21.5,01/19/2024,950,950,34349,GV,Invoice,Import of sales discount from SPS,"Ascent Hospitality Hampton Inn & Suites Montgomery-South Airport,AL",3315,,2560.28
ACC_REG-34352,22,01/19/2024,974,,34352,GV,Invoice,Import of sales discount from SPS,"Ascent Hospitality Hampton Inn & Suites Montgomery-South Airport,AL",3315,2551.33,
ACC_REG-34352,22.5,01/19/2024,950,950,34352,GV,Invoice,Import of sales discount from SPS,"Ascent Hospitality Hampton Inn & Suites Montgomery-South Airport,AL",3315,,2551.33
ACC_REG-35714,23,01/22/2024,974,,35714,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3315,9376.22,
ACC_REG-35714,23.5,01/22/2024,950,950,35714,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3315,,9376.22
ACC_REG-34604,24,01/24/2024,974,,34604,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3315,634.47,
ACC_REG-34604,24.5,01/24/2024,950,950,34604,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,3315,,634.47
ACC_REG-34812/2,25,01/25/2024,974,,34812/2,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,3315,62.11,
ACC_REG-34812/2,25.5,01/25/2024,950,950,34812/2,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,3315,,62.11
ACC_REG-34970/2,26,01/25/2024,974,,34970/2,GV,Invoice,Import of sales discount from SPS,LaQuinta Inn & Suites Oxford AL,2804,2902.99,
ACC_REG-34970/2,26.5,01/25/2024,950,950,34970/2,GV,Invoice,Import of sales discount from SPS,LaQuinta Inn & Suites Oxford AL,2804,,2902.99
ACC_REG-34347,27,01/26/2024,974,,34347,GV,Invoice,Import of sales discount from SPS,"Ascent Hospitality Hampton Inn & Suites Montgomery-South Airport,AL",2804,1683.84,
ACC_REG-34347,27.5,01/26/2024,950,950,34347,GV,Invoice,Import of sales discount from SPS,"Ascent Hospitality Hampton Inn & Suites Montgomery-South Airport,AL",2804,,1683.84
ACC_REG-34350/2,28,01/26/2024,974,,34350/2,GV,Invoice,Import of sales discount from SPS,"Ascent Hospitality Hampton Inn & Suites Montgomery-South Airport,AL",516,24083.80,
ACC_REG-34350/2,28.5,01/26/2024,950,950,34350/2,GV,Invoice,Import of sales discount from SPS,"Ascent Hospitality Hampton Inn & Suites Montgomery-South Airport,AL",516,,24083.80
ACC_REG-34351,29,01/26/2024,974,,34351,GV,Invoice,Import of sales discount from SPS,"Ascent Hospitality Hampton Inn & Suites Montgomery-South Airport,AL",516,4061.56,
ACC_REG-34351,29.5,01/26/2024,950,950,34351,GV,Invoice,Import of sales discount from SPS,"Ascent Hospitality Hampton Inn & Suites Montgomery-South Airport,AL",516,,4061.56
ACC_REG-34795/3,30,01/29/2024,974,,34795/3,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,516,1607.74,
ACC_REG-34795/3,30.5,01/29/2024,950,950,34795/3,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,516,,1607.74
ACC_REG-34967/2,31,02/01/2024,974,,34967/2,GV,Invoice,Import of sales discount from SPS,LaQuinta Inn & Suites Oxford AL,516,2008.58,
ACC_REG-34967/2,31.5,02/01/2024,950,950,34967/2,GV,Invoice,Import of sales discount from SPS,LaQuinta Inn & Suites Oxford AL,516,,2008.58
ACC_REG-33347/2,32,02/02/2024,974,,33347/2,GV,Invoice,Import of sales discount from SPS,Laquinta Memphis,516,2253.19,
ACC_REG-33347/2,32.5,02/02/2024,950,950,33347/2,GV,Invoice,Import of sales discount from SPS,Laquinta Memphis,516,,2253.19
ACC_REG-34591,33,02/06/2024,974,,34591,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,516,1556.21,
ACC_REG-34591,33.5,02/06/2024,950,950,34591,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,516,,1556.21
ACC_REG-34588,34,02/07/2024,974,,34588,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,516,9498.06,
ACC_REG-34588,34.5,02/07/2024,950,950,34588,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,516,,9498.06
ACC_REG-34600,35,02/07/2024,974,,34600,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,2609,335.00,
ACC_REG-34600,35.5,02/07/2024,950,950,34600,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,2609,,335.00
ACC_REG-34402/3,36,02/08/2024,974,,34402/3,GV,Invoice,Import of sales discount from SPS,La Quinta San Antonio 1,2609,12364.39,
ACC_REG-34402/3,36.5,02/08/2024,950,950,34402/3,GV,Invoice,Import of sales discount from SPS,La Quinta San Antonio 1,2609,,12364.39
ACC_REG-34596/3,37,02/09/2024,974,,34596/3,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,2609,9106.68,
ACC_REG-34596/3,37.5,02/09/2024,950,950,34596/3,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,2609,,9106.68
ACC_REG-34989,38,02/09/2024,974,,34989,GV,Invoice,Import of sales discount from SPS,"Candlewood Suites -Columbus,Oh-Kautilya group",2609,1000.00,
ACC_REG-34989,38.5,02/09/2024,950,950,34989,GV,Invoice,Import of sales discount from SPS,"Candlewood Suites -Columbus,Oh-Kautilya group",2609,,1000.00
ACC_REG-32586/2,39,02/12/2024,974,,32586/2,GV,Invoice,Import of sales discount from SPS,HOCKLEY VALLEY INN RESORT,3315,20000.00,
ACC_REG-32586/2,39.5,02/12/2024,950,950,32586/2,GV,Invoice,Import of sales discount from SPS,HOCKLEY VALLEY INN RESORT,3315,,20000.00
ACC_REG-35600,40,02/14/2024,974,,35600,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2609,50.93,
ACC_REG-35600,40.5,02/14/2024,950,950,35600,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2609,,50.93
ACC_REG-35607,41,02/14/2024,974,,35607,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2609,152.78,
ACC_REG-35607,41.5,02/14/2024,950,950,35607,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2609,,152.78
ACC_REG-35696,42,02/19/2024,974,,35696,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,2609,9250.28,
ACC_REG-35696,42.5,02/19/2024,950,950,35696,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,2609,,9250.28
ACC_REG-34449,43,02/20/2024,974,,34449,GV,Invoice,Import of sales discount from SPS,Stay Bridge - Manteca - CA - Aman Dhillon,2609,744.51,
ACC_REG-34449,43.5,02/20/2024,950,950,34449,GV,Invoice,Import of sales discount from SPS,Stay Bridge - Manteca - CA - Aman Dhillon,2609,,744.51
ACC_REG-35214/2,44,02/23/2024,974,,35214/2,GV,Invoice,Import of sales discount from SPS,AFP 108 Corp.,2609,7443.75,
ACC_REG-35214/2,44.5,02/23/2024,950,950,35214/2,GV,Invoice,Import of sales discount from SPS,AFP 108 Corp.,2609,,7443.75
ACC_REG-34603,45,02/28/2024,974,,34603,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,2609,3116.25,
ACC_REG-34603,45.5,02/28/2024,950,950,34603,GV,Invoice,Import of sales discount from SPS,CANDLEWOOD EASTRIDGE TN,2609,,3116.25
ACC_REG-33304/2,46,02/29/2024,974,,33304/2,GV,Invoice,Import of sales discount from SPS,CAMBRIA NASHVILLE,2609,0.01,
ACC_REG-33304/2,46.5,02/29/2024,950,950,33304/2,GV,Invoice,Import of sales discount from SPS,CAMBRIA NASHVILLE,2609,,0.01
ACC_REG-34298/8,47,02/29/2024,974,,34298/8,GV,Invoice,Import of sales discount from SPS,LaQuinta Yakima WA,2609,2600.43,
ACC_REG-34298/8,47.5,02/29/2024,950,950,34298/8,GV,Invoice,Import of sales discount from SPS,LaQuinta Yakima WA,2609,,2600.43
ACC_REG-32237/3,48,03/01/2024,974,,32237/3,GV,Invoice,Import of sales discount from SPS,LaQuinta - Round Rock TX - Savan Patel,2609,2.22,
ACC_REG-32237/3,48.5,03/01/2024,950,950,32237/3,GV,Invoice,Import of sales discount from SPS,LaQuinta - Round Rock TX - Savan Patel,2609,,2.22
ACC_REG-32542/3,49,03/01/2024,974,,32542/3,GV,Invoice,Import of sales discount from SPS,Central States Tile Inc.,2609,0.90,
ACC_REG-32542/3,49.5,03/01/2024,950,950,32542/3,GV,Invoice,Import of sales discount from SPS,Central States Tile Inc.,2609,,0.90
ACC_REG-31342,50,03/05/2024,974,,31342,GV,Invoice,Import of sales discount from SPS,Americas Best Value Inn Gulfport,2609,1110.00,
ACC_REG-31342,50.5,03/05/2024,950,950,31342,GV,Invoice,Import of sales discount from SPS,Americas Best Value Inn Gulfport,2609,,1110.00
ACC_REG-34397,51,03/06/2024,974,,34397,GV,Invoice,Import of sales discount from SPS,La Quinta San Antonio 1,2609,5565.39,
ACC_REG-34397,51.5,03/06/2024,950,950,34397,GV,Invoice,Import of sales discount from SPS,La Quinta San Antonio 1,2609,,5565.39
ACC_REG-34399,52,03/06/2024,974,,34399,GV,Invoice,Import of sales discount from SPS,La Quinta San Antonio 1,2609,4834.87,
ACC_REG-34399,52.5,03/06/2024,950,950,34399,GV,Invoice,Import of sales discount from SPS,La Quinta San Antonio 1,2609,,4834.87
ACC_REG-32304/2,53,03/14/2024,974,,32304/2,GV,Invoice,Import of sales discount from SPS,"NCM, Inc./Hampton Inn Sacramento",2609,18.46,
ACC_REG-32304/2,53.5,03/14/2024,950,950,32304/2,GV,Invoice,Import of sales discount from SPS,"NCM, Inc./Hampton Inn Sacramento",2609,,18.46
ACC_REG-35501/7,54,03/14/2024,974,,35501/7,GV,Invoice,Import of sales discount from SPS,Marriott Fairfield Harrisburg PA,2609,6024.00,
ACC_REG-35501/7,54.5,03/14/2024,950,950,35501/7,GV,Invoice,Import of sales discount from SPS,Marriott Fairfield Harrisburg PA,2609,,6024.00
ACC_REG-33258/10,55,03/15/2024,974,,33258/10,GV,Invoice,Import of sales discount from SPS,LaQuinta Yakima WA,2609,5415.00,
ACC_REG-33258/10,55.5,03/15/2024,950,950,33258/10,GV,Invoice,Import of sales discount from SPS,LaQuinta Yakima WA,2609,,5415.00
ACC_REG-33258/10,56,03/15/2024,974,,33258/10,GV,Invoice,Import of sales discount from SPS,LaQuinta Yakima WA,2609,1401.44,
ACC_REG-33258/10,56.5,03/15/2024,950,950,33258/10,GV,Invoice,Import of sales discount from SPS,LaQuinta Yakima WA,2609,,1401.44
ACC_REG-29889/8,57,03/20/2024,974,,29889/8,GV,Invoice,Import of sales discount from SPS,Nor Rehman,2609,3.64,
ACC_REG-29889/8,57.5,03/20/2024,950,950,29889/8,GV,Invoice,Import of sales discount from SPS,Nor Rehman,2609,,3.64
ACC_REG-32384/5,58,03/21/2024,974,,32384/5,GV,Invoice,Import of sales discount from SPS,RAMADA INN,2609,1.56,
ACC_REG-32384/5,58.5,03/21/2024,950,950,32384/5,GV,Invoice,Import of sales discount from SPS,RAMADA INN,2609,,1.56
ACC_REG-32384/5,59,03/21/2024,974,,32384/5,GV,Invoice,Import of sales discount from SPS,RAMADA INN,2609,26.91,
ACC_REG-32384/5,59.5,03/21/2024,950,950,32384/5,GV,Invoice,Import of sales discount from SPS,RAMADA INN,2609,,26.91
ACC_REG-34971,60,03/21/2024,974,,34971,GV,Invoice,Import of sales discount from SPS,LaQuinta Inn & Suites Oxford AL,2609,422.79,
ACC_REG-34971,60.5,03/21/2024,950,950,34971,GV,Invoice,Import of sales discount from SPS,LaQuinta Inn & Suites Oxford AL,2609,,422.79
ACC_REG-35985/10,61,03/26/2024,974,,35985/10,GV,Invoice,Import of sales discount from SPS,HILTON GARDENS- HOUSTON,2609,974.25,
ACC_REG-35985/10,61.5,03/26/2024,950,950,35985/10,GV,Invoice,Import of sales discount from SPS,HILTON GARDENS- HOUSTON,2609,,974.25
ACC_REG-34445,62,03/28/2024,974,,34445,GV,Invoice,Import of sales discount from SPS,Stay Bridge - Manteca - CA - Aman Dhillon,2609,26580.71,
ACC_REG-34445,62.5,03/28/2024,950,950,34445,GV,Invoice,Import of sales discount from SPS,Stay Bridge - Manteca - CA - Aman Dhillon,2609,,26580.71
ACC_REG-34573,63,03/28/2024,974,,34573,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality/ Marriott Mobile AL,2609,27415.84,
ACC_REG-34573,63.5,03/28/2024,950,950,34573,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality/ Marriott Mobile AL,2609,,27415.84
ACC_REG-34797,64,03/28/2024,974,,34797,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,2609,2787.88,
ACC_REG-34797,64.5,03/28/2024,950,950,34797,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,2609,,2787.88
ACC_REG-35695,65,04/01/2024,974,,35695,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,2609,4948.62,
ACC_REG-35695,65.5,04/01/2024,950,950,35695,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,2609,,4948.62
ACC_REG-30415/52,66,04/04/2024,974,,30415/52,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality/ Marriott Mobile AL,2609,25560.00,
ACC_REG-30415/52,66.5,04/04/2024,950,950,30415/52,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality/ Marriott Mobile AL,2609,,25560.00
ACC_REG-33337/6,67,04/04/2024,974,,33337/6,GV,Invoice,Import of sales discount from SPS,Laquinta Memphis,2609,2744.79,
ACC_REG-33337/6,67.5,04/04/2024,950,950,33337/6,GV,Invoice,Import of sales discount from SPS,Laquinta Memphis,2609,,2744.79
ACC_REG-35611,68,04/11/2024,974,,35611,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2609,10642.70,
ACC_REG-35611,68.5,04/11/2024,950,950,35611,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2609,,10642.70
ACC_REG-35589,69,04/12/2024,974,,35589,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2609,16991.51,
ACC_REG-35589,69.5,04/12/2024,950,950,35589,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2609,,16991.51
ACC_REG-34405,70,04/16/2024,974,,34405,GV,Invoice,Import of sales discount from SPS,La Quinta San Antonio 1,2609,1427.44,
ACC_REG-34405,70.5,04/16/2024,950,950,34405,GV,Invoice,Import of sales discount from SPS,La Quinta San Antonio 1,2609,,1427.44
ACC_REG-34691,71,04/18/2024,974,,34691,GV,Invoice,Import of sales discount from SPS,"Hampton Inn & Suites Enterprise,AL",2609,3642.88,
ACC_REG-34691,71.5,04/18/2024,950,950,34691,GV,Invoice,Import of sales discount from SPS,"Hampton Inn & Suites Enterprise,AL",2609,,3642.88
ACC_REG-35074,72,04/18/2024,974,,35074,GV,Invoice,Import of sales discount from SPS,Hampton Inn Rosenberg,2609,715.27,
ACC_REG-35074,72.5,04/18/2024,950,950,35074,GV,Invoice,Import of sales discount from SPS,Hampton Inn Rosenberg,2609,,715.27
ACC_REG-34361,73,04/19/2024,974,,34361,GV,Invoice,Import of sales discount from SPS,"Hampton Inn & Suites Enterprise,AL",2609,3995.81,
ACC_REG-34361,73.5,04/19/2024,950,950,34361,GV,Invoice,Import of sales discount from SPS,"Hampton Inn & Suites Enterprise,AL",2609,,3995.81
ACC_REG-35593,74,04/23/2024,974,,35593,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2804,3885.99,
ACC_REG-35593,74.5,04/23/2024,950,950,35593,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2804,,3885.99
ACC_REG-35079/6,75,04/24/2024,974,,35079/6,GV,Invoice,Import of sales discount from SPS,Hampton Inn Rosenberg,2804,3750.61,
ACC_REG-35079/6,75.5,04/24/2024,950,950,35079/6,GV,Invoice,Import of sales discount from SPS,Hampton Inn Rosenberg,2804,,3750.61
ACC_REG-34801,76,04/25/2024,974,,34801,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,2804,407.94,
ACC_REG-34801,76.5,04/25/2024,950,950,34801,GV,Invoice,Import of sales discount from SPS,La Quinta by Wyndham Dallas DFW Airport N,2804,,407.94
ACC_REG-32437/2,77,04/30/2024,974,,32437/2,GV,Invoice,Import of sales discount from SPS,LaQuinta - Columbia SC - Ashok Patel,2804,1392.11,
ACC_REG-32437/2,77.5,04/30/2024,950,950,32437/2,GV,Invoice,Import of sales discount from SPS,LaQuinta - Columbia SC - Ashok Patel,2804,,1392.11
ACC_REG-35597/2,78,05/01/2024,974,,35597/2,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2609,27836.28,
ACC_REG-35597/2,78.5,05/01/2024,950,950,35597/2,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2609,,27836.28
ACC_REG-35601,79,05/03/2024,974,,35601,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2609,5335.06,
ACC_REG-35601,79.5,05/03/2024,950,950,35601,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2609,,5335.06
ACC_REG-35608/2,80,05/03/2024,974,,35608/2,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2804,5812.44,
ACC_REG-35608/2,80.5,05/03/2024,950,950,35608/2,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2804,,5812.44
ACC_REG-35591,81,05/07/2024,974,,35591,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2491,2735.40,
ACC_REG-35591,81.5,05/07/2024,950,950,35591,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2491,,2735.40
ACC_REG-35602,82,05/07/2024,974,,35602,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2804,2945.90,
ACC_REG-35602,82.5,05/07/2024,950,950,35602,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2804,,2945.90
ACC_REG-35605,83,05/07/2024,974,,35605,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2804,433.87,
ACC_REG-35605,83.5,05/07/2024,950,950,35605,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2804,,433.87
ACC_REG-35610,84,05/07/2024,974,,35610,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2609,167.65,
ACC_REG-35610,84.5,05/07/2024,950,950,35610,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2609,,167.65
ACC_REG-35693,85,05/09/2024,974,,35693,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,2804,2340.04,
ACC_REG-35693,85.5,05/09/2024,950,950,35693,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,2804,,2340.04
ACC_REG-35598,86,05/13/2024,974,,35598,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,3329,3711.11,
ACC_REG-35598,86.5,05/13/2024,950,950,35598,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,3329,,3711.11
ACC_REG-35590,87,05/15/2024,974,,35590,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2491,4073.03,
ACC_REG-35590,87.5,05/15/2024,950,950,35590,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,2491,,4073.03
ACC_REG-36279,88,05/15/2024,974,,36279,GV,Invoice,Import of sales discount from SPS,Arjun Demla,2609,0.04,
ACC_REG-36279,88.5,05/15/2024,950,950,36279,GV,Invoice,Import of sales discount from SPS,Arjun Demla,2609,,0.04
ACC_REG-35216/3,89,05/20/2024,974,,35216/3,GV,Invoice,Import of sales discount from SPS,Ascent Residence inn Montgomery,2609,8882.07,
ACC_REG-35216/3,89.5,05/20/2024,950,950,35216/3,GV,Invoice,Import of sales discount from SPS,Ascent Residence inn Montgomery,2609,,8882.07
ACC_REG-34407/2,90,05/21/2024,974,,34407/2,GV,Invoice,Import of sales discount from SPS,La Quinta San Antonio 1,2609,7590.73,
ACC_REG-34407/2,90.5,05/21/2024,950,950,34407/2,GV,Invoice,Import of sales discount from SPS,La Quinta San Antonio 1,2609,,7590.73
ACC_REG-35080,91,05/23/2024,974,,35080,GV,Invoice,Import of sales discount from SPS,Hampton Inn Rosenberg,2609,115.50,
ACC_REG-35080,91.5,05/23/2024,950,950,35080,GV,Invoice,Import of sales discount from SPS,Hampton Inn Rosenberg,2609,,115.50
