External ID,SL no,Debit,Account Internal ID,Credit ,credit,Date,Invoice,Customer/vendor,Entity ID,Description,Debit Amt,Credit Amt
AUGREVENUE-34916/3,210.5,,972,A40001 - Sales Income (New),972,08/30/2025,34916/3,Wingate/ Hawthorne Kingman,3401,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-34959,211,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,34959,CAMBRIA NASHVILLE,3322,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-34959,211.5,,972,A40001 - Sales Income (New),972,08/30/2025,34959,CAMBRIA NASHVILLE,3322,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-34970/3,212,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,34970/3,LaQuinta Inn & Suites Oxford AL,2752,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-34970/3,212.5,,972,A40001 - Sales Income (New),972,08/30/2025,34970/3,LaQuinta Inn & Suites Oxford AL,2752,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35012/12,213,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35012/12,Jaimin Patel,571,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35012/12,213.5,,972,A40001 - Sales Income (New),972,08/30/2025,35012/12,Jaimin Patel,571,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35057/6,214,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35057/6,Devkrupa Hospitality Inc.,516,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35057/6,214.5,,972,A40001 - Sales Income (New),972,08/30/2025,35057/6,Devkrupa Hospitality Inc.,516,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35065/7,215,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35065/7,Jaimin Patel,571,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35065/7,215.5,,972,A40001 - Sales Income (New),972,08/30/2025,35065/7,Jaimin Patel,571,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35066/2,216,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35066/2,Jaimin Patel,571,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35066/2,216.5,,972,A40001 - Sales Income (New),972,08/30/2025,35066/2,Jaimin Patel,571,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35082/6,217,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35082/6,Hampton Inn Rosenberg,2520,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35082/6,217.5,,972,A40001 - Sales Income (New),972,08/30/2025,35082/6,Hampton Inn Rosenberg,2520,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35101/10,218,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35101/10,Sonder,690,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35101/10,218.5,,972,A40001 - Sales Income (New),972,08/30/2025,35101/10,Sonder,690,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35101/9,219,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35101/9,Sonder,690,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35101/9,219.5,,972,A40001 - Sales Income (New),972,08/30/2025,35101/9,Sonder,690,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35103/7,220,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35103/7,THE TD GROUP,3539,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35103/7,220.5,,972,A40001 - Sales Income (New),972,08/30/2025,35103/7,THE TD GROUP,3539,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35113/2,221,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35113/2,Layered Dimensions Interior Design,3540,Aug 25 product revenue in SPS,267.47,
AUGREVENUE-35113/2,221.5,,972,A40001 - Sales Income (New),972,08/30/2025,35113/2,Layered Dimensions Interior Design,3540,Aug 25 product revenue in SPS,,267.47
AUGREVENUE-35121/3,222,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35121/3,LAQUINTA TRINIDAD CO,2707,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35121/3,222.5,,972,A40001 - Sales Income (New),972,08/30/2025,35121/3,LAQUINTA TRINIDAD CO,2707,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35139/2,223,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35139/2,La Quinta Brookshire TX,3541,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35139/2,223.5,,972,A40001 - Sales Income (New),972,08/30/2025,35139/2,La Quinta Brookshire TX,3541,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35162/3,224,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35162/3,La Quinta Inn - Sarasota FL - Raj Mukkirla,2607,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35162/3,224.5,,972,A40001 - Sales Income (New),972,08/30/2025,35162/3,La Quinta Inn - Sarasota FL - Raj Mukkirla,2607,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35170/6,225,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35170/6,"ECHO SUITES /MCP Development, Inc",3329,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35170/6,225.5,,972,A40001 - Sales Income (New),972,08/30/2025,35170/6,"ECHO SUITES /MCP Development, Inc",3329,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35224/2,226,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35224/2,"La Quinta - Chelsea,AL",3355,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35224/2,226.5,,972,A40001 - Sales Income (New),972,08/30/2025,35224/2,"La Quinta - Chelsea,AL",3355,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35234/3,227,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35234/3,"La Quinta - Chelsea,AL",3355,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35234/3,227.5,,972,A40001 - Sales Income (New),972,08/30/2025,35234/3,"La Quinta - Chelsea,AL",3355,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35235/5,228,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35235/5,"La Quinta - Chelsea,AL",3355,Aug 25 product revenue in SPS,10.48,
AUGREVENUE-35235/5,228.5,,972,A40001 - Sales Income (New),972,08/30/2025,35235/5,"La Quinta - Chelsea,AL",3355,Aug 25 product revenue in SPS,,10.48
AUGREVENUE-35235/6,229,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35235/6,"La Quinta - Chelsea,AL",3355,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35235/6,229.5,,972,A40001 - Sales Income (New),972,08/30/2025,35235/6,"La Quinta - Chelsea,AL",3355,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35235/7,230,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35235/7,"La Quinta - Chelsea,AL",3355,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35235/7,230.5,,972,A40001 - Sales Income (New),972,08/30/2025,35235/7,"La Quinta - Chelsea,AL",3355,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35235/8,231,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35235/8,"La Quinta - Chelsea,AL",3355,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35235/8,231.5,,972,A40001 - Sales Income (New),972,08/30/2025,35235/8,"La Quinta - Chelsea,AL",3355,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35266/14,232,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35266/14,Graniti Vicentia,1938,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35266/14,232.5,,972,A40001 - Sales Income (New),972,08/30/2025,35266/14,Graniti Vicentia,1938,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35266/15,233,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35266/15,Graniti Vicentia,1938,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35266/15,233.5,,972,A40001 - Sales Income (New),972,08/30/2025,35266/15,Graniti Vicentia,1938,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35289/5,234,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35289/5,Kanti kusum Inc,576,Aug 25 product revenue in SPS,2201.64,
AUGREVENUE-35289/5,234.5,,972,A40001 - Sales Income (New),972,08/30/2025,35289/5,Kanti kusum Inc,576,Aug 25 product revenue in SPS,,2201.64
AUGREVENUE-35309/3,235,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35309/3,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35309/3,235.5,,972,A40001 - Sales Income (New),972,08/30/2025,35309/3,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35322/10,236,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35322/10,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35322/10,236.5,,972,A40001 - Sales Income (New),972,08/30/2025,35322/10,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35322/11,237,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35322/11,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35322/11,237.5,,972,A40001 - Sales Income (New),972,08/30/2025,35322/11,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35327/5,238,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35327/5,"Candlewood Suites -Columbus,Oh-Kautilya group",3324,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35327/5,238.5,,972,A40001 - Sales Income (New),972,08/30/2025,35327/5,"Candlewood Suites -Columbus,Oh-Kautilya group",3324,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35333/7,239,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35333/7,"Candlewood Suites -Columbus,Oh-Kautilya group",3324,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35333/7,239.5,,972,A40001 - Sales Income (New),972,08/30/2025,35333/7,"Candlewood Suites -Columbus,Oh-Kautilya group",3324,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35336/4,240,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35336/4,"Candlewood Suites -Columbus,Oh-Kautilya group",3324,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35336/4,240.5,,972,A40001 - Sales Income (New),972,08/30/2025,35336/4,"Candlewood Suites -Columbus,Oh-Kautilya group",3324,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35349/14,241,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35349/14,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35349/14,241.5,,972,A40001 - Sales Income (New),972,08/30/2025,35349/14,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35349/2,242,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35349/2,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35349/2,242.5,,972,A40001 - Sales Income (New),972,08/30/2025,35349/2,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35392/5,243,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35392/5,"HOME 2 SUITES - Lake Jackson, TX",2677,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35392/5,243.5,,972,A40001 - Sales Income (New),972,08/30/2025,35392/5,"HOME 2 SUITES - Lake Jackson, TX",2677,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35399/10,244,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35399/10,"HOME 2 SUITES - Lake Jackson, TX",2677,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35399/10,244.5,,972,A40001 - Sales Income (New),972,08/30/2025,35399/10,"HOME 2 SUITES - Lake Jackson, TX",2677,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35431/8,245,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35431/8,"Jay Sun Hospitality LLC / La Quinta La Habra,CA",3351,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35431/8,245.5,,972,A40001 - Sales Income (New),972,08/30/2025,35431/8,"Jay Sun Hospitality LLC / La Quinta La Habra,CA",3351,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35438/5,246,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35438/5,"Jay Sun Hospitality LLC / La Quinta La Habra,CA",3351,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35438/5,246.5,,972,A40001 - Sales Income (New),972,08/30/2025,35438/5,"Jay Sun Hospitality LLC / La Quinta La Habra,CA",3351,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35438/6,247,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35438/6,"Jay Sun Hospitality LLC / La Quinta La Habra,CA",3351,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35438/6,247.5,,972,A40001 - Sales Income (New),972,08/30/2025,35438/6,"Jay Sun Hospitality LLC / La Quinta La Habra,CA",3351,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35440/8,248,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35440/8,"Jay Sun Hospitality LLC / La Quinta La Habra,CA",3351,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35440/8,248.5,,972,A40001 - Sales Income (New),972,08/30/2025,35440/8,"Jay Sun Hospitality LLC / La Quinta La Habra,CA",3351,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35441/9,249,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35441/9,"Jay Sun Hospitality LLC / La Quinta La Habra,CA",3351,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35441/9,249.5,,972,A40001 - Sales Income (New),972,08/30/2025,35441/9,"Jay Sun Hospitality LLC / La Quinta La Habra,CA",3351,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35446/5,250,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35446/5,"Jay Sun Hospitality LLC / La Quinta La Habra,CA",3351,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35446/5,250.5,,972,A40001 - Sales Income (New),972,08/30/2025,35446/5,"Jay Sun Hospitality LLC / La Quinta La Habra,CA",3351,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35485/5,251,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35485/5,Interstate Construction Corp,569,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35485/5,251.5,,972,A40001 - Sales Income (New),972,08/30/2025,35485/5,Interstate Construction Corp,569,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35492/5,252,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35492/5,"Krushiker Hospitality Group, Inc/ Homewood Suites- Fayetteville, AR",3542,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35492/5,252.5,,972,A40001 - Sales Income (New),972,08/30/2025,35492/5,"Krushiker Hospitality Group, Inc/ Homewood Suites- Fayetteville, AR",3542,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35497/4,253,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35497/4,"Krushiker Hospitality Group, Inc/ Homewood Suites- Fayetteville, AR",3542,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35497/4,253.5,,972,A40001 - Sales Income (New),972,08/30/2025,35497/4,"Krushiker Hospitality Group, Inc/ Homewood Suites- Fayetteville, AR",3542,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35501/12,254,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35501/12,Marriott Fairfield Harrisburg PA,3529,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35501/12,254.5,,972,A40001 - Sales Income (New),972,08/30/2025,35501/12,Marriott Fairfield Harrisburg PA,3529,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35545/3,255,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35545/3,Wingate Owensboro_KY,3400,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35545/3,255.5,,972,A40001 - Sales Income (New),972,08/30/2025,35545/3,Wingate Owensboro_KY,3400,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35595/7,256,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35595/7,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35595/7,256.5,,972,A40001 - Sales Income (New),972,08/30/2025,35595/7,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35597/4,257,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35597/4,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35597/4,257.5,,972,A40001 - Sales Income (New),972,08/30/2025,35597/4,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35599/9,258,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35599/9,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35599/9,258.5,,972,A40001 - Sales Income (New),972,08/30/2025,35599/9,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35602/8,259,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35602/8,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,7.63,
AUGREVENUE-35602/8,259.5,,972,A40001 - Sales Income (New),972,08/30/2025,35602/8,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,,7.63
AUGREVENUE-35606/2,260,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35606/2,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35606/2,260.5,,972,A40001 - Sales Income (New),972,08/30/2025,35606/2,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35606/4,261,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35606/4,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35606/4,261.5,,972,A40001 - Sales Income (New),972,08/30/2025,35606/4,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35611/13,262,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35611/13,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35611/13,262.5,,972,A40001 - Sales Income (New),972,08/30/2025,35611/13,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35611/14,263,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35611/14,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35611/14,263.5,,972,A40001 - Sales Income (New),972,08/30/2025,35611/14,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35611/15,264,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35611/15,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35611/15,264.5,,972,A40001 - Sales Income (New),972,08/30/2025,35611/15,Ascent Hospitality Element Carmel Indiana,3314,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35614/10,265,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35614/10,Wyndham Garden Newark,3543,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35614/10,265.5,,972,A40001 - Sales Income (New),972,08/30/2025,35614/10,Wyndham Garden Newark,3543,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35620/10,266,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35620/10,"Las Vegas Resort Holdings, LLC",3368,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35620/10,266.5,,972,A40001 - Sales Income (New),972,08/30/2025,35620/10,"Las Vegas Resort Holdings, LLC",3368,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35620/6,267,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35620/6,"Las Vegas Resort Holdings, LLC",3368,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35620/6,267.5,,972,A40001 - Sales Income (New),972,08/30/2025,35620/6,"Las Vegas Resort Holdings, LLC",3368,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35620/7,268,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35620/7,"Las Vegas Resort Holdings, LLC",3368,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35620/7,268.5,,972,A40001 - Sales Income (New),972,08/30/2025,35620/7,"Las Vegas Resort Holdings, LLC",3368,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35620/8,269,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35620/8,"Las Vegas Resort Holdings, LLC",3368,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35620/8,269.5,,972,A40001 - Sales Income (New),972,08/30/2025,35620/8,"Las Vegas Resort Holdings, LLC",3368,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35620/9,270,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35620/9,"Las Vegas Resort Holdings, LLC",3368,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35620/9,270.5,,972,A40001 - Sales Income (New),972,08/30/2025,35620/9,"Las Vegas Resort Holdings, LLC",3368,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35654/5,271,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35654/5,Wyndham Trademark Fredericksburg,3404,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35654/5,271.5,,972,A40001 - Sales Income (New),972,08/30/2025,35654/5,Wyndham Trademark Fredericksburg,3404,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35654/6,272,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35654/6,Wyndham Trademark Fredericksburg,3404,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35654/6,272.5,,972,A40001 - Sales Income (New),972,08/30/2025,35654/6,Wyndham Trademark Fredericksburg,3404,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35654/7,273,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35654/7,Wyndham Trademark Fredericksburg,3404,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35654/7,273.5,,972,A40001 - Sales Income (New),972,08/30/2025,35654/7,Wyndham Trademark Fredericksburg,3404,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35698/3,274,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35698/3,Ascent hospitality Home2 West Lafayette IN,3317,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35698/3,274.5,,972,A40001 - Sales Income (New),972,08/30/2025,35698/3,Ascent hospitality Home2 West Lafayette IN,3317,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35711/5,275,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35711/5,Ascent hospitality Home2 Suites Fairburn GA,3316,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35711/5,275.5,,972,A40001 - Sales Income (New),972,08/30/2025,35711/5,Ascent hospitality Home2 Suites Fairburn GA,3316,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35727/2,276,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35727/2,"Las Vegas Resort Holdings, LLC",3368,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35727/2,276.5,,972,A40001 - Sales Income (New),972,08/30/2025,35727/2,"Las Vegas Resort Holdings, LLC",3368,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35728/11,277,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35728/11,Ascent hospitality Home2 Suites Fairburn GA,3316,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35728/11,277.5,,972,A40001 - Sales Income (New),972,08/30/2025,35728/11,Ascent hospitality Home2 Suites Fairburn GA,3316,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35756/4,278,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35756/4,"La Quinta Hawthorn - Miamisburg, OH",3358,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35756/4,278.5,,972,A40001 - Sales Income (New),972,08/30/2025,35756/4,"La Quinta Hawthorn - Miamisburg, OH",3358,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35763/5,279,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35763/5,"La Quinta Hawthorn - Miamisburg, OH",3358,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35763/5,279.5,,972,A40001 - Sales Income (New),972,08/30/2025,35763/5,"La Quinta Hawthorn - Miamisburg, OH",3358,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35772/5,280,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35772/5,"La Quinta Hawthorn - Miamisburg, OH",3358,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35772/5,280.5,,972,A40001 - Sales Income (New),972,08/30/2025,35772/5,"La Quinta Hawthorn - Miamisburg, OH",3358,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35784/4,281,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35784/4,Stay Bridge - Manteca - CA - Aman Dhillon,3389,Aug 25 product revenue in SPS,107465.38,
AUGREVENUE-35784/4,281.5,,972,A40001 - Sales Income (New),972,08/30/2025,35784/4,Stay Bridge - Manteca - CA - Aman Dhillon,3389,Aug 25 product revenue in SPS,,107465.38
AUGREVENUE-35785/3,282,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35785/3,"Ritzway Group, LLC / Crowne Plaza Galleria Area",3381,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35785/3,282.5,,972,A40001 - Sales Income (New),972,08/30/2025,35785/3,"Ritzway Group, LLC / Crowne Plaza Galleria Area",3381,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-35796/4,283,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35796/4,Fairfield Townplace East Hartford,3335,Aug 25 product revenue in SPS,571.46,
AUGREVENUE-35796/4,283.5,,972,A40001 - Sales Income (New),972,08/30/2025,35796/4,Fairfield Townplace East Hartford,3335,Aug 25 product revenue in SPS,,571.46
AUGREVENUE-35796/5,284,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,35796/5,Fairfield Townplace East Hartford,3335,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-35796/5,284.5,,972,A40001 - Sales Income (New),972,08/30/2025,35796/5,Fairfield Townplace East Hartford,3335,Aug 25 product revenue in SPS,,0.00
