External ID,SL no,Debit,Account Internal ID,Credit ,credit,Date,Invoice,Customer/vendor,Entity ID,Description,Debit Amt,Credit Amt
AUGREVENUE-38543/5,636,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38543/5,Ramada Plaza Resort & Suites Orlando/ MIC Hotel Corp,3556,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38543/5,636.5,,972,A40001 - Sales Income (New),972,08/30/2025,38543/5,Ramada Plaza Resort & Suites Orlando/ MIC Hotel Corp,3556,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38546,637,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38546,Northlake Innkeepers I Ltd.,3375,Aug 25 product revenue in SPS,42122.14,
AUGREVENUE-38546,637.5,,972,A40001 - Sales Income (New),972,08/30/2025,38546,Northlake Innkeepers I Ltd.,3375,Aug 25 product revenue in SPS,,42122.14
AUGREVENUE-38555/10,638,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38555/10,Springhill Greensboro NC,2450,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38555/10,638.5,,972,A40001 - Sales Income (New),972,08/30/2025,38555/10,Springhill Greensboro NC,2450,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38565/9,639,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38565/9,Mesquite Gaming,1554,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38565/9,639.5,,972,A40001 - Sales Income (New),972,08/30/2025,38565/9,Mesquite Gaming,1554,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38567/2,640,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38567/2,Mesquite Gaming,1554,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38567/2,640.5,,972,A40001 - Sales Income (New),972,08/30/2025,38567/2,Mesquite Gaming,1554,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38576/2,641,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38576/2,Mesquite Gaming,1554,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38576/2,641.5,,972,A40001 - Sales Income (New),972,08/30/2025,38576/2,Mesquite Gaming,1554,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38577/5,642,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38577/5,Mesquite Gaming,1554,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38577/5,642.5,,972,A40001 - Sales Income (New),972,08/30/2025,38577/5,Mesquite Gaming,1554,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38580/2,643,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38580/2,Mesquite Gaming,1554,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38580/2,643.5,,972,A40001 - Sales Income (New),972,08/30/2025,38580/2,Mesquite Gaming,1554,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38587/4,644,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38587/4,Wingate by Wyndham Pueblo CO.,2491,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38587/4,644.5,,972,A40001 - Sales Income (New),972,08/30/2025,38587/4,Wingate by Wyndham Pueblo CO.,2491,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38587/5,645,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38587/5,Wingate by Wyndham Pueblo CO.,2491,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38587/5,645.5,,972,A40001 - Sales Income (New),972,08/30/2025,38587/5,Wingate by Wyndham Pueblo CO.,2491,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38612/2,646,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38612/2,LAQUINTA TRINIDAD CO,2707,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38612/2,646.5,,972,A40001 - Sales Income (New),972,08/30/2025,38612/2,LAQUINTA TRINIDAD CO,2707,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38628/10,647,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38628/10,La Quinta Auburn AL,2171,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38628/10,647.5,,972,A40001 - Sales Income (New),972,08/30/2025,38628/10,La Quinta Auburn AL,2171,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38628/9,648,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38628/9,La Quinta Auburn AL,2171,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38628/9,648.5,,972,A40001 - Sales Income (New),972,08/30/2025,38628/9,La Quinta Auburn AL,2171,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38630/23,649,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38630/23,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38630/23,649.5,,972,A40001 - Sales Income (New),972,08/30/2025,38630/23,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38630/24,650,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38630/24,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38630/24,650.5,,972,A40001 - Sales Income (New),972,08/30/2025,38630/24,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38630/25,651,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38630/25,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38630/25,651.5,,972,A40001 - Sales Income (New),972,08/30/2025,38630/25,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38630/26,652,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38630/26,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38630/26,652.5,,972,A40001 - Sales Income (New),972,08/30/2025,38630/26,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38636/2,653,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38636/2,"HFD HAWTHORN/LA QUINTA, MEBANE, NC",2623,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38636/2,653.5,,972,A40001 - Sales Income (New),972,08/30/2025,38636/2,"HFD HAWTHORN/LA QUINTA, MEBANE, NC",2623,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38637/3,654,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38637/3,Hampton Inn Nashville,3338,Aug 25 product revenue in SPS,185760.69,
AUGREVENUE-38637/3,654.5,,972,A40001 - Sales Income (New),972,08/30/2025,38637/3,Hampton Inn Nashville,3338,Aug 25 product revenue in SPS,,185760.69
AUGREVENUE-38651,655,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38651,Nancy Paolino,2702,Aug 25 product revenue in SPS,6400.00,
AUGREVENUE-38651,655.5,,972,A40001 - Sales Income (New),972,08/30/2025,38651,Nancy Paolino,2702,Aug 25 product revenue in SPS,,6400.00
AUGREVENUE-38654/2,656,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38654/2,Finecraft Contractors,1711,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38654/2,656.5,,972,A40001 - Sales Income (New),972,08/30/2025,38654/2,Finecraft Contractors,1711,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38671/6,657,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38671/6,Monsoon Flower LLC,1720,Aug 25 product revenue in SPS,55417.46,
AUGREVENUE-38671/6,657.5,,972,A40001 - Sales Income (New),972,08/30/2025,38671/6,Monsoon Flower LLC,1720,Aug 25 product revenue in SPS,,55417.46
AUGREVENUE-38671/7,658,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38671/7,Monsoon Flower LLC,1720,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38671/7,658.5,,972,A40001 - Sales Income (New),972,08/30/2025,38671/7,Monsoon Flower LLC,1720,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38672/2,659,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38672/2,"Someshwar Motel LLC - Comfort Inn Ogallala, NE",3388,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38672/2,659.5,,972,A40001 - Sales Income (New),972,08/30/2025,38672/2,"Someshwar Motel LLC - Comfort Inn Ogallala, NE",3388,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38672/3,660,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38672/3,"Someshwar Motel LLC - Comfort Inn Ogallala, NE",3388,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38672/3,660.5,,972,A40001 - Sales Income (New),972,08/30/2025,38672/3,"Someshwar Motel LLC - Comfort Inn Ogallala, NE",3388,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38738/2,661,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38738/2,Auburn Hospitality Group,1548,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38738/2,661.5,,972,A40001 - Sales Income (New),972,08/30/2025,38738/2,Auburn Hospitality Group,1548,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38740/2,662,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38740/2,"Residence Inn Pearland, TX",2466,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38740/2,662.5,,972,A40001 - Sales Income (New),972,08/30/2025,38740/2,"Residence Inn Pearland, TX",2466,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38747/14,663,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38747/14,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38747/14,663.5,,972,A40001 - Sales Income (New),972,08/30/2025,38747/14,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38754/3,664,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38754/3,Hawthorne Suites- Alpine WY,2710,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38754/3,664.5,,972,A40001 - Sales Income (New),972,08/30/2025,38754/3,Hawthorne Suites- Alpine WY,2710,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38755/4,665,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38755/4,Springhill Greensboro NC,2450,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-38755/4,665.5,,972,A40001 - Sales Income (New),972,08/30/2025,38755/4,Springhill Greensboro NC,2450,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-38791,666,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38791,Floor Source,2307,Aug 25 product revenue in SPS,3128.97,
AUGREVENUE-38791,666.5,,972,A40001 - Sales Income (New),972,08/30/2025,38791,Floor Source,2307,Aug 25 product revenue in SPS,,3128.97
AUGREVENUE-38806,667,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38806,MCP Group,596,Aug 25 product revenue in SPS,90040.00,
AUGREVENUE-38806,667.5,,972,A40001 - Sales Income (New),972,08/30/2025,38806,MCP Group,596,Aug 25 product revenue in SPS,,90040.00
AUGREVENUE-38817,668,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38817,E&S Flooring LLC,524,Aug 25 product revenue in SPS,3338.15,
AUGREVENUE-38817,668.5,,972,A40001 - Sales Income (New),972,08/30/2025,38817,E&S Flooring LLC,524,Aug 25 product revenue in SPS,,3338.15
AUGREVENUE-38834,669,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38834,"Supreme Bright Albuquerque I, LLC",2537,Aug 25 product revenue in SPS,29900.00,
AUGREVENUE-38834,669.5,,972,A40001 - Sales Income (New),972,08/30/2025,38834,"Supreme Bright Albuquerque I, LLC",2537,Aug 25 product revenue in SPS,,29900.00
AUGREVENUE-38839,670,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38839,Intertech Flooring,2191,Aug 25 product revenue in SPS,1498.38,
AUGREVENUE-38839,670.5,,972,A40001 - Sales Income (New),972,08/30/2025,38839,Intertech Flooring,2191,Aug 25 product revenue in SPS,,1498.38
AUGREVENUE-38846,671,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38846,Contractors Tiles Plus,498,Aug 25 product revenue in SPS,5544.58,
AUGREVENUE-38846,671.5,,972,A40001 - Sales Income (New),972,08/30/2025,38846,Contractors Tiles Plus,498,Aug 25 product revenue in SPS,,5544.58
AUGREVENUE-38850,672,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38850,CAMARATA MASONRY SYSTEMS,487,Aug 25 product revenue in SPS,30081.78,
AUGREVENUE-38850,672.5,,972,A40001 - Sales Income (New),972,08/30/2025,38850,CAMARATA MASONRY SYSTEMS,487,Aug 25 product revenue in SPS,,30081.78
AUGREVENUE-38874,673,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38874,AQUATERRA OUTDOORS,454,Aug 25 product revenue in SPS,705.25,
AUGREVENUE-38874,673.5,,972,A40001 - Sales Income (New),972,08/30/2025,38874,AQUATERRA OUTDOORS,454,Aug 25 product revenue in SPS,,705.25
AUGREVENUE-38889,674,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38889,"Residence Inn Pearland, TX",2466,Aug 25 product revenue in SPS,2080.03,
AUGREVENUE-38889,674.5,,972,A40001 - Sales Income (New),972,08/30/2025,38889,"Residence Inn Pearland, TX",2466,Aug 25 product revenue in SPS,,2080.03
AUGREVENUE-38953,675,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38953,Floor Source,2307,Aug 25 product revenue in SPS,2254.28,
AUGREVENUE-38953,675.5,,972,A40001 - Sales Income (New),972,08/30/2025,38953,Floor Source,2307,Aug 25 product revenue in SPS,,2254.28
AUGREVENUE-38954,676,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38954,SET Floors,933,Aug 25 product revenue in SPS,10400.00,
AUGREVENUE-38954,676.5,,972,A40001 - Sales Income (New),972,08/30/2025,38954,SET Floors,933,Aug 25 product revenue in SPS,,10400.00
AUGREVENUE-38970,677,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38970,Landrys,2499,Aug 25 product revenue in SPS,127.68,
AUGREVENUE-38970,677.5,,972,A40001 - Sales Income (New),972,08/30/2025,38970,Landrys,2499,Aug 25 product revenue in SPS,,127.68
AUGREVENUE-38981,678,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38981,Floor Source,2307,Aug 25 product revenue in SPS,793.26,
AUGREVENUE-38981,678.5,,972,A40001 - Sales Income (New),972,08/30/2025,38981,Floor Source,2307,Aug 25 product revenue in SPS,,793.26
AUGREVENUE-38983,679,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38983,Graniti Vicentia,1938,Aug 25 product revenue in SPS,23686.73,
AUGREVENUE-38983,679.5,,972,A40001 - Sales Income (New),972,08/30/2025,38983,Graniti Vicentia,1938,Aug 25 product revenue in SPS,,23686.73
AUGREVENUE-38993,680,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38993,Fairfield Townplace East Hartford,3335,Aug 25 product revenue in SPS,32760.00,
AUGREVENUE-38993,680.5,,972,A40001 - Sales Income (New),972,08/30/2025,38993,Fairfield Townplace East Hartford,3335,Aug 25 product revenue in SPS,,32760.00
AUGREVENUE-38996,681,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,38996,La Quinta Athens Alabama,2442,Aug 25 product revenue in SPS,1777.50,
AUGREVENUE-38996,681.5,,972,A40001 - Sales Income (New),972,08/30/2025,38996,La Quinta Athens Alabama,2442,Aug 25 product revenue in SPS,,1777.50
AUGREVENUE-39002,682,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,39002,ZENITH ROOFING SERVICES,733,Aug 25 product revenue in SPS,30800.00,
AUGREVENUE-39002,682.5,,972,A40001 - Sales Income (New),972,08/30/2025,39002,ZENITH ROOFING SERVICES,733,Aug 25 product revenue in SPS,,30800.00
AUGREVENUE-39010,683,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,39010,Atmosphere Commercial Interiors,1576,Aug 25 product revenue in SPS,709.87,
AUGREVENUE-39010,683.5,,972,A40001 - Sales Income (New),972,08/30/2025,39010,Atmosphere Commercial Interiors,1576,Aug 25 product revenue in SPS,,709.87
AUGREVENUE-39040/2,684,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,39040/2,Trilogy Autograph Huntsville,2453,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-39040/2,684.5,,972,A40001 - Sales Income (New),972,08/30/2025,39040/2,Trilogy Autograph Huntsville,2453,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-39081/2,685,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,39081/2,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-39081/2,685.5,,972,A40001 - Sales Income (New),972,08/30/2025,39081/2,Ascent Hospitality- Autograph Huntsville,3318,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-39090,686,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,39090,ISLAMIC EDUCATION CENTER,3559,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-39090,686.5,,972,A40001 - Sales Income (New),972,08/30/2025,39090,ISLAMIC EDUCATION CENTER,3559,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-39123,687,A11001 - Accounts Receivable (New),950,,#VALUE!,08/30/2025,39123,Darien Heights Residences,506,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-39123,687.5,,972,A40001 - Sales Income (New),972,08/30/2025,39123,Darien Heights Residences,506,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-28481/5,688,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,28481/5,Continental Inns of America La Quinta Inn,3153,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-28481/5,688.5,,972,A40001 - Sales Income (New),972,08/31/2025,28481/5,Continental Inns of America La Quinta Inn,3153,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-30816/8,689,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,30816/8,"Weaver Cooke Construction, LLC>",3399,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-30816/8,689.5,,972,A40001 - Sales Income (New),972,08/31/2025,30816/8,"Weaver Cooke Construction, LLC>",3399,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-31759/3,690,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,31759/3,Fyffe Construction CO/ LaQuinta Manchester,3527,Aug 25 product revenue in SPS,1421.79,
AUGREVENUE-31759/3,690.5,,972,A40001 - Sales Income (New),972,08/31/2025,31759/3,Fyffe Construction CO/ LaQuinta Manchester,3527,Aug 25 product revenue in SPS,,1421.79
AUGREVENUE-32174/4,691,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,32174/4,Grand Sierra Resort & Casino,546,Aug 25 product revenue in SPS,92649.31,
AUGREVENUE-32174/4,691.5,,972,A40001 - Sales Income (New),972,08/31/2025,32174/4,Grand Sierra Resort & Casino,546,Aug 25 product revenue in SPS,,92649.31
AUGREVENUE-32178/6,692,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,32178/6,Grand Sierra Resort & Casino,546,Aug 25 product revenue in SPS,77496.30,
AUGREVENUE-32178/6,692.5,,972,A40001 - Sales Income (New),972,08/31/2025,32178/6,Grand Sierra Resort & Casino,546,Aug 25 product revenue in SPS,,77496.30
AUGREVENUE-32179/4,693,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,32179/4,Grand Sierra Resort & Casino,546,Aug 25 product revenue in SPS,158263.40,
AUGREVENUE-32179/4,693.5,,972,A40001 - Sales Income (New),972,08/31/2025,32179/4,Grand Sierra Resort & Casino,546,Aug 25 product revenue in SPS,,158263.40
AUGREVENUE-32181/3,694,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,32181/3,Grand Sierra Resort & Casino,546,Aug 25 product revenue in SPS,24326.89,
AUGREVENUE-32181/3,694.5,,972,A40001 - Sales Income (New),972,08/31/2025,32181/3,Grand Sierra Resort & Casino,546,Aug 25 product revenue in SPS,,24326.89
AUGREVENUE-32210/3,695,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,32210/3,Graniti Vicentia,1938,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-32210/3,695.5,,972,A40001 - Sales Income (New),972,08/31/2025,32210/3,Graniti Vicentia,1938,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-32212,696,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,32212,Grand Sierra Resort & Casino,546,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-32212,696.5,,972,A40001 - Sales Income (New),972,08/31/2025,32212,Grand Sierra Resort & Casino,546,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-32215/2,697,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,32215/2,Grand Sierra Resort & Casino,546,Aug 25 product revenue in SPS,2127.51,
AUGREVENUE-32215/2,697.5,,972,A40001 - Sales Income (New),972,08/31/2025,32215/2,Grand Sierra Resort & Casino,546,Aug 25 product revenue in SPS,,2127.51
AUGREVENUE-32217/6,698,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,32217/6,Grand Sierra Resort & Casino,546,Aug 25 product revenue in SPS,32809.47,
AUGREVENUE-32217/6,698.5,,972,A40001 - Sales Income (New),972,08/31/2025,32217/6,Grand Sierra Resort & Casino,546,Aug 25 product revenue in SPS,,32809.47
AUGREVENUE-32554/2,699,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,32554/2,Graniti Vicentia,1938,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-32554/2,699.5,,972,A40001 - Sales Income (New),972,08/31/2025,32554/2,Graniti Vicentia,1938,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-32650/2,700,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,32650/2,Graniti Vicentia,1938,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-32650/2,700.5,,972,A40001 - Sales Income (New),972,08/31/2025,32650/2,Graniti Vicentia,1938,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-32791/4,701,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,32791/4,Marriott Fairfield Harrisburg PA,3529,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-32791/4,701.5,,972,A40001 - Sales Income (New),972,08/31/2025,32791/4,Marriott Fairfield Harrisburg PA,3529,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-32813/3,702,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,32813/3,Graniti Vicentia,1938,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-32813/3,702.5,,972,A40001 - Sales Income (New),972,08/31/2025,32813/3,Graniti Vicentia,1938,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-33553/5,703,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,33553/5,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,Aug 25 product revenue in SPS,3259.34,
AUGREVENUE-33553/5,703.5,,972,A40001 - Sales Income (New),972,08/31/2025,33553/5,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,Aug 25 product revenue in SPS,,3259.34
AUGREVENUE-33554/4,704,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,33554/4,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,Aug 25 product revenue in SPS,2593.40,
AUGREVENUE-33554/4,704.5,,972,A40001 - Sales Income (New),972,08/31/2025,33554/4,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,Aug 25 product revenue in SPS,,2593.40
AUGREVENUE-33555/2,705,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,33555/2,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,Aug 25 product revenue in SPS,9081.10,
AUGREVENUE-33555/2,705.5,,972,A40001 - Sales Income (New),972,08/31/2025,33555/2,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,Aug 25 product revenue in SPS,,9081.10
AUGREVENUE-33556/8,706,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,33556/8,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,Aug 25 product revenue in SPS,5745.56,
AUGREVENUE-33556/8,706.5,,972,A40001 - Sales Income (New),972,08/31/2025,33556/8,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,Aug 25 product revenue in SPS,,5745.56
AUGREVENUE-33557/2,707,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,33557/2,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-33557/2,707.5,,972,A40001 - Sales Income (New),972,08/31/2025,33557/2,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-33559/5,708,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,33559/5,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,Aug 25 product revenue in SPS,2083.18,
AUGREVENUE-33559/5,708.5,,972,A40001 - Sales Income (New),972,08/31/2025,33559/5,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,Aug 25 product revenue in SPS,,2083.18
AUGREVENUE-33560/3,709,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,33560/3,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,Aug 25 product revenue in SPS,2578.21,
AUGREVENUE-33560/3,709.5,,972,A40001 - Sales Income (New),972,08/31/2025,33560/3,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,Aug 25 product revenue in SPS,,2578.21
AUGREVENUE-33561/3,710,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,33561/3,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,Aug 25 product revenue in SPS,3036.25,
AUGREVENUE-33561/3,710.5,,972,A40001 - Sales Income (New),972,08/31/2025,33561/3,La Quinta Inn & Suites- Seatac Airport- Seattle WA,2328,Aug 25 product revenue in SPS,,3036.25
AUGREVENUE-33587/2,711,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,33587/2,Graniti Vicentia,1938,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-33587/2,711.5,,972,A40001 - Sales Income (New),972,08/31/2025,33587/2,Graniti Vicentia,1938,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-33652/3,712,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,33652/3,Graniti Vicentia,1938,Aug 25 product revenue in SPS,0.00,
AUGREVENUE-33652/3,712.5,,972,A40001 - Sales Income (New),972,08/31/2025,33652/3,Graniti Vicentia,1938,Aug 25 product revenue in SPS,,0.00
AUGREVENUE-33729/4,713,A11001 - Accounts Receivable (New),950,,#VALUE!,08/31/2025,33729/4,LaQuinta/Hawthone - Knoxville TN - AMit,3367,Aug 25 product revenue in SPS,1863.21,
AUGREVENUE-33729/4,713.5,,972,A40001 - Sales Income (New),972,08/31/2025,33729/4,LaQuinta/Hawthone - Knoxville TN - AMit,3367,Aug 25 product revenue in SPS,,1863.21
