External ID,Document Number,Internal ID,Name,Main Line Name,Vendor internal ID,Subsidiary (no hierarchy),Subsidiary ID,Date,Line Description,Location,Loaction ID,Currency,Exchange Rate,Approval Status,Line #,Item,Blue Collar Project,Cost Code,Item Internal ID,Description,Custom UOM,Quantity,Units,Amount
PO1278,PO1278,9966,,JUNIPER DESIGN GROUP,2395,Graniti Vicentia LLC,3,04/15/2025,Sales Tax,Houston (GV LLC),2,US Dollar,1,Approved,7,Delivery Charges,,,6152,,,1,Lump Sum,389.61
PO1285,PO1285,10396,,"MileStone Florim USA, Inc.",1962,Graniti Vicentia LLC,3,04/16/2025,MileStone Tycoon Smoke 2x2 Mosaic Matte - (840 PCS - 1 Pc per Sq.Ft,Houston (GV LLC),2,US Dollar,1,Approved,1,1103059,,,21452,,,840,Square Foot,6350.40
PO1289,PO1289,10597,AC Denver,"Jasfer Industry Co., Limited",137,Graniti Vicentia LLC,3,04/23/2025,GC-SG01-ACD Door Number Signage @ GR Corridor,Houston (GV LLC),2,US Dollar,1,Approved,1,GC-SG01-ACD Door Number Signage @ GR Corridor,,,23785,,,2,Each,210.00
PO1289,PO1289,10597,,"Jasfer Industry Co., Limited",137,Graniti Vicentia LLC,3,04/23/2025,Insurance,Houston (GV LLC),2,US Dollar,1,Approved,2,Other Charges,,,6153,,,1,Lump Sum,0.70
PO1289,PO1289,10597,,"Jasfer Industry Co., Limited",137,Graniti Vicentia LLC,3,04/23/2025,Order handling cost,Houston (GV LLC),2,US Dollar,1,Approved,3,Other Charges,,,6153,,,1,Lump Sum,60.00
PO1289,PO1289,10597,,"Jasfer Industry Co., Limited",137,Graniti Vicentia LLC,3,04/23/2025,Mix container cost,Houston (GV LLC),2,US Dollar,1,Approved,4,Other Charges,,,6153,,,1,Lump Sum,40.00
PO1289,PO1289,10597,,"Jasfer Industry Co., Limited",137,Graniti Vicentia LLC,3,04/23/2025,"Shipping ocean freight cost (For reference, to be confirmed before loading; Now based on 1x40HQ to Houston by $4800/40HQ)",Houston (GV LLC),2,US Dollar,1,Approved,5,Other Charges,,,6153,,,1,Lump Sum,0.69
PO1290,PO1290,10598,AC Denver,"Jasfer Industry Co., Limited",137,Graniti Vicentia LLC,3,04/23/2025,GR-X-404-CU Round Mirror @ GR,Houston (GV LLC),2,US Dollar,1,Approved,1,GR-X-404-CU Round Mirror @ GR,,,23772,,,1,Each,189.00
PO1290,PO1290,10598,,"Jasfer Industry Co., Limited",137,Graniti Vicentia LLC,3,04/23/2025,Insurance,Houston (GV LLC),2,US Dollar,1,Approved,2,Other Charges,,,6153,,,1,Lump Sum,0.63
PO1290,PO1290,10598,,"Jasfer Industry Co., Limited",137,Graniti Vicentia LLC,3,04/23/2025,Order handling cost & Mix container cost,Houston (GV LLC),2,US Dollar,1,Approved,3,Other Charges,,,6153,,,1,Lump Sum,80.00
PO1290,PO1290,10598,,"Jasfer Industry Co., Limited",137,Graniti Vicentia LLC,3,04/23/2025,"Shipping ocean freight cost (For reference, to be confirmed before loading; Now based on 1x40HQ to Houston by $4800/40HQ)",Houston (GV LLC),2,US Dollar,1,Approved,4,Other Charges,,,6153,,,1,Lump Sum,12.08
PO1292,PO1292,10601,AC Denver,"Beijing Topli Decorative Materials Co., LTD",1233,Graniti Vicentia LLC,3,05/23/2025,GR-V-301-CU Vinyl wallcovering  @ GR (TWM21313-8),Houston (GV LLC),2,US Dollar,1,Approved,1,Contract Item - Y,,,11165,,,53.13,Yard,248.30
PO1292,PO1292,10601,AC Denver,"Beijing Topli Decorative Materials Co., LTD",1233,Graniti Vicentia LLC,3,05/23/2025,FEDEX COST,Houston (GV LLC),2,US Dollar,1,Approved,2,Delivery Charges,,,6152,,,1,Lump Sum,545.00
PO1294,PO1294,10607,AC Denver,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,"GR-LED-07- ACD Strip LED light 77""W @ GR TV Panel",Houston (GV LLC),2,US Dollar,1,Approved,1,Contract Item-EA,,,11164,,,1,Each,57.60
PO1294,PO1294,10607,AC Denver,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,"GR-LED01- ACD Strip LED light 135""W @ GR King Headboard",Houston (GV LLC),2,US Dollar,1,Approved,2,Contract Item-EA,,,11164,,,2,Each,240.00
PO1294,PO1294,10607,AC Denver,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,"GR-LED03- ACD Strip LED light 202""W @ GR King Bed base",Houston (GV LLC),2,US Dollar,1,Approved,3,Contract Item-EA,,,11164,,,2,Each,360.00
PO1294,PO1294,10607,AC Denver,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,"GR-LED05- ACD Strip LED light 89""W @ GR TV Panel",Houston (GV LLC),2,US Dollar,1,Approved,4,Contract Item-EA,,,11164,,,1,Each,68.80
PO1294,PO1294,10607,,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,S ea freight  (1x20GP to LA) / Elsa service charge Elsa charge differernce  - Total amount $11203.00 ,Houston (GV LLC),2,US Dollar,1,Approved,5,Delivery Charges,,,6152,,,1,Lump Sum,2205.00
PO1296,PO1296,10615,AC Denver,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,"GR-K-200L-CU Headboard king left with cantilevered nightstands W 138"" @ GR",Houston (GV LLC),2,US Dollar,1,Approved,1,Contract Item-EA,,,11164,,,1,Each,1200.00
PO1296,PO1296,10615,AC Denver,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,"GR-K-200R-CU Headboard king right with cantilevered nightstands W 138"" @ GR",Houston (GV LLC),2,US Dollar,1,Approved,2,Contract Item-EA,,,11164,,,1,Each,1200.00
PO1296,PO1296,10615,AC Denver,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,"GR-X-207-CU Activity table DIA 36"" @ GR",Houston (GV LLC),2,US Dollar,1,Approved,3,Contract Item-EA,,,11164,,,1,Each,948.00
PO1296,PO1296,10615,AC Denver,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,"GR-X-208-CU C-table W 15"" x D 19"" x H 25"" @ GR",Houston (GV LLC),2,US Dollar,1,Approved,4,Contract Item-EA,,,11164,,,1,Each,310.00
PO1296,PO1296,10615,AC Denver,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,"GR-X- 214CR.CU Closet with hanger right 40""W @ GR",Houston (GV LLC),2,US Dollar,1,Approved,5,Contract Item-EA,,,11164,,,1,Each,1300.00
PO1296,PO1296,10615,AC Denver,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,"GR-X-215L-CU Closet Metro King Left W 36"" @ GR",Houston (GV LLC),2,US Dollar,1,Approved,6,Contract Item-EA,,,11164,,,1,Each,1056.00
PO1296,PO1296,10615,AC Denver,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,"GR-X-220L-CU TV Wall Panel Left W 91"" @ GR",Houston (GV LLC),2,US Dollar,1,Approved,7,Contract Item-EA,,,11164,,,1,Each,1066.00
PO1296,PO1296,10615,AC Denver,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,"GR-X- ALT.216R-CU Wall System Right with desk, luggage space and TV panel W 153"" @ GR Elastron Arizona Mouse",Houston (GV LLC),2,US Dollar,1,Approved,8,Contract Item-EA,,,11164,,,1,Each,2506.00
PO1296,PO1296,10615,,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,Crating Charge,Houston (GV LLC),2,US Dollar,1,Approved,9,Other Charges,,,6153,,,1,Lump Sum,1220.00
PO1296,PO1296,10615,,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,S ea freight  (1x20GP to LA) / Elsa service charge Elsa charge differernce  - Total amount $11203.00 ,Houston (GV LLC),2,US Dollar,1,Approved,10,Delivery Charges,,,6152,,,1,Lump Sum,2205.00
PO1297,PO1297,10616,AC Denver,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,"GR-K-211-CU King platform bed base W 72"" x L 80"" x H 14"" @ GR",Houston (GV LLC),2,US Dollar,1,Approved,1,Contract Item-EA,,,11164,,,2,Each,940.00
PO1297,PO1297,10616,,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,Crating Charge,Houston (GV LLC),2,US Dollar,1,Approved,2,Other Charges,,,6153,,,1,Lump Sum,200.00
PO1297,PO1297,10616,,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,S ea freight  (1x20GP to LA) / Elsa service charge Elsa charge differernce  - Total amount $11203.00 ,Houston (GV LLC),2,US Dollar,1,Approved,3,Delivery Charges,,,6152,,,1,Lump Sum,2205.00
PO1298,PO1298,10618,AC Denver,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,"GR-X-511-CU Full-legth mirror W 24"" x H 72"" @ GR",Houston (GV LLC),2,US Dollar,1,Approved,1,Contract Item-EA,,,11164,,,2,Each,616.00
PO1298,PO1298,10618,,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,Crating Charge,Houston (GV LLC),2,US Dollar,1,Approved,2,Other Charges,,,6153,,,1,Lump Sum,100.00
PO1298,PO1298,10618,,Richwood Hospitality Co. LTD,1285,Graniti Vicentia LLC,3,04/28/2025,S ea freight  (1x20GP to LA) / Elsa service charge Elsa charge differernce  - Total amount $11203.00 ,Houston (GV LLC),2,US Dollar,1,Approved,3,Delivery Charges,,,6152,,,1,Lump Sum,2203.00
PO45773,PO45773,10843,Graniti Vicentia,MONSTER DISPLAYS,2411,Graniti Vicentia LLC,3,04/21/2025,"8ft BrightLine Light Box Display - Panel X (96"" w x 96"" h)",Houston (GV LLC),2,US Dollar,1,Approved,103,Contract Item-EA,,,11164,,,1,Each,2289.00
PO45773,PO45773,10843,,MONSTER DISPLAYS,2411,Graniti Vicentia LLC,3,04/21/2025,Shipping Charges,Houston (GV LLC),2,US Dollar,1,Approved,104,Delivery Charges,,,6152,,,1,Lump Sum,379.07
PO45776,PO45776,10990,Shiva Hotels Inc.,U.S. Vinyl Manufacturing Corp,1292,Graniti Vicentia LLC,3,04/22/2025,VYL-002A (City) Signature Wall Vinyl - Headboard Wall,Houston (GV LLC),2,US Dollar,1,Approved,1,Contract Item - SF,Comfort Inn Hutchinson,Wallcovering : Wall Finishes,6356,,,8889,Square Foot,20533.59
PO45776,PO45776,10990,,U.S. Vinyl Manufacturing Corp,1292,Graniti Vicentia LLC,3,04/22/2025,Freight Amount,Houston (GV LLC),2,US Dollar,1,Approved,2,Delivery Charges,Comfort Inn Hutchinson,Delivery Charges,6152,,,1,Lump Sum,657.01
PO60006,PO60006,11482,,An Cuong Wood-Working,1542,Graniti Vicentia LLC,3,04/29/2025,"GR-311.R Kitchen A (Includes:  3 pcs Wall Cabinet, 4 pcs Base cabinet, 3 pcs panel, 7 pcs Toekick)",Houston (GV LLC),2,US Dollar,1,Approved,1,Contract Item-EA,,,11164,,,1,Each,813.70
PO60006,PO60006,11482,,An Cuong Wood-Working,1542,Graniti Vicentia LLC,3,04/29/2025,GR-306 Shelver w/Bracket @ Kitchen,Houston (GV LLC),2,US Dollar,1,Approved,2,Contract Item-EA,,,11164,,,1,Each,19.20
PO60006,PO60006,11482,,An Cuong Wood-Working,1542,Graniti Vicentia LLC,3,04/29/2025,GR-307 Spice Rack,Houston (GV LLC),2,US Dollar,1,Approved,3,Contract Item-EA,,,11164,,,1,Each,6.50
PO60006,PO60006,11482,,An Cuong Wood-Working,1542,Graniti Vicentia LLC,3,04/29/2025,Express Cost,Houston (GV LLC),2,US Dollar,1,Approved,4,Delivery Charges,,,6152,,,1,Lump Sum,3758.00
PO60012,PO60012,11606,Grose & Manz Builders LLC,Quartz America LLC,1690,Graniti Vicentia LLC,3,05/01/2025,"Mystical White 2cm window sills  79 1/4"" x 9 7/8"" - 85 79 1/4"" x 9 7/8"" - 7 93 3/8 "" x 10.5 "" - 1 63.5"" x 10.5"" -2 41 1/4"" x 10.5"" -6   ",Houston (GV LLC),2,US Dollar,1,Approved,100,Contract Item-EA,,,11164,,,9,Each,3834.00
PO60080,PO60080,11894,,MONSTER DISPLAYS,2411,GV Facades,3,05/08/2025,Brightline Panel BLM-2000J KIT  Size: 40in x 96 in Includes: (1) Hardware with power supply (1) CA400 Shipping case (1) OnePlanet BACKLIT Graphic (1) OnePlanet Light BLOCKER Fabric,Houston (GVF),1,US Dollar,1,Approved,1,,,,,,,,,1050.00
PO60080,PO60080,11894,,MONSTER DISPLAYS,2411,GV Facades,3,05/08/2025,Shipping Charge,Houston (GVF),1,US Dollar,1,Approved,1,Delivery Charges,,,6152,,,1,Lump Sum,54.19
PO60120,PO60120,13194,,"WOW USA, Inc.",2367,Graniti Vicentia LLC,3,05/21/2025,Wow Tile Fez Mustard Gloss 25x5Â Â Â Â ,Houston (GV LLC),2,US Dollar,1,Approved,1,GV-TL-FEZ-25X-MUS-199,,,21005,Wow Tile Fez Mustard Gloss 25x5Â Â Â Â ,,135.46,Square Foot,838.50
PO60120,PO60120,13194,,"WOW USA, Inc.",2367,Graniti Vicentia LLC,3,05/21/2025,Handling charges,Houston (GV LLC),2,US Dollar,1,Approved,2,Other Charges,,,6153,,,1,Lump Sum,8.00
PO60141,PO60141,13525,A-1 Clackamas LLC,U.S. Vinyl Manufacturing Corp,1292,Graniti Vicentia LLC,3,05/29/2025,PA-WC-10 - Accent Wallcovering @ Meeting Room Lower Level - Beacon ,Houston (GV LLC),2,US Dollar,1,Approved,1,Contract Item - LY,Monarch HGI Conversion - Clackamas OR,Wallcovering : Wall Finishes,13189,,,130,Linear Yard,1202.50
PO60141,PO60141,13525,A-1 Clackamas LLC,U.S. Vinyl Manufacturing Corp,1292,Graniti Vicentia LLC,3,05/29/2025,PA-WC-10 - Accent Wallcovering @ Meeting Room Lower Level - Beacon (Cut Fee),Houston (GV LLC),2,US Dollar,1,Approved,2,Contract Item - LY,Monarch HGI Conversion - Clackamas OR,Wallcovering : Wall Finishes,13189,,,30,Linear Yard,45.00
PO60141,PO60141,13525,A-1 Clackamas LLC,U.S. Vinyl Manufacturing Corp,1292,Graniti Vicentia LLC,3,05/29/2025,Freight Amount:,Houston (GV LLC),2,US Dollar,1,Approved,3,Delivery Charges,Monarch HGI Conversion - Clackamas OR,Delivery Charges,6152,,,1,Lump Sum,269.53
PO60151,PO60151,13721,,"Jasfer Industry Co., Limited",137,Graniti Vicentia LLC,3,05/28/2025,"LED Strip Light --- 72"" & 28"" 1 PC/EA -  LED 2835 K",Houston (GV LLC),2,US Dollar,1,Approved,1,GV-LT-310,,,17570,LED Strip Light,,86,Each,3010.00
PO60151,PO60151,13721,,"Jasfer Industry Co., Limited",137,Graniti Vicentia LLC,3,05/28/2025,Insurance,Houston (GV LLC),2,US Dollar,1,Approved,2,Other Charges,,,6153,,,1,Lump Sum,10.02
PO60151,PO60151,13721,,"Jasfer Industry Co., Limited",137,Graniti Vicentia LLC,3,05/28/2025,Order Handling Cost,Houston (GV LLC),2,US Dollar,1,Approved,3,Other Charges,,,6153,,,1,Lump Sum,150.00
PO60151,PO60151,13721,,"Jasfer Industry Co., Limited",137,Graniti Vicentia LLC,3,05/28/2025,Mix Container Cost,Houston (GV LLC),2,US Dollar,1,Approved,4,Other Charges,,,6153,,,1,Lump Sum,100.00
PO60151,PO60151,13721,,"Jasfer Industry Co., Limited",137,Graniti Vicentia LLC,3,05/28/2025,Freight,Houston (GV LLC),2,US Dollar,1,Approved,5,Delivery Charges,,,6152,,,1,Lump Sum,110.00
PO60162,PO60162,13838,,ZBOM Cabinets Corp.,1297,Graniti Vicentia LLC,3,05/29/2025,Air Freight Samples,Houston (GV LLC),2,US Dollar,1,Approved,1,,,,,,,,,1470.00
PO60165,PO60165,13849,La Quinta Athens Alabama,MDC Interior Solutions,1267,Graniti Vicentia LLC,3,05/29/2025, Accent Vinyl Wallcovering @ Guest Bath,,,US Dollar,1,Approved,1,GV-VWC-PAN-TWE-22,La Quinta Athens - Alabama,Wallcovering : Wall Finishes,6172,Pangia Tweed Wallcovering,,90,Linear Yard,1417.50
PO60165,PO60165,13849,,MDC Interior Solutions,1267,Graniti Vicentia LLC,3,05/29/2025,Freight & Handling,,,US Dollar,1,Approved,2,Delivery Charges,,,6152,,,1,Lump Sum,184.21
PO60165,PO60165,13849,,MDC Interior Solutions,1267,Graniti Vicentia LLC,3,05/29/2025,Credit Card Surcharge,,,US Dollar,1,Approved,3,Other Charges,,,6153,,,1,Lump Sum,33.44
PO60165,PO60165,13849,,MDC Interior Solutions,1267,Graniti Vicentia LLC,3,05/29/2025,Tax,,,US Dollar,1,Approved,4,Other Charges,,,6153,,,1,Lump Sum,113.40
PO60182,PO60182,14136,,An Cuong Wood-Working,1542,Graniti Vicentia LLC,3,06/03/2025,Side Panel A @ Kitchenette Refrigerator (Tall End Panel 0.75x80.5x24),Houston (GV LLC),2,US Dollar,1,Approved,1,TEP 0.75x80.5x24,,,21464,,,228,Piece,5836.80
PO60182,PO60182,14136,,An Cuong Wood-Working,1542,Graniti Vicentia LLC,3,06/03/2025,Panel B@ Kitchenette Refrigerator (Tall End Panel 0.75x80.5x14),Houston (GV LLC),2,US Dollar,1,Approved,2,TEP 0.75x80.5x14,,,21463,,,18,Piece,381.60
PO60182,PO60182,14136,,An Cuong Wood-Working,1542,Graniti Vicentia LLC,3,06/03/2025,Top Panel @ Microwave (Over the microwave panels 30x0.75x13.25),Houston (GV LLC),2,US Dollar,1,Approved,3,OMP 30x0.75x13.25,,,21465,,,107,Piece,609.90
PO60182,PO60182,14136,,An Cuong Wood-Working,1542,Graniti Vicentia LLC,3,06/03/2025,Side Panel @ Microwave (Microwave Short Side Panels 14x0.75x24),Houston (GV LLC),2,US Dollar,1,Approved,4,MSP 14x0.75x24,,,21466,,,9,Piece,43.20
PO60182,PO60182,14136,,An Cuong Wood-Working,1542,Graniti Vicentia LLC,3,06/03/2025,Shipping Air Cost,Houston (GV LLC),2,US Dollar,1,Approved,5,Delivery Charges,,,6152,,,1,Lump Sum,25762.00
PO60188,PO60188,14157,LQ Brownsville,Milliken & Company,1269,Graniti Vicentia LLC,3,06/03/2025,CPT-06 Walk Off Mat @ Vestibule - Supplier Desc: (1 Carton = 32.292 SQFT - 231.31 per box) Color Navy - 4 boxes --- Item:  4000311325 OBEX Tile,Houston (GV LLC),2,US Dollar,1,Approved,61,GV-CPT-DAR-197-30,LQ Brownsville,Accessories,6265,Carpet,,129.168,Square Foot,925.24
PO60188,PO60188,14157,LQ Brownsville,Milliken & Company,1269,Graniti Vicentia LLC,3,06/03/2025,Freight,Houston (GV LLC),2,US Dollar,1,Approved,76,Delivery Charges,LQ Brownsville,Delivery Charges,6152,,,1,Lump Sum,100.90
PO60189,PO60189,14158,,Hilltop Stones Inc.,2157,Graniti Vicentia LLC,3,06/03/2025,MARVEL EDGE GRIS SUPREME 18X36 ,Houston (GV LLC),2,US Dollar,1,Approved,1,TCG1224004-Lumiere Matte 12x24,,,12734,Fiandre TCG1224004 Lumiere Matte 12x24,,584.59,Square Foot,2332.51
PO60189,PO60189,14158,,Hilltop Stones Inc.,2157,Graniti Vicentia LLC,3,06/03/2025,MARVEL EDGE GRIS SUPREME 30X30,Houston (GV LLC),2,US Dollar,1,Approved,2,TCG1224004-Lumiere Matte 12x24,,,12734,Fiandre TCG1224004 Lumiere Matte 12x24,,2009.4,Square Foot,8017.51
PO60189,PO60189,14158,,Hilltop Stones Inc.,2157,Graniti Vicentia LLC,3,06/03/2025,CREDIT CARD FEE,Houston (GV LLC),2,US Dollar,1,Approved,3,Other Charges,,,6153,,,1,Lump Sum,207.00
PO60195,PO60195,14245,,U.S. Vinyl Manufacturing Corp,1292,Graniti Vicentia LLC,3,06/04/2025,VWC-01 Main Vinyl Wallcovering @ Great Room -- Roselle 10575/1/TANPP Wallcovering,Houston (GV LLC),2,US Dollar,1,Approved,1,GV-VWC-54-ROS-12,,,6244,Roselle 10575/1/TANPP Wallcovering,,150,Linear Yard,742.50
PO60195,PO60195,14245,,U.S. Vinyl Manufacturing Corp,1292,Graniti Vicentia LLC,3,06/04/2025,Freight,Houston (GV LLC),2,US Dollar,1,Approved,2,Delivery Charges,,,6152,,,1,Lump Sum,225.58
PO60196,PO60196,14250,,Momentum Group,1971,Graniti Vicentia LLC,3,06/04/2025,VWC-02 Accent Vinyl Wallcovering @ Great Room Columns -- NA-7J-LQ07 LAQUINTA,Houston (GV LLC),2,US Dollar,1,Approved,1,Placeholder Item - EA,,,11572,,,30,Each,405.00
PO60196,PO60196,14250,,Momentum Group,1971,Graniti Vicentia LLC,3,06/04/2025,VWC-03 Vinyl Wallcovering @ Reception Desk Back Wall --- NA-7J-LQ08 LAQUINTA,Houston (GV LLC),2,US Dollar,1,Approved,2,Placeholder Item - EA,,,11572,,,30,Each,435.00
PO60196,PO60196,14250,,Momentum Group,1971,Graniti Vicentia LLC,3,06/04/2025,Freight - LQ07,Houston (GV LLC),2,US Dollar,1,Approved,3,Delivery Charges,,,6152,,,1,Lump Sum,117.98
PO60196,PO60196,14250,,Momentum Group,1971,Graniti Vicentia LLC,3,06/04/2025,Freight - LQ08,Houston (GV LLC),2,US Dollar,1,Approved,4,Delivery Charges,,,6152,,,1,Lump Sum,132.17
PO60196,PO60196,14250,,Momentum Group,1971,Graniti Vicentia LLC,3,06/04/2025,credit card fee,Houston (GV LLC),2,US Dollar,1,Approved,5,Delivery Charges,,,6152,,,1,Lump Sum,10.46
PO60196,PO60196,14250,,Momentum Group,1971,Graniti Vicentia LLC,3,06/04/2025,credit card fee,Houston (GV LLC),2,US Dollar,1,Approved,6,Delivery Charges,,,6152,,,1,Lump Sum,11.34
PO60215,PO60215,14425,Texas Floor Covering INC.,Padron Flooring & Design Center,2558,Graniti Vicentia LLC,3,06/06/2025,TUNE SNOW SOFT R. 48X48 31SQF/BOX,Houston (GV LLC),2,US Dollar,1,Approved,1,Refin MK17,7777 West Loop South,Flooring : Floor Finishes,23213,,,620,Square Foot,3410.00
PO60257,PO60257,14958,Ascent Hospitality Management Co,HJ Sink,2464,Graniti Vicentia LLC,3,06/17/2025,"PF-SNK-05.C Stainless Undercounter Kitchen Sink - 17 7/8"" x 1 7/8"" x 9 1/2"" at Kitchen",Houston (GV LLC),2,US Dollar,1,Approved,118,GV-PF-UMS-161-STA-205,Residence inn Montgomery,Quartz Tops,9188,Undermount Stainless Steel Sink,,110,Each,9900.00
PO60288,PO60288,15192,Windson Property Holdings LLC,ZBOM Cabinets Corp.,1297,Graniti Vicentia LLC,3,06/19/2025,"WTR-001-CUST 2""W x 8'H Wooden Trim @ Guest Corridor",Houston (GV LLC),2,US Dollar,1,Approved,2,"WTR-001-CUST 2""W x 8'H Wooden Trim @ Guest Corridor",TownePlace Suites Romeoville IL,Wallcovering,23769,,,230,Each,1150.00
PO60288,PO60288,15192,,ZBOM Cabinets Corp.,1297,Graniti Vicentia LLC,3,06/19/2025,Credit Card Fee ,Houston (GV LLC),2,US Dollar,1,Approved,3,Miscellaneous,TownePlace Suites Romeoville IL,Miscellaneous,20006,CABINET / FILLER @ SUNDRY SHOP SHELVING SYSTEMÂ Â FillerÂ Â ,,1,Each,39.55
PO60294,PO60294,15246,"AAA Hotel Management, LLC","MileStone Florim USA, Inc.",1962,Graniti Vicentia LLC,3,06/20/2025,"+ONE GREIGE MATTE 12""X24""   +ONE GREIGE 12X24Rec  48 CARTONS/PALLET 576.00SF/PALLET 6 PIECES/CARTON",Houston (GV LLC),2,US Dollar,1,Approved,1,1101131,201 Kaliste Saloom Rd - Tile,Flooring,21449,,,10008,Square Foot,11909.52
PO60340,PO60340,15784,,Wilsonart LLC,2646,Graniti Vicentia LLC,3,06/27/2025,Quartz - Volcanic Glacier 61 x 26,Houston (GV LLC),2,US Dollar,1,Approved,1,GV-ST-GEN,,,13838,Quartz,,1,Each,1332.00
PO60340,PO60340,15784,,Wilsonart LLC,2646,Graniti Vicentia LLC,3,06/27/2025,Fuel Surcharge,Houston (GV LLC),2,US Dollar,1,Approved,2,Other Charges,,,6153,,,1,Lump Sum,40.63
PO60340,PO60340,15784,,Wilsonart LLC,2646,Graniti Vicentia LLC,3,06/27/2025,TAR-QTZ,Houston (GV LLC),2,US Dollar,1,Approved,3,Other Charges,,,6153,,,1,Lump Sum,93.24
PO60340,PO60340,15784,,Wilsonart LLC,2646,Graniti Vicentia LLC,3,06/27/2025,CC SURCHARGE,Houston (GV LLC),2,US Dollar,1,Approved,4,Other Charges,,,6153,,,1,Lump Sum,42.35
PO#45783,PO#45783,16157,Prince Preferred Hotels,ZBOM Cabinets Corp.,1297,Graniti Vicentia LLC,3,07/03/2025,"BOH-803B Pantry- (114"" + 67"" - L Shaped) Budgetary Pricing - Quartz Sold Separately",Houston (GV LLC),2,US Dollar,1,Approved,228,GV-MW-CAB-26,LaQuinta - Nacogdoches TX,Millwork,18373,Millwork - Pantry,,1,Each,660.85
PO#45783,PO#45783,16157,Prince Preferred Hotels,ZBOM Cabinets Corp.,1297,Graniti Vicentia LLC,3,07/03/2025,"BOH-803A Pantry- (113""W) Budgetary Pricing - Quartz Sold Separately",Houston (GV LLC),2,US Dollar,1,Approved,229,GV-MW-GEN-144,LaQuinta - Nacogdoches TX,Millwork,22085,GV GENERIC MW-066,,1,Each,609.29
PO#45783,PO#45783,16157,Prince Preferred Hotels,ZBOM Cabinets Corp.,1297,Graniti Vicentia LLC,3,07/03/2025,BOH-804 Storage Cabnetry @ BOH Entry,Houston (GV LLC),2,US Dollar,1,Approved,230,GV-MW-CAB-29,LaQuinta - Nacogdoches TX,Millwork,18271,Storage Cabinetry,,1,Each,538.52
PO#45783,PO#45783,16157,Prince Preferred Hotels,ZBOM Cabinets Corp.,1297,Graniti Vicentia LLC,3,07/03/2025,FIT-801 Towel Station @ Fitness Room,Houston (GV LLC),2,US Dollar,1,Approved,232,GV-MW-GEN-139,LaQuinta - Nacogdoches TX,Millwork,22080,GV GENERIC MW-061,,1,Each,567.22
PO#45783,PO#45783,16157,Prince Preferred Hotels,ZBOM Cabinets Corp.,1297,Graniti Vicentia LLC,3,07/03/2025,"REG-802 Sundry Shop Shelving System (76"" W) - Budgetary Pricing",Houston (GV LLC),2,US Dollar,1,Approved,235,GV-MW-SAI-W84-54,LaQuinta - Nacogdoches TX,Millwork,18228,Sundry Shop Shelving System,,1,Each,391.79
PO#45783,PO#45783,16157,Prince Preferred Hotels,ZBOM Cabinets Corp.,1297,Graniti Vicentia LLC,3,07/03/2025,"REG-803 Sundry Area Slatwall Display w/Hooks (39"" W) - Budgetary Pricing",Houston (GV LLC),2,US Dollar,1,Approved,236,GV-MW-SAI-39W-56,LaQuinta - Nacogdoches TX,Millwork,18288,Sundry Area Slat Wall,,1,Each,278.86
PO#45783,PO#45783,16157,Prince Preferred Hotels,ZBOM Cabinets Corp.,1297,Graniti Vicentia LLC,3,07/03/2025,GRT-801 Print Station @ Great Room - Budgetary Pricing,Houston (GV LLC),2,US Dollar,1,Approved,237,GV-MW-LAM-92W-34,LaQuinta - Nacogdoches TX,Millwork,18389,Millwork,,1,Each,210.12
PO#45783,PO#45783,16157,Prince Preferred Hotels,ZBOM Cabinets Corp.,1297,Graniti Vicentia LLC,3,07/03/2025,"GRT-802 Community Table w/ Power (127"" W) - Budgetary Pricing - Electric Parts Sold Separately",Houston (GV LLC),2,US Dollar,1,Approved,238,GV-MW-GEN-142,LaQuinta - Nacogdoches TX,Millwork,22083,GV GENERIC MW-064,,1,Each,310.60
