External ID,Item ID,Item,Invoice ID/Reference,Length,Vendor ID,Vendor Name,Date,Amount,Subsidiary Id,Subsidiary,Memo,Account,Memo,Location,Bin,Bin ID,SERIAL/LOT NUMBER
NSOPENBALBILL167,40391,cogs,2024-FE-0000010,15,1253,GIBAM SHOPS SPA,01/31/2024,778.75,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1096
NSOPENBALBILL168,40391,cogs,"16, 17, 18, 19",14,1253,GIBAM SHOPS SPA,02/15/2024,65859.13,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1097
NSOPENBALBILL169,40391,cogs,2024-FE-0000025,15,1253,GIBAM SHOPS SPA,02/22/2024,12002.19,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1098
NSOPENBALBILL170,40391,cogs,"22, 23, 24, 26, 27",18,1253,GIBAM SHOPS SPA,02/22/2024,72378.73,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1099
NSOPENBALBILL171,40391,cogs,2024-FE-0000037,15,1253,GIBAM SHOPS SPA,02/28/2024,17327.87,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1100
NSOPENBALBILL172,40391,cogs,2024-FE-0000036,15,1253,GIBAM SHOPS SPA,02/28/2024,854.09,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1101
NSOPENBALBILL173,40391,cogs,2024-FE-0000035,15,1253,GIBAM SHOPS SPA,02/28/2024,1265.60,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1102
NSOPENBALBILL174,40391,cogs,2024-FE-0000038,15,1253,GIBAM SHOPS SPA,02/28/2024,3526.96,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1103
NSOPENBALBILL175,40391,cogs,"39, 40, 41, 50, 56",18,1253,GIBAM SHOPS SPA,02/28/2024,61328.73,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1104
NSOPENBALBILL176,40391,cogs,"2024-FE-0000052, 88",19,1253,GIBAM SHOPS SPA,02/29/2024,9330.63,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1105
NSOPENBALBILL177,40391,cogs,2024-FE-0000054,15,1253,GIBAM SHOPS SPA,02/29/2024,1166.89,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1106
NSOPENBALBILL178,40391,cogs,2024-FE-0000053,15,1253,GIBAM SHOPS SPA,02/29/2024,581.54,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1107
NSOPENBALBILL179,40391,cogs,2024-FE-0000058,15,1253,GIBAM SHOPS SPA,03/01/2024,14947.40,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1108
NSOPENBALBILL180,40391,cogs,"59, 66, 67, 68",14,1253,GIBAM SHOPS SPA,03/01/2024,44105.01,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1109
NSOPENBALBILL181,40391,cogs,2024-FE-0000062,15,1253,GIBAM SHOPS SPA,03/04/2024,119.10,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1110
NSOPENBALBILL182,40391,cogs,2024-FE-0000063,15,1253,GIBAM SHOPS SPA,03/04/2024,109.35,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1111
NSOPENBALBILL183,40391,cogs,2024-FE-0000069,15,1253,GIBAM SHOPS SPA,03/08/2024,8243.17,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1112
NSOPENBALBILL184,40391,cogs,"2024-FE-0000077,78",18,1253,GIBAM SHOPS SPA,03/15/2024,52.59,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1113
NSOPENBALBILL185,40391,cogs,2024-FE-0000074,15,1253,GIBAM SHOPS SPA,03/15/2024,20216.38,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1114
NSOPENBALBILL186,40391,cogs,2024-FE-0000075,15,1253,GIBAM SHOPS SPA,03/15/2024,2765.95,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1115
NSOPENBALBILL188,40391,cogs,2024-FE-0000085,15,1253,GIBAM SHOPS SPA,03/21/2024,212.86,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1116
NSOPENBALBILL189,40391,cogs,2024-FE-0000084,15,1253,GIBAM SHOPS SPA,03/21/2024,196.17,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1117
NSOPENBALBILL190,40391,cogs,2024-FE-0000086,15,1253,GIBAM SHOPS SPA,03/21/2024,210.84,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1118
NSOPENBALBILL191,40391,cogs,2024-FE-0000082,15,1253,GIBAM SHOPS SPA,03/21/2024,9027.12,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1119
NSOPENBALBILL192,40391,cogs,2024-FE-0000083,15,1253,GIBAM SHOPS SPA,03/21/2024,220.00,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1120
NSOPENBALBILL193,40391,cogs,2024-FE-0000081,15,1253,GIBAM SHOPS SPA,03/21/2024,244.03,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1121
NSOPENBALBILL194,40391,cogs,"95, 96, 97",10,1253,GIBAM SHOPS SPA,03/28/2024,46656.74,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1122
NSOPENBALBILL196,40391,cogs,108109,6,1253,GIBAM SHOPS SPA,05/04/2024,54.26,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1123
NSOPENBALBILL197,40391,cogs,2023-FE-0000499,15,1253,GIBAM SHOPS SPA,06/01/2024,109.44,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1124
NSOPENBALBILL198,40391,cogs,2023-FE-0000509,15,1253,GIBAM SHOPS SPA,06/01/2024,9403.44,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1125
NSOPENBALBILL199,40391,cogs,2023-FE-0000510,15,1253,GIBAM SHOPS SPA,06/01/2024,513.27,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1126
NSOPENBALBILL201,40391,cogs,2024-FE-0000191,15,1253,GIBAM SHOPS SPA,06/24/2024,0.91,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1127
NSOPENBALBILL202,40391,cogs,"194, 195",8,1253,GIBAM SHOPS SPA,06/26/2024,22.49,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1128
NSOPENBALBILL203,40391,cogs,2024-FE-0000197,15,1253,GIBAM SHOPS SPA,06/28/2024,0.01,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1129
NSOPENBALBILL205,40391,cogs,"222, 223, 224",13,1253,GIBAM SHOPS SPA,06/28/2024,360.01,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1130
NSOPENBALBILL206,40391,cogs,2024-FE-0000236,15,1253,GIBAM SHOPS SPA,07/12/2024,2577.97,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1131
NSOPENBALBILL207,40391,cogs,2024-FE-0000238,15,1253,GIBAM SHOPS SPA,07/22/2024,1694.15,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1132
NSOPENBALBILL208,40391,cogs,2024-FE-0000243,15,1253,GIBAM SHOPS SPA,07/23/2024,178.90,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1133
NSOPENBALBILL209,40391,cogs,2024-FE-0000244,15,1253,GIBAM SHOPS SPA,07/23/2024,544.11,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1134
NSOPENBALBILL210,40391,cogs,2024-FE-0000267,15,1253,GIBAM SHOPS SPA,07/31/2024,14790.76,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1135
NSOPENBALBILL211,40391,cogs,2024-FE-0000266,15,1253,GIBAM SHOPS SPA,07/31/2024,1735.67,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1136
NSOPENBALBILL212,40391,cogs,2024-FE-0000168,15,1253,GIBAM SHOPS SPA,08/01/2024,19051.06,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1137
NSOPENBALBILL213,40391,cogs,2023-FE-0000364,15,1253,GIBAM SHOPS SPA,08/01/2024,6194.25,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1138
NSOPENBALBILL214,40391,cogs,"269, 270. 272, 311",18,1253,GIBAM SHOPS SPA,08/02/2024,36810.02,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1139
NSOPENBALBILL216,40391,cogs,2024-FE-0000264,15,1253,GIBAM SHOPS SPA,08/07/2024,17241.56,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1140
NSOPENBALBILL218,40391,cogs,"280, 281, 283, 285",18,1253,GIBAM SHOPS SPA,08/28/2024,41698.42,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1141
NSOPENBALBILL219,40391,cogs,"282, 284",8,1253,GIBAM SHOPS SPA,08/28/2024,3622.29,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1142
NSOPENBALBILL220,40391,cogs,2024-FE-0000288,15,1253,GIBAM SHOPS SPA,09/09/2024,1886.60,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1143
NSOPENBALBILL221,40391,cogs,"291, 292",8,1253,GIBAM SHOPS SPA,09/12/2024,33.13,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1144
NSOPENBALBILL222,40391,cogs,"300, 302, 304",13,1253,GIBAM SHOPS SPA,09/23/2024,33433.33,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1145
NSOPENBALBILL223,40391,cogs,2024-FE-0000298,15,1253,GIBAM SHOPS SPA,09/23/2024,3415.51,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1146
NSOPENBALBILL224,40391,cogs,2024-FE-0000297,15,1253,GIBAM SHOPS SPA,09/23/2024,17556.60,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1147
NSOPENBALBILL225,40391,cogs,2024-FE-0000300,15,1253,GIBAM SHOPS SPA,09/23/2024,9093.95,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1148
NSOPENBALBILL226,40391,cogs,"299, 301, 303",13,1253,GIBAM SHOPS SPA,09/23/2024,8798.44,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1149
NSOPENBALBILL227,40391,cogs,2024-FE-0000318,15,1253,GIBAM SHOPS SPA,09/30/2024,1290.00,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1150
NSOPENBALBILL228,40391,cogs,2024-FE-0000310,15,1253,GIBAM SHOPS SPA,09/30/2024,8931.69,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1151
NSOPENBALBILL229,40391,cogs,2024-FE-0000315,15,1253,GIBAM SHOPS SPA,09/30/2024,2736.38,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1152
NSOPENBALBILL230,40391,cogs,2024-FE-0000316,15,1253,GIBAM SHOPS SPA,09/30/2024,455.49,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1153
NSOPENBALBILL231,40391,cogs,2024-FE-0000317,15,1253,GIBAM SHOPS SPA,09/30/2024,6183.03,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1154
NSOPENBALBILL232,40391,cogs,2024-FE-0000319,15,1253,GIBAM SHOPS SPA,09/30/2024,585.79,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1155
NSOPENBALBILL233,40391,cogs,2024-FE-0000328,15,1253,GIBAM SHOPS SPA,10/03/2024,973.31,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1156
NSOPENBALBILL234,40391,cogs,2024-FE-0000329,15,1253,GIBAM SHOPS SPA,10/03/2024,19186.27,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1157
NSOPENBALBILL235,40391,cogs,2024-FE-0000330,15,1253,GIBAM SHOPS SPA,10/03/2024,154.73,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1158
NSOPENBALBILL236,40391,cogs,2024-FE-0000331,15,1253,GIBAM SHOPS SPA,10/03/2024,292.65,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1159
NSOPENBALBILL237,40391,cogs,"314, 327",8,1253,GIBAM SHOPS SPA,10/03/2024,10517.66,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1160
NSOPENBALBILL239,40391,cogs,"333, 335, 337, 339",18,1253,GIBAM SHOPS SPA,10/07/2024,65465.84,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1161
NSOPENBALBILL240,40391,cogs,2024-FE-0000358,15,1253,GIBAM SHOPS SPA,10/21/2024,3775.85,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1162
NSOPENBALBILL241,40391,cogs,2024-FE-0000359,15,1253,GIBAM SHOPS SPA,10/28/2024,1633.50,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1163
NSOPENBALBILL242,40391,cogs,2024-FE-0000360,15,1253,GIBAM SHOPS SPA,10/28/2024,443.80,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1164
NSOPENBALBILL243,40391,cogs,2024-FE-0000361,15,1253,GIBAM SHOPS SPA,10/28/2024,580.43,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1165
NSOPENBALBILL244,40391,cogs,2024-FE-0000362,15,1253,GIBAM SHOPS SPA,10/28/2024,3363.18,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1166
NSOPENBALBILL245,40391,cogs,2024-FE-0000364,15,1253,GIBAM SHOPS SPA,10/28/2024,4486.52,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1167
NSOPENBALBILL246,40391,cogs,2024-FE-0000365,15,1253,GIBAM SHOPS SPA,10/28/2024,4712.40,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1168
NSOPENBALBILL247,40391,cogs,2024-FE-0000366,15,1253,GIBAM SHOPS SPA,10/28/2024,4975.51,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1169
NSOPENBALBILL248,40391,cogs,2024-FE-0000371,15,1253,GIBAM SHOPS SPA,10/29/2024,58997.99,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1170
NSOPENBALBILL249,40391,cogs,"367, 368, 369",13,1253,GIBAM SHOPS SPA,11/01/2024,62782.28,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1171
NSOPENBALBILL250,40391,cogs,2024-FE-0000390,15,1253,GIBAM SHOPS SPA,11/22/2024,7459.87,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1172
NSOPENBALBILL251,40391,cogs,2024-FE-0000391,15,1253,GIBAM SHOPS SPA,11/22/2024,20459.62,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1173
NSOPENBALBILL252,40391,cogs,2024-FE-0000389,15,1253,GIBAM SHOPS SPA,11/22/2024,2218.98,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1174
NSOPENBALBILL253,40391,cogs,2024-FE-0000392,15,1253,GIBAM SHOPS SPA,11/22/2024,520.93,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1175
NSOPENBALBILL254,40391,cogs,"394, 397",8,1253,GIBAM SHOPS SPA,11/26/2024,11058.43,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1176
NSOPENBALBILL255,40391,cogs,2024-FE-0000395,15,1253,GIBAM SHOPS SPA,11/26/2024,454.67,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1177
NSOPENBALBILL256,40391,cogs,"393, 396",8,1253,GIBAM SHOPS SPA,11/26/2024,34421.65,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1178
NSOPENBALBILL257,40391,cogs,"398, 399",8,1253,GIBAM SHOPS SPA,11/27/2024,30.31,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1179
NSOPENBALBILL258,40391,cogs,"410, 420",8,1253,GIBAM SHOPS SPA,11/29/2024,46746.17,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1180
NSOPENBALBILL259,40391,cogs,2024-FE-0000401,15,1253,GIBAM SHOPS SPA,11/29/2024,3598.56,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1181
NSOPENBALBILL260,40391,cogs,2024-FE-0000402,15,1253,GIBAM SHOPS SPA,11/29/2024,13962.03,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1182
NSOPENBALBILL261,40391,cogs,2024-FE-0000403,15,1253,GIBAM SHOPS SPA,11/29/2024,271.34,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1183
NSOPENBALBILL262,40391,cogs,2024-FE-0000404,15,1253,GIBAM SHOPS SPA,11/29/2024,597.87,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1184
NSOPENBALBILL263,40391,cogs,2024-FE-0000422,15,1253,GIBAM SHOPS SPA,12/03/2024,3955.38,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1185
NSOPENBALBILL264,40391,cogs,"418, 419",8,1253,GIBAM SHOPS SPA,12/03/2024,3705.27,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1186
NSOPENBALBILL265,40391,cogs,2024-FE-0000423,15,1253,GIBAM SHOPS SPA,12/04/2024,598.80,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1187
NSOPENBALBILL266,40391,cogs,2024-FE-0000424,15,1253,GIBAM SHOPS SPA,12/04/2024,940.68,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1188
NSOPENBALBILL267,40391,cogs,"411, 412, 426",13,1253,GIBAM SHOPS SPA,12/05/2024,74045.62,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1189
NSOPENBALBILL268,40391,cogs,"2024-FE-0000428, 430",20,1253,GIBAM SHOPS SPA,12/10/2024,174.37,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1190
NSOPENBALBILL269,40391,cogs,"2024-FE-0000429, 431",20,1253,GIBAM SHOPS SPA,12/10/2024,183.26,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1191
NSOPENBALBILL270,40391,cogs,2024-FE-0000432,15,1253,GIBAM SHOPS SPA,12/11/2024,3482.14,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1192
NSOPENBALBILL272,40391,cogs,2024-FE-0000451,15,1253,GIBAM SHOPS SPA,12/18/2024,33166.96,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1193
NSOPENBALBILL273,40391,cogs,2024-FE-0000455,15,1253,GIBAM SHOPS SPA,12/19/2024,13165.35,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1194
NSOPENBALBILL274,40391,cogs,2024-FE-0000460,15,1253,GIBAM SHOPS SPA,12/20/2024,3930.77,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1195
NSOPENBALBILL276,40391,cogs,"2024-FE-0000421, 12",19,1253,GIBAM SHOPS SPA,02/04/2025,25248.01,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1196
NSOPENBALBILL277,40391,cogs,2025-FE-0000013,15,1253,GIBAM SHOPS SPA,02/04/2025,729.17,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1197
NSOPENBALBILL278,40391,cogs,2025-FE-0000014,15,1253,GIBAM SHOPS SPA,02/04/2025,3597.00,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1198
NSOPENBALBILL279,40391,cogs,2025-FE-0000015,15,1253,GIBAM SHOPS SPA,02/04/2025,519.31,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1199
NSOPENBALBILL280,40391,cogs,2025-FE-0000016,15,1253,GIBAM SHOPS SPA,02/04/2025,3017.01,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1200
NSOPENBALBILL281,40391,cogs,2025-FE-0000017,15,1253,GIBAM SHOPS SPA,02/04/2025,74.12,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1201
NSOPENBALBILL282,40391,cogs,2025-FE-0000018,15,1253,GIBAM SHOPS SPA,02/04/2025,637.75,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1202
NSOPENBALBILL283,40391,cogs,2025-FE-0000019,15,1253,GIBAM SHOPS SPA,02/04/2025,177.80,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1203
NSOPENBALBILL284,40391,cogs,2025-FE-0000020,15,1253,GIBAM SHOPS SPA,02/04/2025,155.20,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,Import SPS data by Invoice in NetSuite,2,CW-001,17,1204
