External ID,Item ID,Item,Invoice ID/Reference,Vendor ID,Vendor Name,Date,Amount,Subsidiary Id,Subsidiary,Memo,Account,Account ID
NSOPENBALBILL001,40392,freight,6814,30,911 Trucking LLC,06-09-2025,3370,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
