External ID,Item internal Id,sold (COGS),Invoice #/Rerence No.,Vendor ID,Vendor,Invoice date,Amount,Subsidiary Id,Subsidiary,Memo,Account,Account ID
NSOPENBALBILL558,40391,cogs,24RT10051,137,"Jasfer Industry Co., Limited",03/13/2025,$150.15,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL559,40391,cogs,24BL111011,137,"Jasfer Industry Co., Limited",03/24/2025,"$6,471.17",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL560,40391,cogs,24BL111108,137,"Jasfer Industry Co., Limited",03/24/2025,$314.82,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL561,40391,cogs,24JS111903,137,"Jasfer Industry Co., Limited",03/24/2025,$0.19,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL562,40391,cogs,25JS02701,137,"Jasfer Industry Co., Limited",03/29/2025,$77.05,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL563,40391,cogs,25JSF02018,137,"Jasfer Industry Co., Limited",04/02/2025,$386.28,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL564,40391,cogs,W-0402,137,"Jasfer Industry Co., Limited",04/02/2025,"-$8,206.78",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL565,40391,cogs,W-0414,137,"Jasfer Industry Co., Limited",04/14/2025,"-$4,884.00",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL566,40391,cogs,25JSF03092,137,"Jasfer Industry Co., Limited",04/16/2025,$400.00,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL567,40391,cogs,W-0422,137,"Jasfer Industry Co., Limited",04/22/2025,"-$81,156.24",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL568,40391,cogs,25JSF03107,137,"Jasfer Industry Co., Limited",04/23/2025,"$2,914.92",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL569,40391,cogs,25BL031501,137,"Jasfer Industry Co., Limited",04/23/2025,$135.17,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL570,40391,cogs,24BL022901,137,"Jasfer Industry Co., Limited",04/26/2025,"$1,910.45",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL571,40391,cogs,W-0506,137,"Jasfer Industry Co., Limited",05/06/2025,"-$3,85,253.20",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL572,40391,cogs,W-0508,137,"Jasfer Industry Co., Limited",05/08/2025,"-$5,36,297.22",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL573,40391,cogs,24RT111401,137,"Jasfer Industry Co., Limited",05/11/2025,"$4,391.59",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL574,40391,cogs,24JS121102,137,"Jasfer Industry Co., Limited",05/11/2025,"$3,365.87",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL575,40391,cogs,24RT112802,137,"Jasfer Industry Co., Limited",05/11/2025,"$8,054.28",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL576,40391,cogs,INVOICE  NO.:25BL012401,137,"Jasfer Industry Co., Limited",05/11/2025,$10.70,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL577,40391,cogs,INVOICE  NO.:25RT030503,137,"Jasfer Industry Co., Limited",05/11/2025,$243.70,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL578,40391,cogs,PI NO.:24JS121601,137,"Jasfer Industry Co., Limited",05/11/2025,"$1,322.00",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL579,40391,cogs,24JS111408,137,"Jasfer Industry Co., Limited",05/12/2025,"$5,627.99",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL580,40391,cogs,25RT021301,137,"Jasfer Industry Co., Limited",05/17/2025,$200.92,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL581,40391,cogs,24BL123005,137,"Jasfer Industry Co., Limited",05/19/2025,$302.88,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL582,40391,cogs,25JSF01022,137,"Jasfer Industry Co., Limited",05/19/2025,"$11,024.30",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL583,40391,cogs,25JS040601,137,"Jasfer Industry Co., Limited",05/19/2025,"$2,279.27",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL584,40391,cogs,25BL040802,137,"Jasfer Industry Co., Limited",05/19/2025,"$2,810.15",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL585,40391,cogs,25JSF03038,137,"Jasfer Industry Co., Limited",05/19/2025,"$28,739.68",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL586,40391,cogs,25JSF03064,137,"Jasfer Industry Co., Limited",05/19/2025,"$1,716.13",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL587,40391,cogs,25JS02135,137,"Jasfer Industry Co., Limited",05/19/2025,"$1,094.72",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL588,40391,cogs,25BL041601,137,"Jasfer Industry Co., Limited",05/19/2025,$955.75,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL589,40391,cogs,25BL031204,137,"Jasfer Industry Co., Limited",05/19/2025,$102.14,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL590,40391,cogs,25JS011601,137,"Jasfer Industry Co., Limited",05/19/2025,$324.50,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL591,40391,cogs,25JSF03067,137,"Jasfer Industry Co., Limited",05/19/2025,"$2,103.64",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL592,40391,cogs,25BL040401,137,"Jasfer Industry Co., Limited",05/19/2025,"$2,715.09",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL593,40391,cogs,24JSF11060,137,"Jasfer Industry Co., Limited",05/19/2025,"$2,016.44",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL594,40391,cogs,25JSF03200,137,"Jasfer Industry Co., Limited",05/19/2025,$922.62,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL595,40391,cogs,25BL030705,137,"Jasfer Industry Co., Limited",05/19/2025,"$4,619.84",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL596,40391,cogs,24RT103106,137,"Jasfer Industry Co., Limited",05/19/2025,"$26,701.32",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL597,40391,cogs,24JS112601,137,"Jasfer Industry Co., Limited",05/19/2025,"$6,828.39",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL598,40391,cogs,24JS121106,137,"Jasfer Industry Co., Limited",05/19/2025,"$1,118.60",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL599,40391,cogs,24JSF11024,137,"Jasfer Industry Co., Limited",05/19/2025,"$6,227.16",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL600,40391,cogs,24JSF11028,137,"Jasfer Industry Co., Limited",05/19/2025,"$3,950.91",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL601,40391,cogs,25BL011605,137,"Jasfer Industry Co., Limited",05/19/2025,$187.75,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL602,40391,cogs,25BL020701,137,"Jasfer Industry Co., Limited",05/19/2025,"$4,021.34",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL603,40391,cogs,25BL021302,137,"Jasfer Industry Co., Limited",05/19/2025,"$6,176.73",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL604,40391,cogs,25BL030704,137,"Jasfer Industry Co., Limited",05/19/2025,$793.09,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL605,40391,cogs,25RT022002,137,"Jasfer Industry Co., Limited",05/19/2025,"$2,202.00",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL606,40391,cogs,25RT040202,137,"Jasfer Industry Co., Limited",05/19/2025,"$1,590.55",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL607,40391,cogs,25JSF03209,137,"Jasfer Industry Co., Limited",05/20/2025,"$2,297.41",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL608,40391,cogs,24JSF11039,137,"Jasfer Industry Co., Limited",05/21/2025,$765.68,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL609,40391,cogs,25JSF01051,137,"Jasfer Industry Co., Limited",05/22/2025,"$5,482.20",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL610,40391,cogs,W-0522,137,"Jasfer Industry Co., Limited",05/22/2025,"-$6,00,000.00",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL611,40391,cogs,25JSF050241,137,"Jasfer Industry Co., Limited",05/24/2025,$469.20,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL612,40391,cogs,24JSF11061,137,"Jasfer Industry Co., Limited",05/24/2025,$620.58,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL613,40391,cogs,24BL010601,137,"Jasfer Industry Co., Limited",05/29/2025,"$18,646.90",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL614,40391,cogs,24BL120402,137,"Jasfer Industry Co., Limited",05/29/2025,$836.80,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL615,40391,cogs,25JSF01055,137,"Jasfer Industry Co., Limited",05/29/2025,"$2,966.73",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL616,40391,cogs,25JSF04038,137,"Jasfer Industry Co., Limited",05/29/2025,$41.25,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL617,40391,cogs,25RT021202,137,"Jasfer Industry Co., Limited",05/29/2025,"$1,134.46",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL618,40391,cogs,25JSF02008,137,"Jasfer Industry Co., Limited",05/29/2025,"$6,390.15",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL619,40391,cogs,25RT010901,137,"Jasfer Industry Co., Limited",05/29/2025,"$16,364.07",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL620,40391,cogs,25JSF02017,137,"Jasfer Industry Co., Limited",05/29/2025,$814.76,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL621,40391,cogs,25JS020701,137,"Jasfer Industry Co., Limited",05/29/2025,"$2,516.59",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL622,40391,cogs,25JS011606,137,"Jasfer Industry Co., Limited",05/29/2025,"$12,489.43",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL623,40391,cogs,25JS012001,137,"Jasfer Industry Co., Limited",05/29/2025,"$67,336.53",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL624,40391,cogs,25JSF03053,137,"Jasfer Industry Co., Limited",05/29/2025,"$9,624.49",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL625,40391,cogs,25JSF01031,137,"Jasfer Industry Co., Limited",05/29/2025,"$56,645.36",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL626,40391,cogs,24JSF08043,137,"Jasfer Industry Co., Limited",05/29/2025,$540.48,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL627,40391,cogs,24JSF04042,137,"Jasfer Industry Co., Limited",05/29/2025,$352.83,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL628,40391,cogs,24JSF11059,137,"Jasfer Industry Co., Limited",05/29/2025,"$5,751.69",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL629,40391,cogs,25BL021201,137,"Jasfer Industry Co., Limited",05/29/2025,$43.49,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL630,40391,cogs,25BL021202,137,"Jasfer Industry Co., Limited",05/29/2025,"$2,886.62",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL631,40391,cogs,24AG552GRV-V,137,"Jasfer Industry Co., Limited",05/30/2025,"$9,436.00",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL632,40391,cogs,25JS032502,137,"Jasfer Industry Co., Limited",05/30/2025,$68.67,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL633,40391,cogs,25JSF02006,137,"Jasfer Industry Co., Limited",05/30/2025,$342.51,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL634,40391,cogs,24JSF12036,137,"Jasfer Industry Co., Limited",05/30/2025,"$6,123.31",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL635,40391,cogs,25JSF02016,137,"Jasfer Industry Co., Limited",05/30/2025,"$5,654.82",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL636,40391,cogs,25JSF01016,137,"Jasfer Industry Co., Limited",05/30/2025,$213.51,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL637,40391,cogs,25JS032703,137,"Jasfer Industry Co., Limited",05/30/2025,"$1,012.70",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL638,40391,cogs,24JSF12017,137,"Jasfer Industry Co., Limited",05/30/2025,"$61,908.55",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL639,40391,cogs,24JSF12037,137,"Jasfer Industry Co., Limited",05/30/2025,"$1,085.00",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL640,40391,cogs,24JS092501,137,"Jasfer Industry Co., Limited",05/30/2025,"$1,125.75",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL641,40391,cogs,24JS101601,137,"Jasfer Industry Co., Limited",05/30/2025,"$2,522.86",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL642,40391,cogs,24JS120607,137,"Jasfer Industry Co., Limited",05/30/2025,"$3,493.50",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL643,40391,cogs,24JSF10073,137,"Jasfer Industry Co., Limited",05/30/2025,"$7,827.20",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL644,40391,cogs,25JSF01010,137,"Jasfer Industry Co., Limited",06/01/2025,"$2,245.46",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL645,40391,cogs,25BL022701,137,"Jasfer Industry Co., Limited",06/06/2025,"$7,564.47",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL646,40391,cogs,24BL112004,137,"Jasfer Industry Co., Limited",06/08/2025,"$34,035.94",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL647,40391,cogs,25JSF02070,137,"Jasfer Industry Co., Limited",06/08/2025,"$63,221.69",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL648,40391,cogs,25BL030706,137,"Jasfer Industry Co., Limited",06/08/2025,"$13,777.01",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL649,40391,cogs,24JS112003,137,"Jasfer Industry Co., Limited",06/08/2025,"$12,822.52",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL650,40391,cogs,24JS121201,137,"Jasfer Industry Co., Limited",06/08/2025,"$1,083.66",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL651,40391,cogs,25RT032501,137,"Jasfer Industry Co., Limited",06/08/2025,"$2,468.36",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL652,40391,cogs,25GB0073,137,"Jasfer Industry Co., Limited",06/09/2025,$0.01,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL653,40391,cogs,24JS110705,137,"Jasfer Industry Co., Limited",06/10/2025,$499.36,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL654,40391,cogs,W-0610,137,"Jasfer Industry Co., Limited",06/10/2025,"-$19,228.35",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL655,40391,cogs,25JS010401,137,"Jasfer Industry Co., Limited",06/27/2025,"$10,816.52",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL656,40391,cogs,25JSF01041,137,"Jasfer Industry Co., Limited",06/28/2025,"$9,278.55",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL657,40391,cogs,25JS032705,137,"Jasfer Industry Co., Limited",06/28/2025,"$6,052.22",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL658,40391,cogs,25BL042101,137,"Jasfer Industry Co., Limited",06/28/2025,$143.03,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL659,40391,cogs,25JSF03217,137,"Jasfer Industry Co., Limited",06/28/2025,"$22,156.83",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL660,40391,cogs,25JSF04010,137,"Jasfer Industry Co., Limited",06/28/2025,$717.83,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL661,40391,cogs,25JSF04047,137,"Jasfer Industry Co., Limited",06/28/2025,"$4,226.09",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL662,40391,cogs,24RT090901,137,"Jasfer Industry Co., Limited",06/28/2025,"$1,168.19",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL663,40391,cogs,24JSF12014,137,"Jasfer Industry Co., Limited",06/28/2025,"$1,340.70",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL664,40391,cogs,25RT02201,137,"Jasfer Industry Co., Limited",06/28/2025,$39.31,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL665,40391,cogs,25RT030502,137,"Jasfer Industry Co., Limited",06/28/2025,$288.50,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL666,40391,cogs,25RT030706,137,"Jasfer Industry Co., Limited",06/28/2025,"$1,183.35",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL667,40391,cogs,25RT04010,137,"Jasfer Industry Co., Limited",06/28/2025,"$1,859.93",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL668,40391,cogs,25JSF01007,137,"Jasfer Industry Co., Limited",06/30/2025,$440.00,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL669,40391,cogs,25JSF05069,137,"Jasfer Industry Co., Limited",06/30/2025,"$3,265.82",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL670,40391,cogs,36587 - Invoice,137,"Jasfer Industry Co., Limited",06/30/2025,"$1,446.55",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20007,966
NSOPENBALBILL671,40391,cogs,40329 - Invoice,137,"Jasfer Industry Co., Limited",06/30/2025,"$6,517.91",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20008,966
NSOPENBALBILL672,40391,cogs,36505 - Invoice,137,"Jasfer Industry Co., Limited",06/30/2025,"$3,276.67",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20009,966
NSOPENBALBILL673,40391,cogs,24RT111401-1,137,"Jasfer Industry Co., Limited",06/30/2025,"$50,645.94",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20010,966
NSOPENBALBILL674,40391,cogs,37618 - Invoice,137,"Jasfer Industry Co., Limited",06/30/2025,"$13,950.00",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20011,966
NSOPENBALBILL675,40391,cogs,42446-invoice,137,"Jasfer Industry Co., Limited",06/30/2025,"$3,131.91",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20012,966
NSOPENBALBILL676,40391,cogs,7.80E+11,137,"Jasfer Industry Co., Limited",06/30/2025,$868.82,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20013,966
NSOPENBALBILL677,40391,cogs,W-0415,2395,Juniper Design Group,04/15/2025,"-$6,489.69",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20014,966
NSOPENBALBILL678,40392,freight,SZPECM146501,1944,Koby Singletary,02/24/2025,$325.08,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20015,966
NSOPENBALBILL679,40392,freight,SZPECY797601,1944,Koby Singletary,02/24/2025,$325.08,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20016,966
NSOPENBALBILL680,40392,freight,SZPM04241100,1944,Koby Singletary,02/24/2025,$49.44,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20017,966
NSOPENBALBILL681,40392,freight,SZPM58410300,1944,Koby Singletary,02/24/2025,$92.88,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20018,966
NSOPENBALBILL682,40392,freight,SZPM73195300,1944,Koby Singletary,02/24/2025,$325.08,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20019,966
NSOPENBALBILL683,40392,freight,USW2520549D01,1944,Koby Singletary,02/25/2025,$282.00,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20020,966
NSOPENBALBILL684,40392,freight,K.Singletary Reimbursable,1944,Koby Singletary,04/28/2025,"$1,560.64",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20021,966
NSOPENBALBILL686,40391,cogs,K2808,1262,Kuartz Surfaces & Kitchens,06/17/2024,"$1,824.25",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20022,966
NSOPENBALBILL687,40391,cogs,K2926,1262,Kuartz Surfaces & Kitchens,08/28/2024,"$4,080.27",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20023,966
NSOPENBALBILL688,40391,cogs,22325,154,Lift Service Now,09/11/2024,"$4,974.00",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20024,966
NSOPENBALBILL689,40391,cogs,22326,154,Lift Service Now,09/11/2024,"$4,816.11",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20025,966
NSOPENBALBILL690,40391,cogs,3.77E+37,1584,Luis Hernandez,05/29/2025,"$3,465.00",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20026,966
NSOPENBALBILL691,40392,freight,duplicate payment/credit,161,MAERSK LINE,03/14/2025,"-$1,050.00",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20027,966
NSOPENBALBILL692,40391,cogs,25760001,1562,Marmite Sp. z o.o - Poland,11/19/2024,$285.80,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20028,966
NSOPENBALBILL693,40391,cogs,25760438,1562,Marmite Sp. z o.o - Poland,05/12/2025,"$2,349.15",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20029,966
NSOPENBALBILL695,40391,cogs,20240217,1266,MASOMEX GLOBAL,02/17/2024,$713.90,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20030,966
NSOPENBALBILL696,40391,cogs,MMG/2024-25/10,1266,MASOMEX GLOBAL,01/01/2025,$140.60,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20031,966
NSOPENBALBILL697,40391,cogs,W-0220,1266,MASOMEX GLOBAL,02/20/2025,"-$1,951.83",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20032,966
NSOPENBALBILL698,40391,cogs,24/09,1266,MASOMEX GLOBAL,06/30/2025,$66.35,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20033,966
NSOPENBALBILL702,40391,cogs,W-0811,168,MELLOWLAND FURNISHING INC,08/11/2023,-$90.03,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20034,966
NSOPENBALBILL703,40391,cogs,W-0817,168,MELLOWLAND FURNISHING INC,08/17/2023,-$513.70,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20035,966
NSOPENBALBILL704,40391,cogs,W-0116,168,MELLOWLAND FURNISHING INC,01/16/2024,-$102.74,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20036,966
NSOPENBALBILL705,40391,cogs,32045 - Invoice,168,MELLOWLAND FURNISHING INC,06/30/2025,"$2,752.50",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20037,966
NSOPENBALBILL706,40391,cogs,32541 - Invoice,168,MELLOWLAND FURNISHING INC,06/30/2025,"$3,283.03",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20040,966
