NSOPENBALBILL158,40391,cogs,2023/FE/0000544,15,1253,GIBAM SHOPS SPA,12/31/2023,12/31/2023,21576.50,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL159,40391,cogs,2023/FE/0000549,15,1253,GIBAM SHOPS SPA,12/31/2023,12/31/2023,296.84,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL160,40391,cogs,2023/FE/0000553,15,1253,GIBAM SHOPS SPA,12/31/2023,12/31/2023,7368.88,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL162,40391,cogs,"530, 536",8,1253,GIBAM SHOPS SPA,12/31/2023,12/31/2023,568.76,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL164,40391,cogs,36065 / PI,10,1253,GIBAM SHOPS SPA,01-01-2024,01/01/2024,30910.47,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL165,40391,cogs,2023/FE/0000392,15,1253,GIBAM SHOPS SPA,01-01-2024,01/01/2024,1425.18,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL166,40391,cogs,2024/FE/0000001,15,1253,GIBAM SHOPS SPA,01-11-2024,11/01/2024,997.21,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL167,40391,cogs,2024/FE/0000010,15,1253,GIBAM SHOPS SPA,01/31/2024,01/31/2024,778.75,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL168,40391,cogs,"16, 17, 18, 19",14,1253,GIBAM SHOPS SPA,02/15/2024,02/15/2024,65859.13,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL169,40391,cogs,2024/FE/0000025,15,1253,GIBAM SHOPS SPA,02/22/2024,02/22/2024,12002.19,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL170,40391,cogs,"22, 23, 24, 26, 27",18,1253,GIBAM SHOPS SPA,02/22/2024,02/22/2024,72378.73,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL171,40391,cogs,2024/FE/0000037,15,1253,GIBAM SHOPS SPA,02/28/2024,02/28/2024,17327.87,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
